runs occurence mother
1 0.41866028708134 TRUE
2 0.437799043062201 TRUE
3 0.44896331738437 TRUE
4 0.443181818181818 TRUE
5 0.428708133971292 TRUE
6 0.402711323763955 TRUE
7 0.35850991114149 TRUE
8 0.385765550239234 TRUE
9 0.382509303561935 TRUE
10 0.425598086124402 TRUE
11 0.402348847324924 TRUE
12 0.387360446570973 TRUE
13 0.403386087596614 TRUE
14 0.402084757347915 TRUE
15 0.406379585326954 TRUE
16 0.413875598086124 TRUE
17 0.430199831128624 TRUE
18 0.398325358851675 TRUE
19 0.404432132963989 TRUE
20 0.40933014354067 TRUE
21 0.42241968557758 TRUE
22 0.395824271422358 TRUE
23 0.412731433326399 TRUE
24 0.393341307814992 TRUE
25 0.400191387559809 TRUE
26 0.423444976076555 TRUE
27 0.395888711678185 TRUE
28 0.399521531100478 TRUE
29 0.403316284441511 TRUE
30 0.395773524720893 TRUE
1 0.41866028708134 TRUE
2 0.386363636363636 TRUE
3 0.374800637958533 TRUE
4 0.423444976076555 TRUE
5 0.436842105263158 TRUE
6 0.388357256778309 TRUE
7 0.415242652084757 TRUE
8 0.427332535885167 TRUE
9 0.414141414141414 TRUE
10 0.389234449760766 TRUE
11 0.42061765985211 TRUE
12 0.426834130781499 TRUE
13 0.40633051159367 TRUE
14 0.421052631578947 TRUE
15 0.410047846889952 TRUE
16 0.389354066985646 TRUE
17 0.378271882915846 TRUE
18 0.399255715045189 TRUE
19 0.409972299168975 TRUE
20 0.400837320574163 TRUE
21 0.421280473912053 TRUE
22 0.423336233144846 TRUE
23 0.387039733721656 TRUE
24 0.404405901116427 TRUE
25 0.414162679425837 TRUE
26 0.41451969083548 TRUE
27 0.410597200070884 TRUE
28 0.397812713602187 TRUE
29 0.407441016333938 TRUE
30 0.407416267942584 TRUE
1 0.373205741626794 TRUE
2 0.394736842105263 TRUE
3 0.392344497607655 TRUE
4 0.383971291866029 TRUE
5 0.427272727272727 TRUE
6 0.409090909090909 TRUE
7 0.417293233082707 TRUE
8 0.405502392344498 TRUE
9 0.398724082934609 TRUE
10 0.438755980861244 TRUE
11 0.396911700739452 TRUE
12 0.4061004784689 TRUE
13 0.399521531100478 TRUE
14 0.389952153110048 TRUE
15 0.379744816586922 TRUE
16 0.395783492822966 TRUE
17 0.41345341964537 TRUE
18 0.424774056353004 TRUE
19 0.406069000251826 TRUE
20 0.403349282296651 TRUE
21 0.414673046251994 TRUE
22 0.415724227925185 TRUE
23 0.422404826294986 TRUE
24 0.408492822966507 TRUE
25 0.402392344497608 TRUE
26 0.401361796098638 TRUE
27 0.415913521176679 TRUE
28 0.386192754613807 TRUE
29 0.397541659792114 TRUE
30 0.406379585326954 TRUE
1 0.344497607655502 TRUE
2 0.389952153110048 TRUE
3 0.415470494417863 TRUE
4 0.435406698564593 TRUE
5 0.433492822966507 TRUE
6 0.434210526315789 TRUE
7 0.398838004101162 TRUE
8 0.394437799043062 TRUE
9 0.429292929292929 TRUE
10 0.378468899521531 TRUE
11 0.396694214876033 TRUE
12 0.39274322169059 TRUE
13 0.387191755612808 TRUE
14 0.400205058099795 TRUE
15 0.401913875598086 TRUE
16 0.422547846889952 TRUE
17 0.398254995778216 TRUE
18 0.400318979266348 TRUE
19 0.417275245530093 TRUE
20 0.421531100478469 TRUE
21 0.419343814080656 TRUE
22 0.412461939973902 TRUE
23 0.413875598086124 TRUE
24 0.39683014354067 TRUE
25 0.414354066985646 TRUE
26 0.41497975708502 TRUE
27 0.411394648236753 TRUE
28 0.383373205741627 TRUE
29 0.428889622174559 TRUE
30 0.407575757575758 TRUE
1 0.373205741626794 TRUE
2 0.442583732057416 TRUE
3 0.371610845295056 TRUE
4 0.419856459330144 TRUE
5 0.426315789473684 TRUE
6 0.408692185007974 TRUE
7 0.408065618591934 TRUE
8 0.441088516746411 TRUE
9 0.402445507708666 TRUE
10 0.411483253588517 TRUE
11 0.394084384515007 TRUE
12 0.408891547049442 TRUE
13 0.385535517114464 TRUE
14 0.405160628844839 TRUE
15 0.398086124401914 TRUE
16 0.404156698564593 TRUE
17 0.416830847171404 TRUE
18 0.378389154704944 TRUE
19 0.408839083354319 TRUE
20 0.398684210526316 TRUE
21 0.407609933925723 TRUE
22 0.383318834275772 TRUE
23 0.395881006864989 TRUE
24 0.419856459330144 TRUE
25 0.40688995215311 TRUE
26 0.403202061096798 TRUE
27 0.43833067517278 TRUE
28 0.409774436090226 TRUE
29 0.403563768355057 TRUE
30 0.393221690590112 TRUE
1 0.354066985645933 TRUE
2 0.40311004784689 TRUE
3 0.41786283891547 TRUE
4 0.419258373205742 TRUE
5 0.374641148325359 TRUE
6 0.416267942583732 TRUE
7 0.460697197539303 TRUE
8 0.383074162679426 TRUE
9 0.422913343965976 TRUE
10 0.394019138755981 TRUE
11 0.401478903871248 TRUE
12 0.383771929824561 TRUE
13 0.410379094589621 TRUE
14 0.409090909090909 TRUE
15 0.404465709728868 TRUE
16 0.407296650717703 TRUE
17 0.416127216436814 TRUE
18 0.394205209994684 TRUE
19 0.412112817929992 TRUE
20 0.396052631578947 TRUE
21 0.420596946912736 TRUE
22 0.403436276642018 TRUE
23 0.387143748699813 TRUE
24 0.40201355661882 TRUE
25 0.38488038277512 TRUE
26 0.40633051159367 TRUE
27 0.40829346092504 TRUE
28 0.403451811346548 TRUE
29 0.404801187922785 TRUE
30 0.401993620414673 TRUE
1 0.344497607655502 TRUE
2 0.38755980861244 TRUE
3 0.369218500797448 TRUE
4 0.408492822966507 TRUE
5 0.427272727272727 TRUE
6 0.412280701754386 TRUE
7 0.41866028708134 TRUE
8 0.439593301435407 TRUE
9 0.412546517809676 TRUE
10 0.396172248803828 TRUE
11 0.410613310134841 TRUE
12 0.38755980861244 TRUE
13 0.410195068089805 TRUE
14 0.398838004101162 TRUE
15 0.413397129186603 TRUE
16 0.42494019138756 TRUE
17 0.412327610470025 TRUE
18 0.417198298777246 TRUE
19 0.393855452027197 TRUE
20 0.407535885167464 TRUE
21 0.418774208247892 TRUE
22 0.404414963027403 TRUE
23 0.402017890576243 TRUE
24 0.424740829346093 TRUE
25 0.394928229665072 TRUE
26 0.417096061832904 TRUE
27 0.382686514265462 TRUE
28 0.397129186602871 TRUE
29 0.412638178518396 TRUE
30 0.434370015948963 TRUE
1 0.373205741626794 TRUE
2 0.388755980861244 TRUE
3 0.366826156299841 TRUE
4 0.421052631578947 TRUE
5 0.39377990430622 TRUE
6 0.407496012759171 TRUE
7 0.400205058099795 TRUE
