"OffspringID" "ParentID" "sex" "yearOffsp" "ClassAgeParent" "YearParent"
"2155" "336" "F" "2014" "Adult" "2013"
"2821" "631" "F" "2015" "Adult" "2013"
"1947" "3236" "F" "2014" "Adult" "2015"
"2631" "2403" "F" "2015" "Adult" "2014"
"1951" "156" "F" "2014" "Adult" "2013"
"3431" "3747" "F" "2016" "Adult" "2016"
"2688" "913" "F" "2015" "Adult" "2013"
"2175" "3184" "F" "2014" "Adult" "2015"
"1349" "1832" "F" "2013" "Adult" "2014"
"2816" "86" "F" "2015" "Adult" "2013"
"944" "3763" "F" "2013" "Adult" "2016"
"4031" "1899" "F" "2016" "Adult" "2014"
"320" "336" "F" "2013" "Adult" "2013"
"4039" "3176" "F" "2016" "Adult" "2015"
"2314" "1095" "F" "2014" "Adult" "2013"
"3388" "1489" "F" "2016" "Adult" "2013"
"1997" "1047" "F" "2014" "Adult" "2013"
"2268" "645" "F" "2014" "Adult" "2013"
"3400" "3003" "F" "2016" "Adult" "2015"
"3375" "919" "F" "2016" "Adult" "2013"
"1720" "919" "F" "2014" "Adult" "2013"
"203" "95" "F" "2013" "Adult" "2013"
"2200" "369" "F" "2014" "Adult" "2013"
"3680" "234" "F" "2016" "Adult" "2013"
"3650" "89" "F" "2016" "Adult" "2013"
"2834" "297" "F" "2015" "Adult" "2013"
"1973" "243" "F" "2014" "Adult" "2013"
"2091" "1011" "F" "2014" "Adult" "2013"
"3142" "350" "F" "2015" "Juv" "2013"
"2783" "645" "F" "2015" "Adult" "2013"
"3614" "132" "F" "2016" "Adult" "2013"
"1378" "1124" "F" "2013" "Adult" "2013"
"3130" "453" "F" "2015" "Adult" "2013"
"3313" "1116" "F" "2016" "Adult" "2013"
"3370" "3871" "F" "2016" "Adult" "2016"
"2288" "1867" "F" "2014" "Adult" "2014"
"3626" "3538" "F" "2016" "Adult" "2016"
"3401" "404" "F" "2016" "Juv" "2013"
"2284" "2401" "F" "2014" "Adult" "2014"
"4044" "1094" "F" "2016" "Adult" "2013"
"1157" "88" "F" "2013" "Adult" "2013"
"3771" "2480" "F" "2016" "Adult" "2015"
"2787" "618" "F" "2015" "Adult" "2013"
"2036" "519" "F" "2014" "Adult" "2013"
"3064" "3747" "F" "2015" "Adult" "2016"
"3447" "785" "F" "2016" "Adult" "2013"
"3441" "781" "F" "2016" "Adult" "2013"
"3502" "1037" "F" "2016" "Adult" "2013"
"1166" "901" "F" "2013" "Adult" "2013"
"3969" "631" "F" "2016" "Adult" "2013"
"2159" "1431" "F" "2014" "Adult" "2013"
"1003" "3763" "F" "2013" "Adult" "2016"
"2988" "693" "F" "2015" "Adult" "2013"
"2300" "1635" "F" "2014" "Juv" "2013"
"1336" "2380" "F" "2013" "Adult" "2014"
"729" "505" "F" "2013" "Adult" "2013"
"1667" "3236" "F" "2013" "Adult" "2015"
"538" "326" "F" "2013" "Adult" "2013"
"3980" "3866" "F" "2016" "Adult" "2016"
"805" "3440" "F" "2013" "Adult" "2016"
"2198" "1833" "F" "2014" "Adult" "2014"
"1010" "1769" "F" "2013" "Adult" "2014"
"1574" "1497" "F" "2013" "Adult" "2013"
"1583" "1513" "F" "2013" "Adult" "2013"
"2082" "1087" "F" "2014" "Adult" "2013"
"850" "3866" "F" "2013" "Adult" "2016"
"2897" "196" "F" "2015" "Adult" "2013"
"3925" "1769" "F" "2016" "Adult" "2014"
"3412" "426" "F" "2016" "Juv" "2013"
"2225" "1833" "F" "2014" "Adult" "2014"
"470" "2855" "F" "2013" "Adult" "2015"
"318" "333" "F" "2013" "Adult" "2013"
"2214" "373" "F" "2014" "Adult" "2013"
"2694" "1513" "F" "2015" "Adult" "2013"
"2702" "2480" "F" "2015" "Adult" "2015"
"2243" "1075" "F" "2014" "Adult" "2013"
"2870" "230" "F" "2015" "Adult" "2013"
"461" "2139" "F" "2013" "Adult" "2014"
"537" "441" "F" "2013" "Adult" "2013"
"420" "1833" "F" "2013" "Adult" "2014"
"845" "3609" "F" "2013" "Adult" "2016"
"1573" "3762" "F" "2013" "Adult" "2016"
"2785" "967" "F" "2015" "Adult" "2013"
"1005" "733" "F" "2013" "Adult" "2013"
"3950" "752" "F" "2016" "Adult" "2013"
"3958" "628" "F" "2016" "Adult" "2013"
"1009" "752" "F" "2013" "Adult" "2013"
"4036" "1048" "F" "2016" "Adult" "2013"
"2975" "752" "F" "2015" "Adult" "2013"
"1627" "1451" "F" "2013" "Adult" "2013"
"2299" "2403" "F" "2014" "Adult" "2014"
