runs occurence father
1 0.496551724137931 TRUE
2 0.56551724137931 TRUE
3 0.44367816091954 TRUE
4 0.470689655172414 TRUE
5 0.491034482758621 TRUE
6 0.463218390804598 TRUE
7 0.459113300492611 TRUE
8 0.477586206896552 TRUE
9 0.489272030651341 TRUE
10 0.489310344827586 TRUE
11 0.475548589341693 TRUE
12 0.499425287356322 TRUE
13 0.472944297082228 TRUE
14 0.488916256157635 TRUE
15 0.468965517241379 TRUE
16 0.511637931034483 TRUE
17 0.47525354969574 TRUE
18 0.478352490421456 TRUE
19 0.502903811252269 TRUE
20 0.51448275862069 TRUE
21 0.488669950738916 TRUE
22 0.492319749216301 TRUE
23 0.488005997001499 TRUE
24 0.476149425287356 TRUE
25 0.47351724137931 TRUE
26 0.476790450928382 TRUE
27 0.477266922094508 TRUE
28 0.491502463054187 TRUE
29 0.482639714625446 TRUE
1 0.458620689655172 TRUE
2 0.446551724137931 TRUE
3 0.529885057471264 TRUE
4 0.518965517241379 TRUE
5 0.476551724137931 TRUE
6 0.501724137931034 TRUE
7 0.472413793103448 TRUE
8 0.474137931034483 TRUE
9 0.506130268199234 TRUE
10 0.462413793103448 TRUE
11 0.484639498432602 TRUE
12 0.501149425287356 TRUE
13 0.489655172413793 TRUE
14 0.481773399014778 TRUE
15 0.489655172413793 TRUE
16 0.476724137931034 TRUE
17 0.482352941176471 TRUE
18 0.480842911877395 TRUE
19 0.506896551724138 TRUE
20 0.473103448275862 TRUE
21 0.501642036124795 TRUE
22 0.484796238244514 TRUE
23 0.490104947526237 TRUE
24 0.483333333333333 TRUE
25 0.49448275862069 TRUE
26 0.475198938992042 TRUE
27 0.499872286079183 TRUE
28 0.482019704433498 TRUE
29 0.484423305588585 TRUE
1 0.43448275862069 TRUE
2 0.498275862068966 TRUE
3 0.440229885057471 TRUE
4 0.469827586206897 TRUE
5 0.484827586206897 TRUE
6 0.495402298850575 TRUE
7 0.478325123152709 TRUE
8 0.481465517241379 TRUE
9 0.47088122605364 TRUE
10 0.494137931034483 TRUE
11 0.489655172413793 TRUE
12 0.458333333333333 TRUE
13 0.46684350132626 TRUE
14 0.460098522167488 TRUE
15 0.498390804597701 TRUE
16 0.460344827586207 TRUE
17 0.479513184584179 TRUE
18 0.483333333333333 TRUE
19 0.480399274047187 TRUE
20 0.499655172413793 TRUE
21 0.512151067323481 TRUE
22 0.493260188087774 TRUE
23 0.471814092953523 TRUE
24 0.486494252873563 TRUE
25 0.497931034482759 TRUE
26 0.490318302387268 TRUE
27 0.476117496807152 TRUE
28 0.494704433497537 TRUE
29 0.494768133174792 TRUE
1 0.441379310344828 TRUE
2 0.517241379310345 TRUE
3 0.483908045977011 TRUE
4 0.502586206896552 TRUE
5 0.451034482758621 TRUE
6 0.503448275862069 TRUE
7 0.427093596059113 TRUE
8 0.483620689655172 TRUE
9 0.461685823754789 TRUE
10 0.474137931034483 TRUE
11 0.489968652037618 TRUE
12 0.466379310344828 TRUE
13 0.503713527851459 TRUE
14 0.500985221674877 TRUE
15 0.493103448275862 TRUE
16 0.466594827586207 TRUE
17 0.47342799188641 TRUE
18 0.470498084291188 TRUE
19 0.479491833030853 TRUE
20 0.474827586206897 TRUE
21 0.470607553366174 TRUE
22 0.493416927899686 TRUE
23 0.46791604197901 TRUE
24 0.47485632183908 TRUE
25 0.508827586206896 TRUE
26 0.472679045092838 TRUE
27 0.491826309067688 TRUE
28 0.486083743842365 TRUE
29 0.468965517241379 TRUE
1 0.593103448275862 TRUE
2 0.472413793103448 TRUE
3 0.470114942528736 TRUE
4 0.468965517241379 TRUE
5 0.486206896551724 TRUE
6 0.492528735632184 TRUE
7 0.469458128078818 TRUE
8 0.494827586206897 TRUE
9 0.445593869731801 TRUE
10 0.489310344827586 TRUE
11 0.468965517241379 TRUE
12 0.445977011494253 TRUE
13 0.492838196286472 TRUE
14 0.47487684729064 TRUE
15 0.489885057471264 TRUE
16 0.510129310344828 TRUE
17 0.501014198782961 TRUE
18 0.473563218390805 TRUE
19 0.523230490018149 TRUE
20 0.468965517241379 TRUE
21 0.489983579638752 TRUE
22 0.486363636363636 TRUE
23 0.479010494752624 TRUE
24 0.489655172413793 TRUE
25 0.498620689655172 TRUE
26 0.49867374005305 TRUE
27 0.494252873563218 TRUE
28 0.489901477832512 TRUE
29 0.51640903686088 TRUE
1 0.375862068965517 TRUE
2 0.512068965517241 TRUE
3 0.449425287356322 TRUE
4 0.453448275862069 TRUE
5 0.497931034482759 TRUE
6 0.464942528735632 TRUE
7 0.513300492610837 TRUE
8 0.476293103448276 TRUE
9 0.473946360153257 TRUE
10 0.476551724137931 TRUE
11 0.453291536050157 TRUE
12 0.518103448275862 TRUE
13 0.483554376657825 TRUE
14 0.484729064039409 TRUE
15 0.48551724137931 TRUE
16 0.473491379310345 TRUE
17 0.481947261663286 TRUE
18 0.453639846743295 TRUE
19 0.488929219600726 TRUE
20 0.472931034482759 TRUE
21 0.492118226600985 TRUE
22 0.514420062695925 TRUE
23 0.485307346326837 TRUE
24 0.501436781609195 TRUE
25 0.490896551724138 TRUE
26 0.504774535809019 TRUE
27 0.488378033205619 TRUE
28 0.480911330049261 TRUE
29 0.494173602853746 TRUE
1 0.458620689655172 TRUE
2 0.437931034482759 TRUE
3 0.494252873563218 TRUE
4 0.501724137931034 TRUE
5 0.504137931034483 TRUE
6 0.474137931034483 TRUE
7 0.516256157635468 TRUE
8 0.444396551724138 TRUE
9 0.477011494252874 TRUE
10 0.45448275862069 TRUE
11 0.469592476489028 TRUE
12 0.507183908045977 TRUE
13 0.477984084880637 TRUE
14 0.492610837438424 TRUE
15 0.472183908045977 TRUE
16 0.461422413793103 TRUE
17 0.467342799188641 TRUE
18 0.473563218390805 TRUE
19 0.492558983666062 TRUE
20 0.506724137931034 TRUE
21 0.491133004926108 TRUE
22 0.502351097178683 TRUE
23 0.49400299850075 TRUE
24 0.505603448275862 TRUE
25 0.522206896551724 TRUE
26 0.491379310344828 TRUE
27 0.489655172413793 TRUE
28 0.469704433497537 TRUE
29 0.475029726516052 TRUE
1 0.520689655172414 TRUE
2 0.486206896551724 TRUE
3 0.540229885057471 TRUE
4 0.447413793103448 TRUE
5 0.480689655172414 TRUE
6 0.47183908045977 TRUE
7 0.476354679802956 TRUE
8 0.527155172413793 TRUE
9 0.47088122605364 TRUE
10 0.448965517241379 TRUE
11 0.470846394984326 TRUE
12 0.483620689655172 TRUE
13 0.463395225464191 TRUE
14 0.492857142857143 TRUE
15 0.480919540229885 TRUE
16 0.49073275862069 TRUE
17 0.495131845841785 TRUE
18 0.455363984674329 TRUE
19 0.487840290381125 TRUE
20 0.474655172413793 TRUE
21 0.489655172413793 TRUE
22 0.46551724137931 TRUE
23 0.481409295352324 TRUE
24 0.498132183908046 TRUE
25 0.488137931034483 TRUE
26 0.503448275862069 TRUE
27 0.469859514687101 TRUE
28 0.5 TRUE
29 0.495600475624257 TRUE
1 0.496551724137931 TRUE
2 0.432758620689655 TRUE
3 0.452873563218391 TRUE
4 0.463793103448276 TRUE
5 0.510344827586207 TRUE
6 0.513793103448276 TRUE
7 0.486699507389163 TRUE
8 0.470258620689655 TRUE
9 0.47816091954023 TRUE
10 0.501724137931034 TRUE
11 0.45987460815047 TRUE
12 0.531034482758621 TRUE
13 0.468700265251989 TRUE
14 0.475615763546798 TRUE
15 0.471264367816092 TRUE
16 0.502370689655172 TRUE
17 0.515212981744422 TRUE
18 0.45 TRUE
19 0.49491833030853 TRUE
20 0.488103448275862 TRUE
21 0.501806239737274 TRUE
22 0.498119122257053 TRUE
23 0.464467766116942 TRUE
24 0.495258620689655 TRUE
25 0.481655172413793 TRUE
26 0.486870026525199 TRUE
27 0.492464878671775 TRUE
28 0.485098522167488 TRUE
29 0.476932223543401 TRUE
1 0.431034482758621 TRUE
2 0.494827586206897 TRUE
3 0.44367816091954 TRUE
4 0.457758620689655 TRUE
5 0.495862068965517 TRUE
6 0.508045977011494 TRUE
7 0.499507389162562 TRUE
8 0.454310344827586 TRUE
9 0.503831417624521 TRUE
10 0.448275862068966 TRUE
11 0.479937304075235 TRUE
12 0.481609195402299 TRUE
13 0.469230769230769 TRUE
14 0.467733990147783 TRUE
15 0.489655172413793 TRUE
16 0.512715517241379 TRUE
17 0.480730223123732 TRUE
18 0.498084291187739 TRUE
19 0.471143375680581 TRUE
20 0.456379310344828 TRUE
21 0.506403940886699 TRUE
22 0.481818181818182 TRUE
23 0.48455772113943 TRUE
24 0.507902298850575 TRUE
25 0.46248275862069 TRUE
26 0.484615384615385 TRUE
27 0.478416347381865 TRUE
28 0.494088669950739 TRUE
29 0.480023781212842 TRUE
1 0.458620689655172 TRUE
2 0.468965517241379 TRUE
3 0.426436781609195 TRUE
4 0.462068965517241 TRUE
5 0.455862068965517 TRUE
6 0.446551724137931 TRUE
7 0.506403940886699 TRUE
8 0.493103448275862 TRUE
9 0.570114942528736 TRUE
10 0.495172413793103 TRUE
11 0.475235109717868 TRUE
12 0.491666666666667 TRUE
13 0.473209549071618 TRUE
14 0.492857142857143 TRUE
15 0.492413793103448 TRUE
16 0.498922413793103 TRUE
17 0.496551724137931 TRUE
18 0.486015325670498 TRUE
19 0.496007259528131 TRUE
20 0.504655172413793 TRUE
21 0.491461412151067 TRUE
22 0.473667711598746 TRUE
23 0.492953523238381 TRUE
24 0.468103448275862 TRUE
25 0.481793103448276 TRUE
26 0.4657824933687 TRUE
27 0.494252873563218 TRUE
28 0.504064039408867 TRUE
29 0.484066587395957 TRUE
1 0.520689655172414 TRUE
2 0.494827586206897 TRUE
3 0.450574712643678 TRUE
4 0.468103448275862 TRUE
5 0.482758620689655 TRUE
6 0.477586206896552 TRUE
7 0.446305418719212 TRUE
8 0.443103448275862 TRUE
9 0.462835249042146 TRUE
10 0.480344827586207 TRUE
11 0.480877742946708 TRUE
12 0.496264367816092 TRUE
13 0.489920424403183 TRUE
14 0.469704433497537 TRUE
15 0.496551724137931 TRUE
16 0.491379310344828 TRUE
17 0.467545638945233 TRUE
18 0.499233716475096 TRUE
19 0.477858439201452 TRUE
20 0.508793103448276 TRUE
21 0.49047619047619 TRUE
22 0.476959247648903 TRUE
23 0.471814092953523 TRUE
24 0.485057471264368 TRUE
25 0.476551724137931 TRUE
26 0.484880636604775 TRUE
27 0.469348659003831 TRUE
28 0.491502463054187 TRUE
29 0.501545778834721 TRUE
1 0.531034482758621 TRUE
2 0.444827586206897 TRUE
3 0.558620689655172 TRUE
4 0.447413793103448 TRUE
5 0.483448275862069 TRUE
6 0.526436781609195 TRUE
7 0.468965517241379 TRUE
8 0.486206896551724 TRUE
9 0.509195402298851 TRUE
10 0.490689655172414 TRUE
11 0.464576802507837 TRUE
12 0.495114942528736 TRUE
13 0.490450928381963 TRUE
14 0.496551724137931 TRUE
15 0.488735632183908 TRUE
16 0.5 TRUE
17 0.467545638945233 TRUE
18 0.48544061302682 TRUE
19 0.472958257713249 TRUE
20 0.494310344827586 TRUE
21 0.485057471264368 TRUE
22 0.497648902821317 TRUE
23 0.4976011994003 TRUE
24 0.485775862068966 TRUE
25 0.474758620689655 TRUE
26 0.475198938992042 TRUE
27 0.503703703703704 TRUE
28 0.463669950738916 TRUE
29 0.513793103448276 TRUE
1 0.424137931034483 TRUE
2 0.593103448275862 TRUE
3 0.518390804597701 TRUE
4 0.474137931034483 TRUE
5 0.43448275862069 TRUE
6 0.513793103448276 TRUE
7 0.51871921182266 TRUE
8 0.514224137931034 TRUE
9 0.464367816091954 TRUE
10 0.498965517241379 TRUE
11 0.499686520376176 TRUE
12 0.499425287356322 TRUE
13 0.476392572944297 TRUE
14 0.509113300492611 TRUE
15 0.489425287356322 TRUE
16 0.457543103448276 TRUE
17 0.45395537525355 TRUE
18 0.473371647509579 TRUE
19 0.526134301270417 TRUE
20 0.478965517241379 TRUE
21 0.498193760262726 TRUE
22 0.494043887147335 TRUE
23 0.501049475262369 TRUE
24 0.484195402298851 TRUE
25 0.478620689655172 TRUE
26 0.492705570291777 TRUE
27 0.493231162196679 TRUE
28 0.486083743842365 TRUE
29 0.466825208085612 TRUE
1 0.458620689655172 TRUE
2 0.468965517241379 TRUE
3 0.502298850574713 TRUE
4 0.473275862068965 TRUE
5 0.498620689655172 TRUE
6 0.453448275862069 TRUE
7 0.506403940886699 TRUE
8 0.500431034482759 TRUE
9 0.477777777777778 TRUE
10 0.482068965517241 TRUE
11 0.472413793103448 TRUE
12 0.513505747126437 TRUE
13 0.457294429708223 TRUE
14 0.46576354679803 TRUE
15 0.490344827586207 TRUE
16 0.483620689655172 TRUE
17 0.494929006085193 TRUE
18 0.475095785440613 TRUE
19 0.482940108892922 TRUE
20 0.51551724137931 TRUE
21 0.481937602627258 TRUE
22 0.469435736677116 TRUE
23 0.484857571214393 TRUE
24 0.49698275862069 TRUE
25 0.486896551724138 TRUE
26 0.494694960212202 TRUE
27 0.468965517241379 TRUE
28 0.489778325123153 TRUE
29 0.491319857312723 TRUE
1 0.475862068965517 TRUE
2 0.48448275862069 TRUE
3 0.442528735632184 TRUE
4 0.488793103448276 TRUE
5 0.49448275862069 TRUE
6 0.481034482758621 TRUE
7 0.41871921182266 TRUE
8 0.454310344827586 TRUE
9 0.454022988505747 TRUE
10 0.48551724137931 TRUE
11 0.480564263322884 TRUE
12 0.469252873563218 TRUE
13 0.479045092838196 TRUE
14 0.469458128078818 TRUE
15 0.474252873563218 TRUE
16 0.494181034482759 TRUE
17 0.487221095334686 TRUE
18 0.474904214559387 TRUE
19 0.498729582577133 TRUE
20 0.481034482758621 TRUE
21 0.509195402298851 TRUE
22 0.469435736677116 TRUE
23 0.490554722638681 TRUE
24 0.509195402298851 TRUE
25 0.476551724137931 TRUE
26 0.480636604774536 TRUE
27 0.485951468710089 TRUE
28 0.480172413793103 TRUE
29 0.474791914387634 TRUE
1 0.382758620689655 TRUE
2 0.582758620689655 TRUE
3 0.506896551724138 TRUE
4 0.530172413793103 TRUE
5 0.510344827586207 TRUE
6 0.451149425287356 TRUE
7 0.435960591133005 TRUE
8 0.451724137931034 TRUE
9 0.481226053639847 TRUE
10 0.493793103448276 TRUE
11 0.480564263322884 TRUE
12 0.498275862068966 TRUE
13 0.472944297082228 TRUE
14 0.493596059113301 TRUE
15 0.463218390804598 TRUE
16 0.455172413793103 TRUE
17 0.483975659229209 TRUE
18 0.491187739463602 TRUE
19 0.476043557168784 TRUE
20 0.494137931034483 TRUE
21 0.487192118226601 TRUE
22 0.485736677115987 TRUE
23 0.496851574212894 TRUE
24 0.482902298850575 TRUE
25 0.47848275862069 TRUE
26 0.487267904509284 TRUE
27 0.492592592592593 TRUE
28 0.467857142857143 TRUE
29 0.498573127229489 TRUE
1 0.531034482758621 TRUE
2 0.560344827586207 TRUE
3 0.44367816091954 TRUE
4 0.442241379310345 TRUE
5 0.493793103448276 TRUE
6 0.441954022988506 TRUE
7 0.504433497536946 TRUE
8 0.480603448275862 TRUE
9 0.450574712643678 TRUE
10 0.503448275862069 TRUE
11 0.471473354231975 TRUE
12 0.470114942528736 TRUE
13 0.46816976127321 TRUE
14 0.478571428571429 TRUE
15 0.476781609195402 TRUE
16 0.482758620689655 TRUE
17 0.493914807302231 TRUE
18 0.480268199233716 TRUE
19 0.48475499092559 TRUE
20 0.478103448275862 TRUE
21 0.463218390804598 TRUE
22 0.489968652037618 TRUE
23 0.515892053973014 TRUE
24 0.47801724137931 TRUE
25 0.474344827586207 TRUE
26 0.454907161803714 TRUE
27 0.474457215836526 TRUE
28 0.485098522167488 TRUE
29 0.489417360285375 TRUE
1 0.531034482758621 TRUE
2 0.581034482758621 TRUE
3 0.467816091954023 TRUE
4 0.443103448275862 TRUE
5 0.530344827586207 TRUE
6 0.452873563218391 TRUE
7 0.480788177339901 TRUE
8 0.508620689655172 TRUE
9 0.462835249042146 TRUE
10 0.477931034482759 TRUE
11 0.48025078369906 TRUE
12 0.507471264367816 TRUE
13 0.490185676392573 TRUE
14 0.464778325123153 TRUE
15 0.500919540229885 TRUE
16 0.491379310344828 TRUE
17 0.468356997971602 TRUE
18 0.482950191570881 TRUE
19 0.466061705989111 TRUE
20 0.490862068965517 TRUE
21 0.479310344827586 TRUE
22 0.502507836990596 TRUE
23 0.482608695652174 TRUE
24 0.490373563218391 TRUE
25 0.482344827586207 TRUE
26 0.476127320954907 TRUE
27 0.484802043422733 TRUE
28 0.49371921182266 TRUE
29 0.485493460166468 TRUE
1 0.475862068965517 TRUE
2 0.475862068965517 TRUE
3 0.494252873563218 TRUE
4 0.46551724137931 TRUE
5 0.488965517241379 TRUE
6 0.478735632183908 TRUE
7 0.485221674876847 TRUE
8 0.493965517241379 TRUE
9 0.47816091954023 TRUE
10 0.465862068965517 TRUE
