"distance" "meanFreq" "lowerIC" "upperIC"
"1" 0 0.0891157556270096 0.067524115755627 0.110932475884244
"2" 1 0.0976736334405145 0.0755627009646302 0.120578778135048
"3" 2 0.110363344051447 0.0868167202572347 0.133440514469453
"4" 3 0.110363344051447 0.0868167202572347 0.133440514469453
"5" 4 0.118715434083601 0.0948553054662379 0.143086816720257
"6" 5 0.143819935691318 0.117363344051447 0.170418006430868
"7" 6 0.180567524115756 0.152692926045016 0.209003215434084
"8" 7 0.190819935691318 0.160771704180064 0.218649517684887
"9" 8 0.229416398713826 0.197709003215434 0.258842443729904
"10" 9 0.282170418006431 0.2491961414791 0.318327974276527
"11" 10 0.316147909967846 0.281350482315113 0.35048231511254
"12" 11 0.339496784565916 0.303858520900322 0.37459807073955
"13" 12 0.401025723472669 0.364951768488746 0.435731511254019
"14" 13 0.413249196141479 0.377813504823151 0.448593247588424
"15" 14 0.454848874598071 0.418006430868167 0.491961414790997
"16" 15 0.472996784565916 0.437299035369775 0.509646302250804
"17" 16 0.493766881028939 0.459807073954984 0.528938906752412
"18" 17 0.545070739549839 0.509646302250804 0.581993569131833
"19" 18 0.578987138263666 0.546583601286174 0.615755627009646
"20" 19 0.599721864951768 0.567524115755627 0.635048231511254
"21" 20 0.695532154340836 0.663946945337621 0.726728295819936
"22" 21 0.724197749196141 0.692926045016077 0.752451768488746
"23" 22 0.739429260450161 0.710610932475884 0.766881028938907
"24" 23 0.753717041800643 0.72508038585209 0.781350482315113
"25" 24 0.774631832797428 0.747588424437299 0.799075562700965
"26" 25 0.789683279742765 0.762057877813505 0.81354501607717
"27" 26 0.793112540192926 0.766881028938907 0.818327974276527
"28" 27 0.793112540192926 0.766881028938907 0.818327974276527
"29" 28 0.809327974276527 0.786173633440514 0.832797427652733
"30" 29 0.812811897106109 0.789348874598071 0.837620578778135
"31" 30 0.815967845659164 0.790996784565916 0.839268488745981
"32" 31 0.854958199356913 0.832797427652733 0.87459807073955
"33" 32 0.854958199356913 0.832797427652733 0.87459807073955
"34" 33 0.872299035369775 0.85048231511254 0.892282958199357
"35" 34 0.878591639871383 0.856913183279743 0.897146302250804
"36" 35 0.885397106109325 0.864951768488746 0.905144694533762
"37" 36 0.885397106109325 0.864951768488746 0.905144694533762
"38" 37 0.885397106109325 0.864951768488746 0.905144694533762
"39" 38 0.921940514469453 0.901929260450161 0.938946945337621
"40" 39 0.923548231511254 0.905104501607717 0.940554662379421
"41" 40 0.926157556270096 0.906752411575563 0.943729903536977
"42" 41 0.926157556270096 0.906752411575563 0.943729903536977
"43" 42 0.926157556270096 0.906752411575563 0.943729903536977
"44" 43 0.932995176848875 0.914750803858521 0.95016077170418
"45" 44 0.93501768488746 0.916398713826367 0.95016077170418
"46" 45 0.939215434083601 0.921221864951768 0.954983922829582
"47" 46 0.948771704180064 0.934043408360129 0.963022508038585
"48" 47 0.950651125401929 0.935691318327974 0.964630225080386
"49" 48 0.96414308681672 0.95016077170418 0.977491961414791
"50" 49 0.980123794212219 0.969453376205788 0.990353697749196
"51" 50 0.980123794212219 0.969453376205788 0.990353697749196
"52" 51 0.986956591639871 0.977491961414791 0.995176848874598
"53" 52 0.987329581993569 0.977491961414791 0.995176848874598
"54" 53 0.989270096463023 0.980707395498392 0.995176848874598
"55" 54 0.992593247588424 0.985530546623794 0.998392282958199
"56" 55 0.993974276527331 0.987138263665595 0.998392282958199
"57" 56 1 1 1
"58" 57 1 1 1
"59" 58 1 1 1
"60" 59 1 1 1
"61" 60 1 1 1
