idind	dby8	dby8b	rha101	rha101b	rha109	rha109b	rha4	rha4b	rha7	rha7b	rhc108	rhc108b	rhc3	rhc3b	rhd102	rhd102b	rhd103	rhd103b	idcol	year_sample	col2013_1	repet2013_1	col2013_2	repet2013_2	col2014_1	repet2014_1	col2014_2	repet2014_2	col2015_1	repet2015_1	col2015_2	repet2015_2	col2016_1	repet2016_1	col2016_2	repet2016_2
3048	131	154	136	138	186	190	265	265	231	233	216	218	169	169	251	251	220	224	M815	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M815	1	NA	NA	M815	1
952	154	154	136	136	188	190	268	286	229	241	211	216	177	177	255	255	220	224	PP3	2016	PP3	1	M1106	2	M1106	1	NA	NA	NA	NA	M1106	1	M1106	1	M1106	2
1993	131	154	136	136	175	188	265	265	235	235	216	228	0	0	0	0	216	220	PP3	2014	NA	NA	NA	NA	NA	NA	PP3	1	NA	NA	NA	NA	NA	NA	NA	NA
1159	131	154	136	138	186	186	268	284	237	241	211	218	169	173	238	251	216	216	M1113	2013	NA	NA	M1113	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3129	131	154	136	136	175	186	0	0	235	237	216	220	173	177	243	243	216	220	M809	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M809	1	NA	NA	NA	NA
2055	154	154	136	138	183	188	286	288	237	239	216	216	169	173	238	243	220	224	M1106	2014	NA	NA	NA	NA	NA	NA	M1106	1	M1106	2	M1106	2	M1106	3	M1106	2
3826	154	154	136	136	183	188	268	268	0	0	220	220	169	169	234	247	220	232	M1113	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1113	1	NA	NA
1962	154	154	136	136	175	186	284	288	228	229	216	216	0	0	243	255	220	224	M831	2014	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA
1722	131	154	125	125	184	186	288	288	228	237	211	211	169	169	234	234	232	232	M1979	2014	NA	NA	NA	NA	M1979	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
46	154	154	134	136	186	188	265	288	231	235	211	216	169	173	251	255	212	228	M1979	2013	M1979	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
935	154	154	136	142	188	190	284	290	235	235	207	216	173	177	251	259	216	228	O2302	2013	NA	NA	M1106	3	M1106	1	NA	NA	NA	NA	M1106	5	NA	NA	NA	NA
962	131	154	136	136	177	186	288	290	239	241	216	216	169	169	243	251	216	224	PP1	2013	NA	NA	PP1	1	NA	NA	NA	NA	NA	NA	PP1	1	NA	NA	NA	NA
6	154	154	134	136	186	188	286	288	229	229	211	216	169	169	255	255	212	220	M1979	2014	M1979	1	NA	NA	M1979	2	NA	NA	M1979	4	M1979	5	NA	NA	NA	NA
109	154	154	125	136	175	186	268	284	229	241	216	216	169	169	243	259	216	228	M831	2013	M831	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1567	154	154	136	138	186	186	284	288	231	233	216	218	169	169	247	251	220	224	M831	2016	M831	2	NA	NA	NA	NA	M831	1	NA	NA	M831	1	M831	3	M831	1
2295	154	154	136	136	184	186	268	288	228	229	216	216	169	181	234	259	212	216	M1979	2014	NA	NA	NA	NA	NA	NA	M1979	1	M1979	2	M1979	3	M1979	2	NA	NA
1989	131	154	134	136	186	186	284	290	235	243	211	216	169	173	251	251	220	220	M1106	2016	NA	NA	NA	NA	NA	NA	PP3	1	NA	NA	NA	NA	M1106	1	NA	NA
797	154	154	136	138	177	190	265	288	228	235	216	218	169	173	251	251	228	228	M815	2015	M815	7	M815	3	NA	NA	NA	NA	NA	NA	M815	2	M815	5	M815	3
5	154	154	134	136	175	175	268	284	228	235	211	216	169	177	234	251	220	228	M1112	2015	M1112	2	NA	NA	NA	NA	NA	NA	M1112	1	NA	NA	M1112	1	NA	NA
2430	154	154	136	136	186	188	268	288	228	235	218	220	169	173	238	259	216	220	M811	2016	NA	NA	NA	NA	NA	NA	NA	NA	M811	1	NA	NA	M811	1	NA	NA
1253	154	154	134	146	175	186	268	286	229	235	211	216	173	177	243	251	220	220	PP3	2016	NA	NA	PP3	1	NA	NA	NA	NA	NA	NA	NA	NA	PP3	1	NA	NA
2869	131	154	136	136	184	186	0	0	229	233	216	216	169	169	0	0	220	220	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA
947	154	154	136	136	175	186	284	286	235	235	220	220	165	173	243	251	224	224	PP3	2014	NA	NA	M1106	2	PP3	1	NA	NA	NA	NA	M1106	2	NA	NA	M1106	1
921	154	154	136	138	188	190	265	265	233	237	210	216	169	173	238	251	212	220	M813	2014	M813	1	M813	1	M813	1	M813	4	NA	NA	NA	NA	NA	NA	NA	NA
1314	154	154	136	136	186	186	0	0	231	235	220	220	173	173	251	259	0	0	P412	2013	NA	NA	P412	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2591	154	154	136	136	186	186	268	290	237	239	211	218	169	177	251	255	224	224	M1106	2015	NA	NA	NA	NA	NA	NA	NA	NA	M1106	5	M1106	1	NA	NA	NA	NA
3947	154	154	136	138	177	184	268	286	229	237	216	220	169	177	259	263	220	220	PP3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PP3	1	NA	NA
3699	131	154	132	136	186	186	284	288	239	241	210	210	169	177	251	251	220	224	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1
260	154	154	134	136	175	175	288	288	228	228	207	207	169	169	0	0	216	216	M831	2013	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
317	154	154	136	136	177	188	288	290	231	233	216	220	169	177	251	255	220	224	M831	2013	M831	2	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA
2770	154	154	136	136	184	188	0	0	229	229	0	0	169	173	251	259	220	220	PP3	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PP3	1	NA	NA	NA	NA
1218	131	133	136	138	175	186	284	288	229	229	209	216	173	173	247	263	216	220	PP3	2013	NA	NA	PP3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
919	154	154	136	136	175	175	286	290	235	241	216	218	169	173	251	251	212	216	M813	2013	M813	1	NA	NA	M813	4	M813	8	M813	2	NA	NA	M813	1	NA	NA
42	131	154	136	146	175	188	268	284	229	229	216	216	181	181	251	255	212	220	M1979	2013	M1979	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2337	154	154	136	138	175	188	284	288	229	241	216	220	173	177	251	251	216	224	M244	2015	NA	NA	NA	NA	M244	3	NA	NA	M244	1	NA	NA	NA	NA	NA	NA
2902	154	154	134	134	175	186	0	0	241	241	0	0	173	173	255	255	220	220	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA
3691	154	154	136	146	188	188	268	284	231	241	211	216	165	165	251	251	212	224	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1
106	131	154	136	146	177	186	268	268	231	237	216	216	169	173	255	255	220	224	M831	2013	M831	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1173	154	154	136	136	173	177	268	288	229	237	216	220	169	177	255	259	224	224	M813	2015	NA	NA	M813	1	NA	NA	M813	3	NA	NA	M813	1	NA	NA	NA	NA
129	154	154	136	142	177	188	284	290	231	237	216	216	169	169	247	255	220	224	M831	2016	M831	4	NA	NA	M831	3	M831	2	NA	NA	M831	5	M831	2	NA	NA
3365	154	154	136	136	184	186	268	288	231	235	214	214	169	169	251	255	216	216	M1102	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1102	1
506	154	154	136	136	175	188	268	284	231	237	211	220	169	173	247	255	216	232	M244	2014	M244	4	NA	NA	NA	NA	M244	2	M244	1	M244	2	NA	NA	NA	NA
2499	154	154	136	136	186	186	286	288	237	237	216	220	173	177	255	263	220	220	M1113	2015	NA	NA	NA	NA	NA	NA	NA	NA	M1113	1	M1113	3	M1113	1	M1113	2
398	154	154	136	136	186	188	288	288	235	237	218	218	169	173	238	243	216	216	M1102	2013	M1102	1	M1102	2	NA	NA	NA	NA	NA	NA	NA	NA	M1102	1	NA	NA
1227	154	154	136	136	188	188	0	0	235	237	216	220	165	165	0	0	220	220	PP3	2013	NA	NA	PP3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1059	152	152	136	136	0	0	284	284	233	233	211	211	169	169	251	251	224	224	M1106	2013	NA	NA	M1106	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1026	154	154	136	138	188	188	286	288	229	241	216	216	169	173	247	255	212	220	PP1	2013	PP1	1	NA	NA	PP1	1	PP1	2	NA	NA	NA	NA	NA	NA	NA	NA
2380	154	154	136	136	175	190	265	286	231	237	216	216	169	169	243	251	216	220	M815	2014	NA	NA	NA	NA	M815	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
897	154	154	136	136	186	188	288	290	228	237	211	220	169	169	251	255	220	224	M1113	2013	M1113	5	M1113	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
216	154	154	136	136	186	188	268	288	235	241	211	220	169	173	243	251	216	224	M831	2013	M831	1	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2450	154	154	136	136	188	190	288	288	237	239	211	216	169	173	238	255	220	224	PP3	2015	NA	NA	NA	NA	NA	NA	NA	NA	PP3	1	NA	NA	NA	NA	NA	NA
780	154	154	125	136	186	190	290	290	229	237	216	216	169	173	255	255	216	224	M815	2015	M815	6	M815	2	M815	2	M815	2	M815	2	M815	1	M815	2	M815	2
949	154	154	136	138	177	188	288	290	229	239	211	216	169	177	247	251	220	220	PP3	2013	PP3	2	M1106	6	PP3	2	PP3	1	PP3	2	M1106	4	NA	NA	NA	NA
3588	131	154	125	136	177	186	268	288	235	241	216	226	173	177	247	255	212	220	M244	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M244	2	NA	NA
1152	154	154	136	136	186	186	265	288	229	237	211	216	169	173	255	259	220	224	M831	2013	NA	NA	M831	1	NA	NA	NA	NA	M831	1	M831	1	NA	NA	NA	NA
3397	154	154	136	136	186	186	265	284	0	0	211	211	173	173	243	243	212	216	M1079	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1079	1
1128	154	154	125	136	184	188	265	288	228	231	218	218	169	169	238	255	212	224	M1975	2013	M1975	1	NA	NA	M1975	2	M1975	2	NA	NA	NA	NA	NA	NA	NA	NA
729	131	154	138	138	175	184	268	288	235	237	211	216	173	190	238	255	224	228	M244	2013	NA	NA	M244	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3426	154	154	136	138	175	186	288	290	228	235	211	220	169	173	247	251	212	216	M811	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M811	1	NA	NA
1831	131	154	136	136	175	188	265	265	235	239	211	216	181	181	234	259	216	220	M1975	2016	NA	NA	NA	NA	M1975	1	NA	NA	NA	NA	M1975	1	M1975	1	M1975	1
931	131	154	136	136	175	188	268	290	235	237	216	220	169	173	243	251	220	224	M813	2013	M813	1	NA	NA	NA	NA	M813	1	NA	NA	M813	2	NA	NA	NA	NA
4037	154	154	136	138	177	183	265	288	237	241	214	220	165	169	243	243	216	220	M809	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M809	1
3742	154	154	136	136	183	188	284	288	231	233	0	0	169	173	251	255	224	224	M1112	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1112	1
2324	131	154	129	136	186	188	290	290	235	237	211	211	169	173	247	255	216	216	M244	2014	NA	NA	NA	NA	M244	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2741	154	154	134	136	175	186	268	288	235	241	211	211	169	169	247	255	220	224	M244	2016	NA	NA	NA	NA	NA	NA	NA	NA	M244	1	NA	NA	M244	2	NA	NA
3200	154	154	136	136	175	186	265	268	233	235	210	216	169	169	243	251	216	232	M1079	2015	NA	NA	NA	NA	NA	NA	NA	NA	M1079	1	NA	NA	M1079	1	M1079	1
3596	154	154	136	136	188	188	268	268	229	229	0	0	169	169	0	0	216	216	M244	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M244	1	NA	NA
2101	154	154	136	136	184	186	288	288	235	235	216	216	0	0	251	259	212	224	M1975	2014	NA	NA	NA	NA	NA	NA	M1975	1	NA	NA	NA	NA	NA	NA	NA	NA
329	154	154	136	136	175	175	268	290	228	229	216	216	173	173	247	255	216	220	M811	2016	NA	NA	M811	3	NA	NA	M811	7	NA	NA	M811	5	NA	NA	M811	2
8	154	154	134	136	184	188	268	290	228	233	216	218	169	177	251	259	216	216	M1979	2016	M1979	4	M1979	9	NA	NA	M1979	1	M1979	3	M1979	2	NA	NA	M1979	7
2001	154	154	136	136	173	186	268	288	229	229	216	220	173	177	234	243	224	224	M813	2014	NA	NA	NA	NA	NA	NA	M813	1	NA	NA	NA	NA	NA	NA	NA	NA
1596	154	154	136	136	184	186	284	284	233	235	211	216	169	169	243	251	224	224	M1079	2014	NA	NA	M1079	2	NA	NA	M1079	1	NA	NA	NA	NA	NA	NA	NA	NA
1384	154	154	125	125	177	186	288	288	231	235	220	220	0	0	234	255	208	220	M1975	2013	NA	NA	M1975	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1507	154	154	136	150	186	186	268	284	229	233	210	220	169	177	251	251	224	232	M1079	2013	M1079	2	M1079	3	NA	NA	NA	NA	NA	NA	NA	NA	M1079	1	M1079	3
629	154	154	136	136	175	175	268	288	235	241	211	218	169	177	238	251	220	232	M1551	2014	M1551	3	M1551	2	M1551	1	NA	NA	NA	NA	NA	NA	M1551	1	M1551	1
69	154	154	136	136	175	188	288	288	228	231	211	218	169	169	234	259	216	228	M1112	2014	NA	NA	M1112	1	NA	NA	M1112	2	NA	NA	NA	NA	NA	NA	NA	NA
2974	154	154	125	136	177	184	268	284	228	235	211	220	181	181	234	259	220	228	M1975	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1975	1	M1975	3	NA	NA
385	154	154	125	136	188	188	288	288	237	237	211	218	169	173	238	255	216	224	M811	2013	M811	1	M811	7	M811	2	NA	NA	NA	NA	M811	3	M811	1	M811	2
2416	131	154	136	136	177	188	265	265	235	237	210	216	173	177	234	238	228	232	M811	2015	NA	NA	NA	NA	NA	NA	NA	NA	M811	2	NA	NA	NA	NA	NA	NA
1310	154	154	138	138	188	188	268	288	235	235	220	226	169	169	251	263	216	220	P412	2013	P412	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1693	154	154	132	136	177	186	290	290	233	235	211	218	0	0	238	238	216	224	PP3	2014	NA	NA	NA	NA	PP3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1667	131	154	136	136	175	188	286	288	233	237	216	216	169	169	243	259	224	228	M831	2013	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3924	154	154	136	136	188	190	286	290	229	229	216	216	169	169	243	243	216	224	M1106	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1106	1
2164	154	154	136	136	175	188	268	288	237	239	216	220	169	173	243	263	220	224	M1112	2015	NA	NA	NA	NA	NA	NA	M1112	2	M1112	1	NA	NA	NA	NA	NA	NA
2384	154	154	136	136	188	188	268	268	229	237	216	216	169	173	255	255	220	220	PP1	2014	NA	NA	NA	NA	PP1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006	154	154	125	125	175	175	286	288	229	231	211	216	173	173	255	255	216	224	M244	2014	NA	NA	NA	NA	NA	NA	M244	1	NA	NA	NA	NA	NA	NA	NA	NA
1822	154	154	125	138	177	186	268	288	231	231	210	218	169	173	247	251	216	220	M1102	2014	NA	NA	NA	NA	M1102	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1950	154	154	136	136	186	188	265	268	228	235	216	226	173	173	247	255	216	220	M831	2016	NA	NA	NA	NA	M831	1	M831	6	M831	1	M831	1	NA	NA	M831	3
1713	154	154	136	136	186	188	286	290	228	239	220	220	169	173	234	255	216	216	M1979	2016	NA	NA	NA	NA	M1979	2	NA	NA	M1979	1	NA	NA	M1979	2	M1979	1
2626	131	154	138	138	175	184	0	0	233	235	211	216	169	169	238	243	216	220	PP1	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PP1	1	NA	NA	NA	NA
2498	154	154	136	136	188	188	268	293	228	235	211	216	169	173	247	251	212	220	PP1	2015	NA	NA	NA	NA	NA	NA	NA	NA	PP1	2	PP1	2	NA	NA	NA	NA
677	131	154	136	148	175	175	265	268	229	231	216	220	169	169	251	259	212	216	M831	2013	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
424	154	154	136	136	186	186	286	290	229	229	216	220	169	169	251	255	216	224	M1102	2016	NA	NA	M1102	1	NA	NA	NA	NA	NA	NA	NA	NA	M1102	1	NA	NA
2670	154	154	136	136	186	188	265	268	235	239	216	220	169	169	243	251	220	224	M1079	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1079	1	NA	NA	NA	NA
1360	154	154	136	136	175	184	268	284	231	239	211	216	169	169	251	255	216	224	M809	2014	NA	NA	M809	1	NA	NA	M809	1	NA	NA	NA	NA	M809	1	NA	NA
1716	154	154	136	136	175	186	257	257	237	237	211	211	169	177	255	259	220	228	M813	2014	NA	NA	NA	NA	NA	NA	M813	1	NA	NA	NA	NA	NA	NA	NA	NA
1095	154	154	136	136	186	186	268	290	237	239	216	220	169	177	243	251	216	220	M809	2015	M809	1	M809	2	M809	1	M809	5	NA	NA	M809	2	M809	2	M809	1
825	154	154	136	136	173	175	268	290	235	235	216	218	165	173	247	263	216	220	M1113	2015	NA	NA	M815	1	M815	3	M815	4	M1113	1	M815	9	NA	NA	NA	NA
2441	154	154	136	136	175	186	0	0	235	235	216	216	173	173	251	255	212	224	PP3	2015	NA	NA	NA	NA	NA	NA	NA	NA	PP3	1	NA	NA	NA	NA	NA	NA
3935	154	154	138	138	183	186	284	288	233	235	0	0	169	169	251	251	216	220	M1106	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1106	1
3551	131	154	136	136	177	188	288	290	228	233	216	220	169	177	251	255	220	224	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA
2185	154	154	136	136	175	175	0	0	233	233	0	0	169	169	251	251	220	220	M811	2014	NA	NA	NA	NA	NA	NA	M811	1	NA	NA	NA	NA	NA	NA	NA	NA
3818	131	154	136	136	177	188	265	265	231	231	218	218	169	169	247	247	224	224	M1112	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1112	1	NA	NA
426	154	154	134	136	173	186	265	288	235	237	211	216	173	173	247	247	216	216	M813	2013	NA	NA	M813	1	NA	NA	M813	2	M813	4	M813	2	M813	1	M813	15
262	154	154	136	136	175	175	288	290	241	241	216	216	169	169	0	0	220	228	M831	2013	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
638	154	154	125	136	175	177	265	288	235	235	210	218	169	169	238	255	216	224	M1551	2014	M1551	5	M1551	6	M1551	4	M1551	1	NA	NA	NA	NA	M1551	2	M1551	4
1219	154	154	136	136	175	188	268	288	228	239	216	216	169	169	251	255	220	220	M809	2013	NA	NA	M809	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1597	154	154	125	136	186	188	268	286	229	229	216	216	169	173	251	255	216	220	M1079	2016	NA	NA	M1079	4	M1079	1	M1079	1	NA	NA	NA	NA	M1079	1	NA	NA
472	154	154	134	136	175	186	288	290	239	239	211	216	169	177	247	251	224	224	M831	2013	NA	NA	M831	1	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2736	154	154	136	138	183	186	268	286	239	241	211	220	173	173	247	251	216	220	M244	2015	NA	NA	NA	NA	NA	NA	NA	NA	M244	1	M244	1	NA	NA	NA	NA
2958	154	154	136	136	175	177	0	0	237	237	211	211	173	173	251	251	216	224	M813	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M813	1	NA	NA	NA	NA
1077	131	154	136	136	186	190	284	286	229	241	211	218	169	169	251	251	220	228	M1975	2014	M1975	4	M1975	2	NA	NA	M1975	1	NA	NA	M1975	2	NA	NA	NA	NA
989	154	154	138	138	183	184	265	268	229	235	218	218	165	173	251	255	220	224	PP3	2013	PP3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
199	131	154	136	138	175	175	268	290	231	233	216	220	169	169	247	251	216	220	M831	2015	NA	NA	M831	4	M831	1	NA	NA	NA	NA	M831	1	M831	4	M831	1
2031	154	154	136	138	177	188	288	288	233	235	211	220	169	173	247	255	224	224	M244	2015	NA	NA	NA	NA	NA	NA	M244	1	M244	1	M244	1	NA	NA	NA	NA
1067	154	154	136	136	188	188	284	293	231	241	216	216	169	169	247	251	216	220	M809	2015	M809	4	NA	NA	M809	1	M809	2	NA	NA	M809	3	M809	1	NA	NA
517	154	154	125	136	175	186	268	268	231	241	211	211	169	173	251	255	212	216	M244	2013	M244	1	M244	1	M244	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
643	159	159	136	136	175	175	268	286	235	241	218	218	169	177	238	251	220	232	M1551	2013	M1551	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
398	154	154	136	136	186	188	288	288	235	237	218	218	169	173	238	243	216	216	M1102	2016	M1102	1	M1102	2	NA	NA	NA	NA	NA	NA	NA	NA	M1102	1	NA	NA
3739	154	154	125	136	188	188	268	268	228	235	216	216	169	169	238	247	220	232	M1112	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1112	1	M1112	1
2060	131	154	136	146	175	177	265	288	231	231	220	220	0	0	255	263	216	224	PP3	2014	NA	NA	NA	NA	NA	NA	PP3	1	NA	NA	NA	NA	NA	NA	NA	NA
1784	154	154	136	136	186	188	268	268	235	235	210	226	0	0	247	247	220	224	M811	2014	NA	NA	NA	NA	M811	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
159	154	154	134	136	186	188	268	284	233	239	211	216	169	169	243	255	220	224	M831	2013	M831	3	M831	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1890	154	154	142	146	177	188	265	288	229	237	218	220	169	169	243	259	216	220	M809	2016	NA	NA	NA	NA	M809	2	NA	NA	NA	NA	M809	3	M809	1	M809	1
1488	0	0	136	136	186	188	265	288	231	231	220	220	177	177	243	243	0	0	P412	2013	NA	NA	P412	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
819	154	154	136	138	175	186	265	268	237	237	216	216	169	173	251	251	216	220	M815	2014	NA	NA	M815	1	M815	1	M815	1	M815	1	M815	1	M815	2	M815	2
1247	131	154	136	138	175	186	265	288	239	239	218	220	173	177	243	255	216	228	PP3	2013	NA	NA	PP3	1	PP3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4002	131	154	136	136	175	175	268	288	229	235	216	216	169	169	247	251	220	224	M809	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M809	1
350	154	154	125	136	177	186	265	268	241	241	211	218	169	173	247	255	224	232	M811	2013	NA	NA	M811	3	NA	NA	M811	1	M811	3	NA	NA	M811	1	NA	NA
2954	154	154	125	146	186	188	268	290	229	237	211	220	169	177	251	251	224	224	M813	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M813	1	NA	NA	M813	2
2492	131	154	136	136	186	188	0	0	233	239	216	218	169	169	238	251	212	220	PP1	2015	NA	NA	NA	NA	NA	NA	NA	NA	PP1	1	NA	NA	NA	NA	NA	NA
2008	154	154	136	136	186	188	268	288	235	235	216	220	169	173	255	259	220	224	M244	2014	NA	NA	NA	NA	M244	1	M244	3	M244	1	M244	1	NA	NA	NA	NA
682	154	154	0	0	0	0	268	288	233	233	211	216	169	169	247	247	220	220	M1551	2013	M1551	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
460	154	154	136	136	183	186	288	290	235	235	216	216	169	173	238	251	220	232	PP1	2015	NA	NA	PP1	1	NA	NA	NA	NA	PP1	1	PP1	1	NA	NA	NA	NA
2717	131	154	136	136	188	188	0	0	229	229	216	216	169	169	251	259	220	220	PP3	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PP3	1	NA	NA	NA	NA
3665	0	0	136	136	177	186	265	265	235	235	226	226	0	0	255	255	220	224	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1
1802	154	154	136	136	175	186	268	284	229	233	220	220	169	173	251	255	220	224	M811	2015	NA	NA	NA	NA	M811	1	NA	NA	M811	2	NA	NA	NA	NA	M811	2
3560	154	154	136	136	175	175	284	288	229	241	220	220	169	169	251	255	220	224	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA
1835	131	154	136	136	177	184	268	268	228	237	216	216	169	173	247	247	216	224	M1102	2016	NA	NA	NA	NA	M1102	1	M1102	1	NA	NA	NA	NA	M1102	1	NA	NA
64	156	156	134	134	186	186	268	268	233	235	216	216	169	169	251	251	0	0	M1979	2013	NA	NA	M1979	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2315	154	154	138	138	175	186	268	290	235	241	211	216	169	169	243	243	216	216	M809	2014	NA	NA	NA	NA	NA	NA	M809	1	NA	NA	NA	NA	NA	NA	NA	NA
2924	131	154	138	142	186	188	268	268	229	241	218	218	173	173	247	251	216	224	M813	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M813	1	NA	NA	NA	NA
1661	131	131	136	136	175	188	284	284	231	231	220	220	169	169	255	255	224	224	M831	2013	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2587	154	154	134	146	186	188	288	288	229	229	216	216	169	173	234	251	220	224	M1979	2016	NA	NA	NA	NA	NA	NA	NA	NA	M1979	6	M1979	5	M1979	4	NA	NA
1013	154	154	136	136	175	188	284	284	235	235	211	218	177	181	251	259	216	224	M1106	2014	NA	NA	M1106	3	NA	NA	M1106	7	NA	NA	NA	NA	NA	NA	NA	NA
148	154	154	136	136	175	175	268	284	229	233	216	216	169	169	255	259	216	224	M831	2013	M831	6	M831	3	M831	1	NA	NA	M831	1	M831	4	M831	1	M831	20
379	131	154	136	136	186	188	290	290	0	0	228	228	165	165	255	255	216	220	M811	2013	M811	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1214	154	154	136	136	175	190	268	288	229	239	207	218	169	181	243	251	216	220	M1106	2016	NA	NA	PP3	2	NA	NA	NA	NA	M1106	3	NA	NA	M1106	4	NA	NA
104	154	154	136	136	175	184	288	288	231	233	216	218	169	173	247	251	216	224	M831	2013	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1768	154	154	136	138	188	188	265	268	228	235	211	216	169	169	247	251	224	228	M811	2014	NA	NA	NA	NA	M811	1	M811	2	M811	2	M811	2	M811	3	NA	NA
