"d" "freq" "dist"
0 0.00204918032786885 "H0"
0 0.00409836065573771 "H0"
0 0.00614754098360656 "H0"
0 0.00819672131147541 "H0"
0 0.0102459016393443 "H0"
0 0.0122950819672131 "H0"
0 0.014344262295082 "H0"
0 0.0163934426229508 "H0"
0 0.0184426229508197 "H0"
0 0.0204918032786885 "H0"
0 0.0225409836065574 "H0"
0 0.0245901639344262 "H0"
0 0.0266393442622951 "H0"
0 0.0286885245901639 "H0"
0 0.0307377049180328 "H0"
0 0.0327868852459016 "H0"
0 0.0348360655737705 "H0"
0 0.0368852459016393 "H0"
0 0.0389344262295082 "H0"
0 0.040983606557377 "H0"
0 0.0430327868852459 "H0"
0 0.0450819672131148 "H0"
0 0.0471311475409836 "H0"
0 0.0491803278688525 "H0"
0 0.0512295081967213 "H0"
0 0.0532786885245902 "H0"
0 0.055327868852459 "H0"
0 0.0573770491803279 "H0"
0 0.0594262295081967 "H0"
0 0.0614754098360656 "H0"
0 0.0635245901639344 "H0"
0 0.0655737704918033 "H0"
0 0.0676229508196721 "H0"
0 0.069672131147541 "H0"
0 0.0717213114754098 "H0"
0 0.0737704918032787 "H0"
0 0.0758196721311475 "H0"
0 0.0778688524590164 "H0"
0 0.0799180327868853 "H0"
0 0.0819672131147541 "H0"
0 0.0840163934426229 "H0"
0 0.0860655737704918 "H0"
0 0.0881147540983607 "H0"
0 0.0901639344262295 "H0"
0 0.0922131147540984 "H0"
0 0.0942622950819672 "H0"
0 0.0963114754098361 "H0"
0 0.0983606557377049 "H0"
0 0.100409836065574 "H0"
0 0.102459016393443 "H0"
0 0.104508196721311 "H0"
0 0.10655737704918 "H0"
0.688501335647245 0.108606557377049 "H0"
0.688501335647245 0.110655737704918 "H0"
0.688501335647245 0.112704918032787 "H0"
0.688501335647245 0.114754098360656 "H0"
1.46074543047808 0.116803278688525 "H0"
1.46074543047808 0.118852459016393 "H0"
1.46074543047808 0.120901639344262 "H0"
1.46074543047808 0.122950819672131 "H0"
1.49482186150384 0.125 "H0"
1.49482186150384 0.127049180327869 "H0"
1.49482186150384 0.129098360655738 "H0"
3.42377667875592 0.131147540983607 "H0"
3.42377667875592 0.133196721311475 "H0"
3.52767083150872 0.135245901639344 "H0"
3.52767083150872 0.137295081967213 "H0"
3.8245899547104 0.139344262295082 "H0"
4.10018723290228 0.141393442622951 "H0"
4.10018723290228 0.14344262295082 "H0"
4.10018723290228 0.145491803278689 "H0"
4.10018723290228 0.147540983606557 "H0"
4.10018723290228 0.149590163934426 "H0"
4.10018723290228 0.151639344262295 "H0"
4.10018723290228 0.153688524590164 "H0"
4.10018723290228 0.155737704918033 "H0"
4.10018723290228 0.157786885245902 "H0"
4.10018723290228 0.159836065573771 "H0"
5.04395856330814 0.161885245901639 "H0"
5.04395856330814 0.163934426229508 "H0"
5.04395856330814 0.165983606557377 "H0"
