idind	idcol	CXSGT	M1079	M1102	M1106	M1112	M1113	M1551	M1975	M1979	M244	M809	M811	M813	M815	M831	PP1	PP3	run	col_origin	proba_col_origin	col_inferred	natal_disperser	proba_bin	proba_rank
782	M815	0.028	0.039	0.043	0.073	0.082	0.061	0.06	0.099	0.062	0.037	0.058	0.054	0.05	0.057	0.06	0.072	0.066	2	M244	0.037	M1975	TRUE	p < 0.1	16
900	M813	0.038	0.08	0.068	0.069	0.05	0.048	0.064	0.039	0.032	0.079	0.06	0.055	0.064	0.066	0.051	0.051	0.088	2	CXSGT	0.038	PP3	TRUE	p < 0.1	16
922	M813	0.06	0.035	0.053	0.057	0.056	0.073	0.059	0.038	0.036	0.047	0.089	0.064	0.062	0.117	0.054	0.053	0.049	2	M1979	0.036	M815	TRUE	0.1 < p < 0.25	16
608	M1551	0.042	0.063	0.047	0.043	0.042	0.057	0.047	0.1	0.202	0.04	0.054	0.054	0.043	0.045	0.04	0.038	0.042	2	M831	0.04	M1979	TRUE	0.1 < p < 0.25	16
3007	M244	0.048	0.041	0.059	0.066	0.078	0.045	0.076	0.044	0.038	0.078	0.05	0.054	0.054	0.069	0.066	0.071	0.064	2	M1079	0.041	M1112	TRUE	p < 0.1	16
372	M811	0.037	0.036	0.064	0.041	0.066	0.085	0.057	0.043	0.058	0.045	0.077	0.096	0.065	0.069	0.061	0.055	0.046	2	CXSGT	0.037	M811	TRUE	p < 0.1	16
2344	M831	0.033	0.106	0.067	0.055	0.043	0.071	0.046	0.048	0.065	0.054	0.064	0.052	0.052	0.055	0.065	0.072	0.051	2	M1112	0.043	M1079	TRUE	0.1 < p < 0.25	16
91	M831	0.056	0.037	0.047	0.053	0.078	0.048	0.07	0.06	0.035	0.078	0.053	0.097	0.065	0.073	0.058	0.042	0.053	2	M1079	0.037	M811	TRUE	p < 0.1	16
1144	CXSGT	0.036	0.048	0.067	0.102	0.052	0.051	0.052	0.059	0.04	0.047	0.063	0.042	0.072	0.06	0.076	0.062	0.069	2	M1979	0.04	M1106	TRUE	0.1 < p < 0.25	16
2339	M244	0.076	0.064	0.047	0.033	0.038	0.037	0.05	0.052	0.045	0.279	0.039	0.041	0.045	0.042	0.032	0.039	0.04	2	M1106	0.033	M244	TRUE	0.25 < p < 0.5	16
2127	M831	0.046	0.038	0.074	0.047	0.07	0.063	0.062	0.032	0.034	0.063	0.058	0.06	0.06	0.106	0.072	0.063	0.052	2	M1979	0.034	M815	TRUE	0.1 < p < 0.25	16
3735	M1112	0.055	0.05	0.06	0.049	0.067	0.077	0.065	0.039	0.038	0.059	0.072	0.056	0.068	0.057	0.08	0.061	0.046	2	M1975	0.039	M831	TRUE	p < 0.1	16
3285	M831	0.061	0.088	0.075	0.036	0.047	0.044	0.057	0.045	0.096	0.084	0.046	0.05	0.048	0.05	0.079	0.049	0.047	2	M1113	0.044	M1979	TRUE	p < 0.1	16
3216	M831	0.054	0.054	0.043	0.045	0.043	0.041	0.045	0.165	0.098	0.04	0.071	0.04	0.06	0.061	0.05	0.046	0.043	2	M244	0.04	M1975	TRUE	0.1 < p < 0.25	16
2495	PP1	0.029	0.173	0.063	0.037	0.041	0.054	0.034	0.057	0.134	0.031	0.05	0.037	0.052	0.049	0.041	0.055	0.062	2	M244	0.031	M1079	TRUE	0.1 < p < 0.25	16
1504	M1079	0.041	0.069	0.046	0.082	0.052	0.043	0.067	0.041	0.057	0.095	0.061	0.049	0.064	0.053	0.054	0.045	0.08	2	CXSGT	0.041	M244	TRUE	p < 0.1	16
1940	M831	0.059	0.04	0.179	0.052	0.05	0.044	0.086	0.034	0.047	0.038	0.042	0.047	0.041	0.037	0.103	0.057	0.043	2	M815	0.037	M1102	TRUE	0.1 < p < 0.25	16
2487	M1113	0.044	0.034	0.049	0.037	0.074	0.11	0.058	0.053	0.057	0.059	0.081	0.074	0.079	0.056	0.053	0.046	0.036	2	PP3	0.036	M1113	TRUE	0.1 < p < 0.25	16
2634	M1106	0.064	0.1	0.073	0.043	0.048	0.045	0.051	0.071	0.07	0.067	0.047	0.046	0.053	0.056	0.058	0.056	0.053	2	M1113	0.045	M1079	TRUE	0.1 < p < 0.25	16
1563	M831	0.033	0.026	0.047	0.054	0.079	0.078	0.058	0.041	0.033	0.041	0.084	0.135	0.077	0.071	0.064	0.041	0.039	2	M1979	0.033	M811	TRUE	0.1 < p < 0.25	16
2413	M813	0.06	0.034	0.065	0.086	0.055	0.046	0.051	0.035	0.044	0.069	0.046	0.039	0.075	0.061	0.08	0.09	0.065	2	M1975	0.035	PP1	TRUE	p < 0.1	16
3870	M1102	0.024	0.076	0.071	0.113	0.041	0.039	0.051	0.078	0.065	0.04	0.064	0.044	0.064	0.047	0.081	0.038	0.062	2	PP1	0.038	M1106	TRUE	0.1 < p < 0.25	16
220	M831	0.047	0.06	0.05	0.045	0.061	0.044	0.083	0.047	0.055	0.076	0.065	0.067	0.044	0.041	0.122	0.042	0.052	2	PP1	0.042	M831	TRUE	0.1 < p < 0.25	16
3484	M831	0.045	0.061	0.06	0.063	0.054	0.075	0.053	0.037	0.037	0.052	0.066	0.055	0.063	0.094	0.054	0.064	0.067	2	M1975	0.037	M815	TRUE	p < 0.1	16
568	M244	0.031	0.105	0.049	0.061	0.046	0.038	0.05	0.024	0.024	0.077	0.049	0.141	0.045	0.055	0.04	0.084	0.082	2	M1975	0.024	M811	TRUE	0.1 < p < 0.25	16
310	M831	0.054	0.046	0.06	0.051	0.066	0.051	0.075	0.033	0.04	0.065	0.066	0.061	0.059	0.051	0.088	0.082	0.053	2	M1979	0.04	M831	TRUE	p < 0.1	16
2625	M1106	0.084	0.047	0.049	0.06	0.05	0.054	0.05	0.055	0.092	0.046	0.057	0.045	0.057	0.06	0.071	0.073	0.051	2	M244	0.046	M1979	TRUE	p < 0.1	16
487	M244	0.075	0.077	0.04	0.076	0.063	0.046	0.056	0.058	0.084	0.06	0.045	0.045	0.053	0.056	0.043	0.052	0.07	2	M831	0.043	M1979	TRUE	p < 0.1	16
2427	M811	0.04	0.031	0.043	0.061	0.07	0.088	0.066	0.044	0.063	0.04	0.079	0.089	0.059	0.057	0.052	0.064	0.051	2	M244	0.04	M811	TRUE	p < 0.1	16
3380	M1079	0.037	0.444	0.037	0.035	0.039	0.036	0.038	0.029	0.025	0.031	0.034	0.038	0.034	0.034	0.044	0.035	0.03	2	M1975	0.029	M1079	TRUE	0.25 < p < 0.5	16
252	M831	0.046	0.035	0.056	0.057	0.072	0.061	0.089	0.03	0.024	0.07	0.068	0.083	0.055	0.074	0.079	0.052	0.05	2	M1975	0.03	M1551	TRUE	p < 0.1	16
925	M813	0.032	0.041	0.05	0.088	0.048	0.078	0.06	0.051	0.038	0.054	0.055	0.052	0.051	0.057	0.061	0.097	0.087	2	M1979	0.038	PP1	TRUE	p < 0.1	16
3411	M811	0.056	0.061	0.047	0.06	0.067	0.088	0.055	0.04	0.034	0.049	0.069	0.05	0.065	0.049	0.075	0.087	0.049	2	M1975	0.04	M1113	TRUE	p < 0.1	16
1143	CXSGT	0.081	0.117	0.076	0.046	0.04	0.042	0.053	0.054	0.066	0.071	0.053	0.042	0.044	0.052	0.062	0.053	0.047	2	M811	0.042	M1079	TRUE	0.1 < p < 0.25	16
1819	M1102	0.037	0.035	0.062	0.094	0.062	0.059	0.07	0.029	0.03	0.033	0.051	0.096	0.056	0.096	0.086	0.045	0.061	2	M1979	0.03	M811	TRUE	p < 0.1	16
3795	PP1	0.036	0.041	0.127	0.072	0.06	0.055	0.057	0.051	0.047	0.057	0.045	0.045	0.081	0.048	0.047	0.058	0.073	2	M1079	0.041	M1102	TRUE	0.1 < p < 0.25	16
1552	M831	0.043	0.062	0.042	0.078	0.047	0.048	0.058	0.082	0.074	0.057	0.077	0.063	0.052	0.049	0.059	0.043	0.067	2	PP1	0.043	M1975	TRUE	p < 0.1	16
1856	M1102	0.044	0.062	0.081	0.061	0.046	0.06	0.074	0.052	0.036	0.059	0.053	0.052	0.053	0.076	0.07	0.051	0.07	2	CXSGT	0.044	M1102	TRUE	p < 0.1	16
504	M244	0.043	0.051	0.071	0.057	0.05	0.061	0.063	0.043	0.043	0.089	0.066	0.046	0.075	0.059	0.055	0.064	0.063	2	M1975	0.043	M244	TRUE	p < 0.1	16
3349	M1102	0.024	0.052	0.072	0.067	0.05	0.047	0.053	0.059	0.051	0.063	0.054	0.041	0.054	0.051	0.085	0.091	0.085	2	M811	0.041	PP1	TRUE	p < 0.1	16
3542	M831	0.067	0.092	0.06	0.06	0.069	0.062	0.059	0.038	0.034	0.056	0.058	0.054	0.05	0.059	0.067	0.067	0.049	2	M1975	0.038	M1079	TRUE	p < 0.1	16
932	M813	0.037	0.042	0.034	0.075	0.058	0.061	0.056	0.114	0.064	0.063	0.06	0.052	0.046	0.063	0.044	0.072	0.059	2	CXSGT	0.037	M1975	TRUE	0.1 < p < 0.25	16
1780	M811	0.043	0.029	0.052	0.048	0.073	0.067	0.061	0.108	0.073	0.049	0.075	0.054	0.06	0.064	0.063	0.042	0.041	2	PP3	0.041	M1975	TRUE	0.1 < p < 0.25	16
3541	M831	0.034	0.036	0.055	0.092	0.072	0.054	0.075	0.039	0.027	0.071	0.056	0.06	0.058	0.035	0.092	0.078	0.066	2	CXSGT	0.034	M1106	TRUE	p < 0.1	16
1921	M831	0.049	0.059	0.051	0.06	0.058	0.06	0.068	0.063	0.077	0.048	0.066	0.059	0.07	0.063	0.058	0.041	0.051	2	M244	0.048	M1979	TRUE	p < 0.1	16
211	M831	0.086	0.049	0.064	0.048	0.067	0.073	0.057	0.064	0.056	0.049	0.059	0.055	0.062	0.046	0.07	0.054	0.043	2	M815	0.046	CXSGT	TRUE	p < 0.1	16
3808	M815	0.066	0.036	0.051	0.04	0.066	0.05	0.062	0.065	0.052	0.039	0.068	0.046	0.07	0.052	0.065	0.054	0.118	2	M244	0.039	PP3	TRUE	0.1 < p < 0.25	16
3472	M1113	0.036	0.035	0.052	0.064	0.046	0.065	0.062	0.049	0.06	0.04	0.055	0.084	0.056	0.084	0.097	0.05	0.065	2	CXSGT	0.036	M831	TRUE	p < 0.1	16
1880	M809	0.054	0.059	0.058	0.05	0.062	0.058	0.052	0.043	0.052	0.044	0.055	0.049	0.058	0.076	0.052	0.122	0.057	2	M244	0.044	PP1	TRUE	0.1 < p < 0.25	16
3219	M831	0.033	0.034	0.068	0.062	0.059	0.081	0.053	0.063	0.068	0.046	0.069	0.055	0.076	0.056	0.055	0.061	0.06	2	M1079	0.034	M1113	TRUE	p < 0.1	16
3171	M1102	0.063	0.088	0.072	0.049	0.047	0.061	0.052	0.057	0.071	0.049	0.06	0.039	0.07	0.056	0.058	0.06	0.05	2	M1112	0.047	M1079	TRUE	p < 0.1	16
2467	M1975	0.031	0.039	0.045	0.068	0.047	0.045	0.044	0.219	0.093	0.041	0.051	0.039	0.045	0.048	0.05	0.043	0.054	2	M811	0.039	M1975	TRUE	0.1 < p < 0.25	16
1139	CXSGT	0.272	0.178	0.036	0.034	0.033	0.036	0.041	0.041	0.034	0.033	0.037	0.032	0.037	0.044	0.036	0.039	0.036	2	M244	0.033	CXSGT	TRUE	0.25 < p < 0.5	16
3012	M813	0.2	0.082	0.061	0.057	0.045	0.049	0.046	0.049	0.038	0.044	0.054	0.042	0.049	0.054	0.049	0.045	0.035	2	M1979	0.038	CXSGT	TRUE	0.1 < p < 0.25	16
2542	M1551	0.052	0.057	0.063	0.051	0.049	0.065	0.076	0.042	0.042	0.098	0.062	0.061	0.058	0.054	0.077	0.047	0.047	2	M1975	0.042	M244	TRUE	p < 0.1	16
2368	M244	0.053	0.044	0.045	0.086	0.051	0.072	0.062	0.043	0.033	0.05	0.06	0.075	0.058	0.078	0.058	0.058	0.073	2	M1975	0.043	M1106	TRUE	p < 0.1	16
3830	M1113	0.025	0.034	0.043	0.058	0.055	0.069	0.05	0.035	0.03	0.035	0.059	0.046	0.055	0.037	0.044	0.055	0.27	2	M1979	0.03	PP3	TRUE	0.25 < p < 0.5	16
1825	M1975	0.036	0.062	0.063	0.042	0.052	0.074	0.053	0.068	0.099	0.056	0.058	0.066	0.053	0.051	0.065	0.052	0.048	2	M1106	0.042	M1979	TRUE	p < 0.1	16
3864	M1102	0.032	0.033	0.05	0.045	0.058	0.063	0.052	0.09	0.155	0.045	0.059	0.064	0.063	0.048	0.047	0.046	0.049	2	M1079	0.033	M1979	TRUE	0.1 < p < 0.25	16
2274	M1551	0.069	0.102	0.054	0.036	0.043	0.057	0.061	0.076	0.06	0.06	0.057	0.04	0.057	0.049	0.079	0.056	0.042	2	M811	0.04	M1079	TRUE	0.1 < p < 0.25	16
3887	M1102	0.058	0.054	0.076	0.037	0.063	0.09	0.056	0.045	0.099	0.044	0.054	0.063	0.058	0.055	0.05	0.054	0.044	2	PP3	0.044	M1979	TRUE	p < 0.1	16
3915	M809	0.032	0.026	0.043	0.058	0.062	0.07	0.047	0.124	0.115	0.041	0.078	0.055	0.055	0.05	0.054	0.047	0.042	2	CXSGT	0.032	M1975	TRUE	0.1 < p < 0.25	16
157	M831	0.034	0.039	0.056	0.07	0.073	0.058	0.066	0.037	0.056	0.08	0.052	0.06	0.051	0.044	0.091	0.062	0.072	2	M1975	0.037	M831	TRUE	p < 0.1	16
1828	M1102	0.062	0.1	0.077	0.051	0.044	0.055	0.053	0.061	0.079	0.054	0.045	0.058	0.057	0.048	0.05	0.049	0.058	2	M809	0.045	M1079	TRUE	0.1 < p < 0.25	16
639	M1551	0.048	0.051	0.047	0.05	0.068	0.036	0.077	0.036	0.032	0.139	0.054	0.064	0.051	0.052	0.068	0.054	0.073	2	M1975	0.036	M244	TRUE	0.1 < p < 0.25	16
2474	M1112	0.093	0.054	0.05	0.054	0.072	0.059	0.069	0.052	0.034	0.053	0.063	0.075	0.053	0.059	0.069	0.052	0.041	2	PP3	0.041	CXSGT	TRUE	p < 0.1	16
33	M1979	0.034	0.045	0.039	0.062	0.045	0.039	0.059	0.169	0.075	0.061	0.059	0.051	0.049	0.055	0.059	0.041	0.057	2	M1113	0.039	M1975	TRUE	0.1 < p < 0.25	16
3598	M809	0.051	0.049	0.05	0.089	0.062	0.06	0.067	0.039	0.03	0.065	0.06	0.066	0.059	0.062	0.061	0.058	0.074	2	M1975	0.039	M1106	TRUE	p < 0.1	16
438	M811	0.034	0.024	0.089	0.035	0.058	0.059	0.062	0.035	0.032	0.088	0.084	0.057	0.079	0.06	0.131	0.04	0.032	2	PP3	0.032	M831	TRUE	0.1 < p < 0.25	16
38	M1979	0.053	0.047	0.055	0.042	0.064	0.081	0.057	0.056	0.124	0.046	0.065	0.062	0.053	0.05	0.05	0.05	0.045	2	PP3	0.045	M1979	TRUE	0.1 < p < 0.25	16
3348	M1102	0.04	0.062	0.062	0.061	0.055	0.073	0.058	0.061	0.049	0.071	0.061	0.054	0.057	0.046	0.064	0.063	0.064	2	M815	0.046	M1113	TRUE	p < 0.1	16
2592	M1106	0.069	0.093	0.046	0.058	0.048	0.043	0.044	0.068	0.06	0.042	0.053	0.051	0.058	0.096	0.042	0.063	0.066	2	M244	0.042	M815	TRUE	p < 0.1	16
1706	M1113	0.075	0.069	0.064	0.056	0.052	0.08	0.052	0.058	0.046	0.049	0.056	0.052	0.053	0.058	0.055	0.082	0.044	2	M1979	0.046	PP1	TRUE	p < 0.1	16
3657	M809	0.058	0.083	0.055	0.052	0.052	0.052	0.058	0.049	0.035	0.059	0.06	0.049	0.053	0.051	0.049	0.042	0.142	2	PP1	0.042	PP3	TRUE	0.1 < p < 0.25	16
1524	M1079	0.049	0.456	0.05	0.037	0.027	0.03	0.033	0.044	0.029	0.03	0.028	0.028	0.029	0.031	0.032	0.029	0.036	2	M811	0.028	M1079	TRUE	0.25 < p < 0.5	16
1896	M809	0.025	0.028	0.064	0.05	0.074	0.062	0.051	0.053	0.074	0.045	0.077	0.062	0.087	0.096	0.049	0.054	0.049	2	M1079	0.028	M815	TRUE	p < 0.1	16
2750	M811	0.03	0.024	0.043	0.051	0.063	0.112	0.065	0.046	0.05	0.052	0.104	0.096	0.059	0.05	0.054	0.054	0.045	2	CXSGT	0.03	M1113	TRUE	0.1 < p < 0.25	16
2846	M831	0.074	0.08	0.052	0.063	0.063	0.055	0.064	0.055	0.05	0.043	0.059	0.051	0.046	0.055	0.09	0.062	0.038	2	M244	0.043	M831	TRUE	p < 0.1	16
99	M831	0.051	0.037	0.065	0.059	0.06	0.046	0.067	0.044	0.086	0.07	0.056	0.048	0.053	0.04	0.107	0.057	0.051	2	M815	0.04	M831	TRUE	0.1 < p < 0.25	16
3323	M813	0.038	0.055	0.091	0.047	0.05	0.058	0.042	0.071	0.068	0.035	0.038	0.043	0.101	0.053	0.04	0.099	0.07	2	M809	0.038	M813	TRUE	0.1 < p < 0.25	16
3343	M811	0.148	0.14	0.045	0.047	0.043	0.045	0.066	0.034	0.033	0.062	0.052	0.049	0.047	0.05	0.049	0.041	0.051	2	M1975	0.034	CXSGT	TRUE	0.1 < p < 0.25	16
224	M831	0.048	0.03	0.066	0.051	0.054	0.058	0.066	0.036	0.061	0.081	0.077	0.056	0.071	0.06	0.09	0.049	0.046	2	M1975	0.036	M831	TRUE	p < 0.1	16
3001	M813	0.057	0.059	0.084	0.063	0.049	0.072	0.055	0.042	0.043	0.046	0.057	0.063	0.057	0.092	0.069	0.048	0.044	2	M1979	0.043	M815	TRUE	p < 0.1	16
2351	CXSGT	0.157	0.091	0.044	0.05	0.05	0.053	0.054	0.061	0.052	0.052	0.05	0.046	0.046	0.052	0.047	0.049	0.045	2	PP3	0.045	CXSGT	TRUE	0.1 < p < 0.25	16
2530	M1551	0.027	0.044	0.053	0.074	0.053	0.056	0.067	0.03	0.039	0.055	0.061	0.089	0.054	0.094	0.063	0.056	0.087	2	M1975	0.03	M815	TRUE	p < 0.1	16
658	M1551	0.035	0.033	0.04	0.09	0.072	0.084	0.06	0.058	0.049	0.045	0.07	0.061	0.068	0.053	0.055	0.062	0.064	2	CXSGT	0.035	M1106	TRUE	p < 0.1	16
2752	M244	0.062	0.037	0.069	0.054	0.056	0.071	0.074	0.058	0.034	0.117	0.054	0.051	0.059	0.042	0.048	0.06	0.055	2	M1079	0.037	M244	TRUE	0.1 < p < 0.25	16
2328	M244	0.058	0.074	0.063	0.066	0.06	0.04	0.068	0.055	0.042	0.069	0.044	0.064	0.041	0.055	0.067	0.074	0.061	2	M813	0.041	M1079	TRUE	p < 0.1	16
3869	M1102	0.103	0.149	0.048	0.044	0.04	0.04	0.043	0.071	0.109	0.055	0.044	0.035	0.041	0.042	0.047	0.041	0.045	2	M1113	0.04	M1079	TRUE	0.1 < p < 0.25	16
3481	M831	0.05	0.062	0.056	0.064	0.053	0.068	0.059	0.035	0.03	0.078	0.067	0.057	0.06	0.084	0.055	0.069	0.053	2	M1975	0.035	M815	TRUE	p < 0.1	16
3178	M1079	0.054	0.044	0.033	0.029	0.031	0.035	0.032	0.054	0.404	0.032	0.037	0.037	0.035	0.032	0.039	0.038	0.033	2	M1112	0.031	M1979	TRUE	0.25 < p < 0.5	16
2378	M815	0.048	0.052	0.058	0.104	0.07	0.058	0.054	0.037	0.05	0.041	0.054	0.05	0.073	0.06	0.041	0.075	0.074	2	M831	0.041	M1106	TRUE	0.1 < p < 0.25	16
2636	M1106	0.056	0.057	0.05	0.079	0.049	0.078	0.063	0.037	0.027	0.065	0.061	0.06	0.058	0.06	0.057	0.075	0.066	2	M1975	0.037	M1106	TRUE	p < 0.1	16
3752	M1979	0.025	0.036	0.042	0.039	0.057	0.036	0.043	0.058	0.147	0.043	0.052	0.051	0.067	0.039	0.046	0.044	0.173	2	M1113	0.036	PP3	TRUE	0.1 < p < 0.25	16
1790	M811	0.047	0.044	0.08	0.049	0.065	0.077	0.068	0.041	0.042	0.042	0.064	0.064	0.077	0.075	0.059	0.061	0.047	2	M244	0.042	M1102	TRUE	p < 0.1	16
3002	M244	0.032	0.062	0.054	0.054	0.049	0.062	0.051	0.086	0.089	0.046	0.065	0.061	0.057	0.051	0.066	0.055	0.06	2	M244	0.046	M1979	FALSE	p < 0.1	16
3852	M1551	0.06	0.051	0.068	0.045	0.061	0.058	0.092	0.025	0.022	0.051	0.06	0.061	0.059	0.056	0.058	0.047	0.125	2	M1975	0.025	PP3	TRUE	0.1 < p < 0.25	16
3356	M1102	0.049	0.061	0.086	0.041	0.065	0.078	0.06	0.038	0.076	0.061	0.058	0.068	0.056	0.055	0.062	0.046	0.041	2	PP3	0.041	M1102	TRUE	p < 0.1	16
3764	M1106	0.026	0.031	0.044	0.114	0.05	0.061	0.056	0.059	0.035	0.078	0.051	0.051	0.052	0.053	0.061	0.074	0.103	2	M1079	0.031	M1106	TRUE	0.1 < p < 0.25	16
2435	M811	0.047	0.054	0.066	0.05	0.062	0.046	0.047	0.153	0.09	0.043	0.038	0.053	0.058	0.065	0.041	0.04	0.048	2	PP1	0.04	M1975	TRUE	0.1 < p < 0.25	16
3909	M809	0.049	0.063	0.047	0.058	0.047	0.053	0.054	0.053	0.093	0.043	0.061	0.048	0.051	0.043	0.046	0.052	0.139	2	M244	0.043	PP3	TRUE	0.1 < p < 0.25	16
3548	M831	0.037	0.039	0.058	0.062	0.069	0.06	0.06	0.039	0.031	0.042	0.054	0.06	0.06	0.056	0.061	0.066	0.145	2	CXSGT	0.037	PP3	TRUE	0.1 < p < 0.25	16
2406	M813	0.046	0.036	0.052	0.065	0.056	0.084	0.054	0.084	0.074	0.044	0.076	0.048	0.058	0.048	0.076	0.052	0.045	2	M244	0.044	M1113	TRUE	p < 0.1	16
3221	M831	0.039	0.065	0.077	0.065	0.059	0.047	0.068	0.039	0.05	0.086	0.046	0.076	0.052	0.045	0.076	0.052	0.057	2	CXSGT	0.039	M244	TRUE	p < 0.1	16
3822	M1113	0.029	0.024	0.036	0.035	0.054	0.074	0.039	0.148	0.211	0.036	0.047	0.062	0.04	0.042	0.039	0.05	0.034	2	CXSGT	0.029	M1979	TRUE	0.1 < p < 0.25	16
895	M813	0.076	0.05	0.063	0.059	0.061	0.056	0.058	0.054	0.039	0.052	0.048	0.062	0.058	0.092	0.049	0.057	0.065	2	M809	0.048	M815	TRUE	p < 0.1	16
2840	M831	0.054	0.048	0.071	0.055	0.058	0.048	0.069	0.046	0.037	0.086	0.051	0.064	0.06	0.075	0.049	0.048	0.082	2	M1975	0.046	M244	TRUE	p < 0.1	16
1142	CXSGT	0.062	0.082	0.061	0.046	0.052	0.068	0.056	0.049	0.113	0.047	0.055	0.058	0.051	0.052	0.044	0.05	0.052	2	M1106	0.046	M1979	TRUE	0.1 < p < 0.25	16
1509	PP1	0.057	0.034	0.05	0.065	0.083	0.072	0.066	0.035	0.034	0.077	0.082	0.065	0.053	0.063	0.062	0.052	0.049	2	M1079	0.034	M1112	TRUE	p < 0.1	16
2353	CXSGT	0.192	0.072	0.05	0.047	0.052	0.042	0.055	0.054	0.059	0.045	0.044	0.04	0.052	0.05	0.052	0.049	0.042	2	PP3	0.042	CXSGT	TRUE	0.1 < p < 0.25	16
1893	M809	0.02	0.04	0.051	0.057	0.058	0.062	0.048	0.096	0.099	0.049	0.057	0.06	0.053	0.046	0.046	0.082	0.075	2	M1079	0.04	M1979	TRUE	p < 0.1	16
228	M831	0.052	0.046	0.061	0.05	0.066	0.047	0.08	0.03	0.026	0.088	0.052	0.067	0.044	0.039	0.155	0.048	0.048	2	M1975	0.03	M831	TRUE	0.1 < p < 0.25	16
3242	M831	0.053	0.043	0.053	0.061	0.052	0.06	0.062	0.048	0.048	0.06	0.082	0.042	0.072	0.075	0.068	0.066	0.054	2	M1079	0.043	M809	TRUE	p < 0.1	16
722	M1551	0.032	0.043	0.047	0.066	0.073	0.046	0.076	0.055	0.088	0.051	0.076	0.063	0.06	0.036	0.086	0.038	0.064	2	M815	0.036	M1979	TRUE	p < 0.1	16
2502	PP1	0.026	0.087	0.06	0.057	0.046	0.061	0.047	0.059	0.092	0.052	0.054	0.049	0.05	0.044	0.057	0.068	0.092	2	M815	0.044	M1979	TRUE	p < 0.1	16
3715	M809	0.106	0.165	0.055	0.042	0.047	0.056	0.053	0.039	0.052	0.041	0.042	0.052	0.052	0.06	0.042	0.048	0.049	2	M244	0.041	M1079	TRUE	0.1 < p < 0.25	16
2410	M813	0.03	0.022	0.067	0.051	0.06	0.068	0.049	0.043	0.031	0.044	0.056	0.06	0.111	0.079	0.042	0.049	0.139	2	CXSGT	0.03	PP3	TRUE	0.1 < p < 0.25	16
985	PP3	0.054	0.064	0.056	0.07	0.048	0.045	0.066	0.034	0.03	0.076	0.053	0.058	0.052	0.097	0.053	0.058	0.087	2	M1975	0.034	M815	TRUE	p < 0.1	16
3845	M1102	0.032	0.028	0.048	0.043	0.044	0.041	0.042	0.081	0.261	0.045	0.049	0.045	0.064	0.044	0.05	0.04	0.043	2	CXSGT	0.032	M1979	TRUE	0.25 < p < 0.5	16
3779	M1979	0.02	0.024	0.028	0.028	0.045	0.032	0.038	0.254	0.208	0.028	0.034	0.056	0.036	0.029	0.035	0.055	0.049	2	M1079	0.024	M1975	TRUE	0.25 < p < 0.5	16
3848	M1551	0.064	0.059	0.046	0.046	0.057	0.04	0.063	0.048	0.066	0.085	0.053	0.053	0.047	0.034	0.133	0.046	0.06	2	M1113	0.04	M831	TRUE	0.1 < p < 0.25	16
3508	M831	0.037	0.035	0.08	0.049	0.06	0.077	0.066	0.037	0.049	0.083	0.08	0.062	0.068	0.051	0.074	0.05	0.041	2	M1975	0.037	M244	TRUE	p < 0.1	16
457	M831	0.043	0.043	0.057	0.06	0.057	0.054	0.066	0.049	0.029	0.087	0.06	0.053	0.068	0.054	0.123	0.043	0.053	2	PP1	0.043	M831	TRUE	0.1 < p < 0.25	16
3798	PP1	0.02	0.035	0.165	0.032	0.042	0.044	0.06	0.033	0.049	0.088	0.092	0.068	0.046	0.03	0.032	0.045	0.117	2	M815	0.03	M1102	TRUE	0.1 < p < 0.25	16
2412	M813	0.044	0.034	0.062	0.1	0.059	0.046	0.049	0.032	0.04	0.07	0.049	0.038	0.078	0.058	0.079	0.086	0.076	2	M1079	0.034	M1106	TRUE	0.1 < p < 0.25	16
2599	M1106	0.06	0.073	0.04	0.06	0.063	0.057	0.059	0.045	0.084	0.061	0.072	0.047	0.055	0.058	0.045	0.051	0.071	2	M831	0.045	M1979	TRUE	p < 0.1	16
3249	M831	0.031	0.033	0.058	0.071	0.055	0.082	0.066	0.058	0.035	0.058	0.072	0.058	0.052	0.051	0.078	0.081	0.061	2	M1079	0.033	M1113	TRUE	p < 0.1	16
3238	M831	0.056	0.04	0.068	0.054	0.057	0.056	0.065	0.034	0.04	0.075	0.059	0.062	0.078	0.069	0.074	0.062	0.053	2	M1979	0.04	M813	TRUE	p < 0.1	16
1074	M809	0.06	0.162	0.055	0.059	0.051	0.047	0.053	0.042	0.066	0.044	0.05	0.035	0.049	0.056	0.051	0.051	0.069	2	M1975	0.042	M1079	TRUE	0.1 < p < 0.25	16
3867	M1551	0.087	0.094	0.057	0.038	0.053	0.041	0.059	0.032	0.082	0.051	0.052	0.039	0.047	0.043	0.114	0.055	0.055	2	M1106	0.038	M831	TRUE	0.1 < p < 0.25	16
2331	M244	0.041	0.039	0.05	0.072	0.062	0.049	0.066	0.063	0.044	0.09	0.061	0.064	0.054	0.048	0.069	0.051	0.075	2	CXSGT	0.041	M244	TRUE	p < 0.1	16
2431	M811	0.053	0.051	0.042	0.067	0.065	0.055	0.073	0.051	0.041	0.073	0.071	0.08	0.061	0.05	0.06	0.044	0.063	2	M1102	0.042	M811	TRUE	p < 0.1	16
