idind	rha101	rha101b	rha109	rha109b	rha4	rha4b	rha7	rha7b	rhc108	rhc108b	rhc3	rhc3b	rhd102	rhd102b	rhd103	rhd103b	idcol	sexe	ageWhenFirstCaptur	yearWhenFirstCaptur	col2015_1	col2015_2	col2016_1	col2016_2	col2017_1	col2017_2
1090	136	136	177	186	286	290	228	229	215	218	169	181	238	255	212	228	Thu21	M	Juv	2015	NA	Thu21	NA	NA	NA	NA
1091	136	136	177	186	286	290	228	229	218	218	169	169	238	255	220	228	Thu28	M	Adult	2016	NA	NA	Thu28	NA	NA	NA
1092	136	136	177	186	286	290	228	229	218	218	165	181	255	255	212	220	Thu30	M	Juv	2015	NA	Thu30	NA	NA	NA	NA
1093	136	136	177	186	286	290	228	229	0	0	169	169	238	251	212	220	Thu30	M	Juv	2016	NA	NA	NA	Thu30	NA	NA
1095	136	136	177	186	286	290	228	228	215	218	177	177	247	255	212	220	Thu39	M	Juv	2016	NA	NA	NA	Thu39	NA	NA
1096	136	136	177	186	268	286	229	241	215	218	169	169	238	255	220	228	Thu28	M	Juv	2017	NA	NA	NA	NA	NA	Thu28
1097	136	136	177	186	268	286	229	241	218	218	169	181	238	247	212	220	Thu21	M	Juv	2015	NA	Thu21	NA	NA	NA	NA
1098	136	136	177	186	268	286	229	229	215	218	169	177	238	255	212	212	Thu28	M	Adult	2017	NA	NA	NA	NA	Thu28	NA
1100	136	136	177	186	268	286	229	229	218	218	169	177	255	255	212	228	Thu30	M	Juv	2017	NA	NA	NA	NA	NA	Thu30
1102	136	136	177	186	268	286	228	241	215	218	165	169	238	255	212	220	Thu28	M	Adult	2015	Thu28	Thu28	Thu28	Thu28	Thu28	Thu28
1103	136	136	177	186	268	286	228	237	214	220	169	177	247	247	216	220	Thu22	M	Juv	2016	NA	NA	NA	Thu22	NA	NA
1104	136	136	177	186	268	286	228	229	218	218	169	181	238	255	212	220	Thu30	M	Juv	2015	NA	Thu30	NA	NA	NA	NA
1105	136	136	177	186	268	286	228	229	218	218	169	177	238	255	220	228	Thu28	M	Adult	2015	Thu28	Thu28	NA	NA	NA	NA
1106	136	136	177	186	268	286	228	229	218	218	169	177	243	255	212	212	Thu28	M	Juv	2015	NA	Thu28	NA	NA	NA	NA
1107	136	136	177	186	268	286	228	229	218	218	169	169	251	255	228	228	Thu30	M	Juv	2017	NA	NA	NA	NA	NA	Thu30
1108	136	136	177	186	268	286	226	228	218	218	169	169	238	255	220	220	Thu21	M	Adult	2017	NA	NA	NA	NA	Thu21	NA
1109	136	136	177	186	268	286	228	228	215	218	177	181	238	255	212	220	Thu28	M	Juv	2015	NA	Thu28	NA	NA	NA	NA
1110	136	136	177	186	268	286	228	228	215	218	169	177	238	255	212	220	Thu28	M	Juv	2015	NA	Thu28	NA	NA	NA	NA
1112	136	136	177	186	268	286	228	228	215	218	169	169	243	243	220	224	Thu26	M	Adult	2015	Thu26	NA	NA	NA	NA	NA
1113	136	136	177	186	268	286	228	228	218	218	169	181	238	255	212	228	Thu21	M	Juv	2016	NA	NA	NA	Thu21	NA	NA
1114	136	136	177	186	268	286	228	228	0	0	169	169	238	238	212	212	Thu28	M	Juv	2017	NA	NA	NA	NA	NA	Thu28
1115	136	136	177	186	286	288	226	228	215	226	169	169	243	255	212	228	Thu23	M	Adult	2016	NA	NA	Thu23	NA	NA	NA
1116	136	136	177	186	286	288	226	228	215	218	169	173	247	259	212	212	Thu37	M	Juv	2015	NA	Thu37	NA	NA	NA	NA
1117	136	136	177	186	286	288	228	228	228	228	169	169	243	243	228	232	Thu29	M	Juv	2017	NA	NA	NA	NA	NA	Thu29
1118	136	136	177	186	286	288	228	228	214	218	169	169	243	247	228	232	Thu29	M	Juv	2017	NA	NA	NA	NA	NA	Thu29
1119	136	136	177	186	286	286	226	226	0	0	0	0	238	238	212	228	Thu21	M	Adult	2017	NA	NA	NA	NA	Thu21	NA
1120	136	136	177	186	286	286	228	229	215	218	169	169	238	251	212	220	Thu30	M	Adult	2015	Thu30	NA	NA	NA	NA	NA
1121	136	136	177	186	0	0	235	235	218	218	169	169	243	243	212	220	Thu31	M	Adult	2015	Thu31	NA	NA	NA	NA	NA
1122	136	136	177	186	268	288	226	228	215	218	169	177	238	255	212	220	Thu26	M	Adult	2015	Thu26	NA	NA	NA	Thu26	Thu26
1123	136	136	177	186	0	0	228	228	218	218	177	181	238	255	212	212	Thu30	M	Adult	2015	Thu30	NA	NA	NA	NA	NA
1124	136	136	177	186	0	0	228	228	218	218	177	181	238	255	212	220	Thu30	M	Adult	2015	Thu30	Thu30	NA	Thu30	NA	Thu30
1125	136	136	177	186	0	0	228	228	218	218	169	177	238	238	228	228	Thu30	M	Adult	2015	Thu30	NA	NA	NA	NA	NA
1126	136	136	186	186	284	284	228	235	0	0	169	169	251	251	224	228	Thu31	M	Juv	2017	NA	NA	NA	NA	NA	Thu31
1127	136	136	186	186	284	284	226	228	218	218	169	177	238	255	216	220	Thu31	M	Juv	2017	NA	NA	NA	NA	NA	Thu31
1128	136	136	186	186	284	284	226	228	0	0	169	177	255	255	216	220	Thu31	M	Juv	2017	NA	NA	NA	NA	NA	Thu31
1129	136	136	186	186	284	290	229	235	215	215	169	181	238	255	228	236	Thu31	M	Juv	2017	NA	NA	NA	NA	NA	Thu31
1130	136	136	186	186	290	293	228	228	214	220	169	169	251	251	212	220	Thu26	M	Juv	2016	NA	NA	NA	Thu26	NA	NA
1131	136	136	186	186	290	290	229	235	215	218	169	177	238	255	216	220	Thu31	M	Adult	2015	Thu31	NA	NA	NA	NA	Thu31
1132	136	136	186	186	290	290	226	237	215	218	169	177	247	255	224	224	Thu33	M	Adult	2015	Thu33	NA	NA	NA	NA	NA
1133	136	136	186	186	290	290	228	237	214	215	169	177	234	247	212	220	Thu26	M	Adult	2015	Thu26	NA	NA	Thu26	NA	NA
1134	136	136	186	186	290	290	228	237	0	0	169	169	238	238	212	220	Thu32	M	Adult	2016	NA	NA	Thu32	NA	NA	NA
1135	136	136	186	186	290	290	226	228	215	215	177	181	238	255	212	220	Thu30	M	Juv	2016	NA	NA	NA	Thu30	NA	NA
1136	136	136	186	186	290	290	226	228	215	218	177	181	238	255	212	220	Thu30	M	Juv	2016	NA	NA	NA	Thu30	NA	NA
1137	136	136	186	186	290	290	226	228	215	218	169	169	238	255	212	220	Thu21	M	Adult	2015	Thu21	NA	NA	NA	NA	NA
1138	136	136	186	186	290	290	226	228	214	218	177	177	247	247	212	220	Thu20	M	Adult	2015	Thu20	NA	NA	Thu20	NA	NA
1139	136	136	186	186	290	290	226	228	214	218	169	177	247	247	220	220	Thu37	M	Adult	2015	Thu37	NA	NA	NA	NA	NA
1140	136	136	186	186	290	290	226	228	218	218	169	181	238	238	212	212	Thu28	M	Juv	2015	NA	Thu28	NA	NA	NA	NA
1141	136	136	186	186	290	290	226	228	218	218	169	177	247	247	212	220	Thu32	M	Juv	2016	NA	NA	NA	Thu32	NA	NA
1142	136	136	186	186	290	290	226	228	0	0	169	169	247	255	220	220	Thu32	M	Juv	2017	NA	NA	NA	NA	NA	Thu32
1143	136	136	186	186	290	290	228	228	215	215	169	169	255	259	212	224	Thu38	M	Adult	2015	Thu38	NA	NA	NA	NA	NA
1144	136	136	186	186	290	290	228	228	214	215	169	169	243	251	212	228	Thu26	M	Juv	2015	NA	Thu26	NA	Thu26	NA	NA
1145	136	136	186	186	290	290	228	228	215	218	169	177	251	263	212	220	Thu23	M	Juv	2017	NA	NA	NA	NA	NA	Thu23
1146	136	136	186	186	290	290	228	228	215	218	169	169	243	259	212	220	Thu38	M	Adult	2016	NA	NA	Thu38	NA	NA	NA
1147	136	136	186	186	290	290	228	228	214	218	169	169	251	255	220	220	Thu20	M	Adult	2017	NA	NA	NA	NA	Thu20	NA
1148	136	136	186	186	262	268	228	229	218	218	177	181	255	255	216	228	Thu21	M	Juv	2017	NA	NA	NA	NA	NA	Thu21
1149	136	136	186	186	268	284	228	229	215	218	169	181	238	251	220	224	Thu31	M	Juv	2017	NA	NA	NA	NA	NA	Thu31
1150	136	136	186	186	268	284	228	235	215	218	169	169	251	255	224	228	Thu31	M	Juv	2017	NA	NA	NA	NA	NA	Thu31
1152	136	136	186	186	268	293	226	228	0	0	169	169	255	263	212	224	Thu22	M	Juv	2017	NA	NA	NA	NA	NA	Thu22
1153	136	136	186	186	268	290	229	229	212	218	169	181	238	255	212	220	Thu21	M	Juv	2016	NA	NA	NA	Thu21	NA	NA
1155	136	136	186	186	268	290	226	237	215	215	169	169	247	247	224	224	Thu36	M	Juv	2015	NA	Thu36	NA	NA	NA	NA
1156	136	136	186	186	268	290	226	237	218	218	169	177	247	251	220	220	Thu27	M	Adult	2015	Thu27	NA	NA	NA	NA	NA
1157	136	136	186	186	268	290	226	237	215	215	169	169	259	259	212	220	Thu37	M	Adult	2015	Thu37	NA	Thu37	NA	Thu37	Thu37
1158	136	136	186	186	268	290	226	229	215	218	169	169	238	238	212	220	Thu21	M	Juv	2016	NA	NA	NA	Thu21	NA	NA
1160	136	136	186	186	268	290	226	229	218	218	169	181	238	238	220	228	Thu30	M	Juv	2015	NA	Thu30	NA	NA	NA	NA
1162	136	136	186	186	268	290	226	229	0	0	177	177	247	247	220	220	Thu32	M	Adult	2016	NA	NA	Thu32	NA	NA	NA
1163	136	136	186	186	268	290	226	229	0	0	169	169	251	255	220	228	Thu21	M	Juv	2017	NA	NA	NA	NA	NA	Thu21
1164	136	136	186	186	268	290	226	226	215	215	169	169	243	247	220	220	Thu32	M	Juv	2015	NA	Thu32	NA	NA	NA	Thu32
1165	136	136	186	186	268	290	226	226	215	218	169	169	247	247	220	220	Thu32	M	Juv	2015	NA	Thu32	NA	NA	NA	NA
1166	136	136	186	186	268	290	226	226	215	218	169	169	255	255	212	212	Thu21	M	Juv	2016	NA	NA	NA	Thu21	NA	NA
1167	136	136	186	186	268	290	228	237	0	0	169	169	243	247	212	220	Thu33	M	Adult	2017	NA	NA	NA	NA	Thu33	NA
1168	136	136	186	186	268	290	228	229	215	222	169	181	238	238	220	220	Thu30	M	Juv	2015	NA	Thu30	Thu30	NA	Thu30	NA
1169	136	136	186	186	268	290	228	229	214	226	169	169	243	251	212	228	Thu26	M	Juv	2016	NA	NA	NA	Thu26	NA	NA
1170	136	136	186	186	268	290	228	229	218	228	169	169	255	255	212	228	Thu21	M	Juv	2016	NA	NA	NA	Thu21	NA	NA
1173	136	136	186	186	268	290	228	229	218	218	169	177	238	255	212	220	Thu28	M	Adult	2016	NA	NA	Thu28	Thu28	NA	NA
1176	136	136	186	186	268	290	228	235	214	215	169	177	243	255	212	224	Thu22	M	Adult	2015	Thu22	NA	NA	NA	NA	NA
1177	136	136	186	186	268	290	228	235	215	218	169	173	247	259	220	220	Thu32	M	Juv	2015	NA	Thu32	NA	NA	NA	NA
1179	136	136	186	186	268	290	228	235	0	0	177	177	247	247	212	212	Thu33	M	Juv	2017	NA	NA	NA	NA	NA	Thu33
1180	136	136	186	186	268	290	228	235	215	218	169	177	247	259	212	220	Thu27	M	Juv	2016	NA	NA	NA	Thu27	NA	Thu33
1181	136	136	186	186	268	290	228	235	215	220	169	169	243	263	220	220	Thu31	M	Juv	2016	NA	NA	NA	Thu31	Thu31	NA
1182	136	136	186	186	268	290	226	228	215	226	173	177	247	255	220	224	Thu25	M	Adult	2016	NA	NA	Thu25	NA	NA	NA
1183	136	136	186	186	268	290	226	228	215	215	169	169	247	259	224	232	Thu33	M	Juv	2017	NA	NA	NA	NA	NA	Thu33
1184	136	136	186	186	268	290	226	228	215	218	169	177	259	259	212	220	Thu33	M	Juv	2016	NA	NA	NA	Thu33	NA	NA
1185	136	136	186	186	268	290	226	228	215	218	169	177	247	247	220	224	Thu37	M	Adult	2017	NA	NA	NA	NA	Thu37	NA
1186	136	136	186	186	268	290	226	228	214	218	169	169	255	263	212	220	Thu22	M	Juv	2017	NA	NA	NA	NA	NA	Thu22
1187	136	136	186	186	268	290	226	228	0	0	165	169	238	255	220	228	Thu21	M	Juv	2017	NA	NA	NA	NA	NA	Thu21
1188	136	136	186	186	268	290	228	228	228	228	169	177	243	251	212	220	Thu26	M	Juv	2017	NA	NA	NA	NA	NA	Thu26
1189	136	136	186	186	268	290	228	228	212	215	169	181	238	238	212	212	Thu21	M	Juv	2016	NA	NA	NA	Thu21	NA	NA
1190	136	136	186	186	268	290	228	228	215	215	169	173	247	255	220	224	Thu25	M	Juv	2016	NA	NA	NA	Thu25	NA	NA
1193	136	136	186	186	268	290	228	228	215	215	169	169	247	247	224	228	Thu26	M	Juv	2017	NA	NA	NA	NA	NA	Thu26
1195	136	136	186	186	268	290	228	228	214	214	177	177	247	263	220	228	Thu26	M	Juv	2015	NA	Thu26	NA	NA	NA	Thu26
1197	136	136	186	186	268	290	228	228	214	214	169	169	247	247	224	228	Thu26	M	Juv	2017	NA	NA	NA	NA	NA	Thu26
1198	136	136	186	186	268	290	228	228	214	214	169	169	255	255	220	220	Thu20	M	Juv	2017	NA	NA	NA	NA	NA	Thu20
1200	136	136	186	186	268	290	228	228	215	218	169	177	243	251	212	220	Thu26	M	Adult	2015	Thu26	NA	NA	Thu26	NA	NA
1201	136	136	186	186	268	290	228	228	214	218	169	177	243	243	220	224	Thu32	M	Juv	2017	NA	NA	NA	NA	NA	Thu32
1203	136	136	186	186	268	290	228	228	214	218	169	169	247	263	212	228	Thu39	M	Juv	2017	NA	NA	NA	NA	NA	Thu39
1205	136	136	186	186	268	290	228	228	214	218	165	181	255	255	212	228	Thu28	M	Adult	2017	NA	NA	NA	NA	Thu28	NA
1206	136	136	186	186	268	290	228	228	218	218	177	181	255	255	212	212	Thu28	M	Juv	2017	NA	NA	NA	NA	NA	Thu28
1207	136	136	186	186	268	290	228	228	218	218	169	181	238	255	212	212	Thu28	M	Adult	2016	NA	NA	Thu21	NA	Thu28	Thu28
1208	136	136	186	186	268	290	228	228	218	218	169	181	238	255	212	228	Thu21	M	Adult	2016	NA	NA	Thu21	NA	NA	NA
1209	136	136	186	186	268	290	228	228	218	218	169	169	251	263	212	236	Thu31	M	Juv	2016	NA	NA	NA	Thu31	NA	NA
1210	136	136	186	186	268	290	228	228	218	218	169	169	238	238	212	212	Thu21	M	Juv	2017	NA	NA	NA	NA	NA	Thu21
1212	136	136	186	186	268	290	228	228	0	0	177	177	263	263	220	228	Thu26	M	Adult	2017	NA	NA	NA	NA	Thu26	Thu26
1213	136	136	186	186	268	290	228	228	0	0	169	177	243	247	220	224	Thu32	M	Juv	2016	NA	NA	NA	Thu32	NA	Thu32
1214	136	136	186	186	268	290	228	228	215	215	169	169	243	251	212	220	Thu26	M	Adult	2015	Thu26	NA	NA	NA	Thu26	NA
1215	136	136	186	186	268	290	228	228	0	0	169	169	243	247	212	220	Thu22	M	Juv	2016	NA	NA	NA	Thu22	NA	NA
1216	136	136	186	186	268	290	228	228	215	215	169	169	247	247	212	216	Thu25	M	Juv	2017	NA	NA	NA	NA	NA	Thu25
1218	136	136	186	186	268	290	228	228	0	0	0	0	243	243	232	232	Thu29	M	Adult	2017	NA	NA	NA	NA	Thu29	NA
1220	136	136	186	186	268	268	229	229	212	215	165	169	238	238	212	212	Thu21	M	Juv	2016	NA	NA	NA	Thu21	NA	NA
1221	136	136	186	186	268	268	229	229	215	215	169	169	238	238	216	220	Thu21	M	Juv	2015	NA	Thu21	Thu21	NA	NA	NA
1222	136	136	186	186	268	268	229	229	218	228	181	181	238	255	216	228	Thu28	M	Adult	2016	NA	NA	Thu28	NA	NA	NA
1223	136	136	186	186	268	268	229	229	218	228	169	181	238	255	216	228	Thu21	M	Juv	2016	NA	NA	NA	Thu21	NA	NA
1224	136	136	186	186	268	268	229	229	212	218	169	181	259	259	212	220	Thu21	M	Adult	2016	NA	NA	Thu21	NA	NA	NA
1225	136	136	186	186	268	268	229	229	218	220	165	181	255	255	220	220	Thu21	M	Juv	2017	NA	NA	NA	NA	NA	Thu21
1226	136	136	186	186	268	268	229	229	218	218	181	181	238	255	216	228	Thu28	M	Adult	2015	Thu28	Thu28	NA	NA	Thu28	Thu28
1229	136	136	186	186	268	268	229	229	218	218	169	169	238	255	212	216	Thu28	M	Juv	2015	NA	Thu28	NA	NA	NA	NA
1230	136	136	186	186	268	268	229	229	218	218	169	169	238	255	228	228	Thu21	M	Juv	2017	NA	NA	NA	NA	NA	Thu21
1231	136	136	186	186	268	268	229	229	218	218	169	169	238	255	216	220	Thu21	M	Juv	2016	NA	NA	NA	Thu21	NA	Thu21
1232	136	136	186	186	268	268	229	229	0	0	181	181	255	255	212	220	Thu28	M	Juv	2017	NA	NA	NA	NA	NA	Thu28
1233	136	136	186	186	268	268	229	229	218	218	177	181	238	255	212	212	Thu28	M	Adult	2015	Thu28	Thu28	Thu28	NA	Thu28	NA
1234	136	136	186	186	268	268	229	229	0	0	169	181	255	255	212	212	Thu28	M	Juv	2017	NA	NA	NA	NA	NA	Thu28
1235	136	136	186	186	268	268	229	229	218	218	169	181	255	255	212	220	Thu28	M	Juv	2017	NA	NA	NA	NA	NA	Thu28
1236	136	136	186	186	268	268	229	229	212	215	169	181	238	255	212	212	Thu28	M	Adult	2016	NA	NA	Thu28	NA	NA	NA
1237	136	136	186	186	268	268	229	235	215	218	169	169	251	251	216	236	Thu31	M	Adult	2015	Thu31	NA	NA	NA	NA	NA
1238	136	136	186	186	268	268	226	229	218	218	169	177	238	255	220	228	Thu28	M	Juv	2015	NA	Thu28	NA	NA	NA	NA
1239	136	136	186	186	268	268	226	226	215	215	169	177	247	247	212	220	Thu37	M	Adult	2015	Thu37	NA	NA	NA	NA	NA
1240	136	136	186	186	268	268	226	226	218	228	169	177	238	238	220	228	Thu28	M	Adult	2016	NA	NA	Thu28	NA	NA	NA
1241	136	136	186	186	268	268	226	226	0	0	0	0	238	238	212	212	Thu21	M	Adult	2017	NA	NA	NA	NA	Thu21	NA
1242	136	136	186	186	268	268	224	228	0	0	169	169	247	247	212	224	Thu32	M	Juv	2017	NA	NA	NA	NA	NA	Thu32
1243	136	136	186	186	268	268	228	241	215	218	177	181	255	255	212	220	Thu30	M	Juv	2015	NA	Thu30	NA	NA	NA	NA
1244	136	136	186	186	268	268	228	237	215	215	169	169	247	247	212	220	Thu20	M	Juv	2015	NA	Thu20	NA	NA	NA	NA
1245	136	136	186	186	268	268	228	237	214	214	169	177	255	255	212	212	Thu26	M	Juv	2017	NA	NA	NA	NA	NA	Thu26
1246	136	136	186	186	268	268	228	237	212	218	169	169	247	247	212	212	Thu33	M	Juv	2016	NA	NA	NA	Thu33	NA	NA
1247	136	136	186	186	268	268	228	237	214	218	173	177	243	247	212	220	Thu36	M	Juv	2017	NA	NA	NA	NA	NA	Thu36
1248	136	136	186	186	268	268	228	229	215	215	169	177	247	259	212	224	Thu35	M	Adult	2015	Thu35	NA	NA	NA	NA	NA
1250	136	136	186	186	268	268	228	229	215	218	169	169	238	255	212	212	Thu30	M	Adult	2015	Thu30	Thu30	Thu30	NA	NA	Thu30
1251	136	136	186	186	268	268	228	229	215	218	165	169	238	255	212	220	Thu21	M	Juv	2015	NA	Thu21	NA	NA	NA	NA
1252	136	136	186	186	268	268	228	229	214	218	169	177	238	251	212	212	Thu20	M	Juv	2015	NA	Thu20	NA	NA	NA	NA
1253	136	136	186	186	268	268	228	229	218	218	181	181	251	255	212	228	Thu28	M	Juv	2017	NA	NA	NA	NA	NA	Thu28
1254	136	136	186	186	268	268	228	229	218	218	177	181	255	255	212	220	Thu21	M	Juv	2015	NA	Thu21	NA	NA	NA	NA
1255	136	136	186	186	268	268	228	229	218	218	177	177	255	255	212	228	Thu21	M	Juv	2015	NA	Thu21	NA	NA	NA	NA
1256	136	136	186	186	268	268	228	229	218	218	169	181	251	255	212	220	Thu21	M	Juv	2017	NA	NA	NA	NA	NA	Thu21
1258	136	136	186	186	268	268	228	229	218	218	169	181	255	255	220	220	Thu21	M	Juv	2017	NA	NA	NA	NA	NA	Thu21
1259	136	136	186	186	268	268	228	229	218	218	169	177	255	255	212	220	Thu28	M	Adult	2015	Thu28	Thu28	NA	NA	NA	NA
1260	136	136	186	186	268	268	228	229	218	218	169	169	238	238	212	220	Thu30	M	Juv	2016	NA	NA	NA	Thu30	NA	NA
1261	136	136	186	186	268	268	228	229	218	218	169	169	238	255	220	228	Thu21	M	Juv	2016	NA	NA	NA	Thu21	NA	NA
1262	136	136	186	186	268	268	228	229	218	218	169	169	255	255	220	228	Thu28	M	Juv	2017	NA	NA	NA	NA	NA	Thu28
1264	136	136	186	186	268	268	228	229	218	218	169	181	238	255	212	220	Thu21	M	Juv	2016	NA	NA	NA	Thu21	Thu21	NA
1265	136	136	186	186	268	268	228	229	215	218	169	181	238	238	212	212	Thu21	M	Adult	2015	Thu21	NA	NA	NA	Thu21	NA
1266	136	136	186	186	268	268	228	235	215	230	169	177	238	251	212	216	Thu31	M	Juv	2016	NA	NA	NA	Thu31	NA	NA
1267	136	136	186	186	268	268	228	235	0	0	177	177	0	0	212	220	Thu27	M	Juv	2016	NA	NA	NA	Thu27	NA	NA
1268	136	136	186	186	268	268	226	228	215	215	169	177	238	251	212	228	Thu36	M	Juv	2016	NA	NA	NA	Thu36	NA	NA
1269	136	136	186	186	268	268	226	228	215	215	169	169	247	247	212	220	Thu20	M	Juv	2015	NA	Thu20	NA	NA	NA	NA
1270	136	136	186	186	268	268	226	228	214	215	169	177	243	243	212	220	Thu36	M	Juv	2015	NA	Thu36	NA	NA	NA	NA
1271	136	136	186	186	268	268	226	228	214	214	177	177	247	247	220	224	Thu33	M	Juv	2017	NA	NA	NA	NA	NA	Thu33
1272	136	136	186	186	268	268	226	228	212	218	169	169	238	255	212	212	Thu21	M	Juv	2016	NA	NA	NA	Thu21	NA	Thu21
1273	136	136	186	186	268	268	226	228	215	218	169	177	243	247	212	220	Thu37	M	Juv	2015	NA	Thu37	NA	NA	NA	NA
1274	136	136	186	186	268	268	226	228	215	218	169	177	247	247	220	224	Thu39	M	Juv	2016	NA	NA	NA	Thu39	NA	NA
1275	136	136	186	186	268	268	226	228	214	218	169	169	247	251	220	220	Thu39	M	Juv	2016	NA	NA	NA	Thu39	NA	NA
1276	136	136	186	186	268	268	226	228	218	218	177	181	238	255	212	220	Thu30	M	Adult	2015	Thu30	NA	NA	Thu30	NA	NA
1277	136	136	186	186	268	268	226	228	218	218	169	185	255	255	216	228	Thu21	M	Juv	2017	NA	NA	NA	NA	NA	Thu21
1278	136	136	186	186	268	268	226	228	218	218	169	169	247	251	220	220	Thu32	M	Juv	2017	NA	NA	NA	NA	NA	Thu32
1279	136	136	186	186	268	268	226	228	0	0	169	177	247	247	212	212	Thu32	M	Juv	2017	NA	NA	NA	NA	NA	Thu32
1281	136	136	186	186	268	268	228	228	222	222	169	181	255	255	220	220	Thu21	M	Juv	2016	NA	NA	NA	Thu21	NA	NA
1282	136	136	186	186	268	268	228	228	215	215	169	177	243	243	224	228	Thu20	M	Juv	2015	NA	Thu20	NA	NA	NA	NA
1283	136	136	186	186	268	268	228	228	215	215	169	177	243	247	220	224	Thu37	M	Adult	2015	Thu37	NA	NA	NA	NA	NA
1284	136	136	186	186	268	268	228	228	214	220	169	177	243	255	220	220	Thu26	M	Juv	2016	NA	NA	NA	Thu26	NA	NA
1285	136	136	186	186	268	268	228	228	214	215	169	177	255	255	220	228	Thu20	M	Juv	2016	NA	NA	NA	Thu20	NA	NA
1286	136	136	186	186	268	268	228	228	214	214	169	177	243	247	212	224	Thu36	M	Juv	2017	NA	NA	NA	NA	NA	Thu36
1287	136	136	186	186	268	268	228	228	212	218	165	169	255	255	212	212	Thu21	M	Juv	2016	NA	NA	NA	Thu21	NA	NA
1288	136	136	186	186	268	268	228	228	218	220	177	177	251	251	220	220	Thu26	M	Juv	2017	NA	NA	NA	NA	NA	Thu26
1290	136	136	186	186	268	268	228	228	215	218	169	181	238	238	212	216	Thu28	M	Juv	2016	NA	NA	NA	Thu28	NA	NA
1291	136	136	186	186	268	268	228	228	215	218	169	177	238	247	220	224	Thu20	M	Adult	2015	Thu20	NA	NA	NA	NA	NA
1292	136	136	186	186	268	268	228	228	215	218	169	177	238	255	212	228	Thu21	M	Juv	2016	NA	NA	NA	Thu21	NA	NA
1293	136	136	186	186	268	268	228	228	215	218	169	177	247	255	212	220	Thu26	M	Juv	2015	NA	Thu26	NA	NA	NA	NA
1294	136	136	186	186	268	268	228	228	214	218	169	169	243	251	220	220	Thu33	M	Juv	2015	NA	Thu33	NA	Thu33	NA	NA
1296	136	136	186	186	268	268	228	228	218	218	177	177	251	251	220	220	Thu26	M	Juv	2017	NA	NA	NA	NA	NA	Thu26
1297	136	136	186	186	268	268	228	228	218	218	177	177	238	238	212	228	Thu21	M	Juv	2016	NA	NA	NA	Thu21	NA	NA
1298	136	136	186	186	268	268	228	228	218	218	169	181	238	255	212	212	Thu30	M	Juv	2017	NA	NA	NA	NA	NA	Thu30
1299	136	136	186	186	268	268	228	228	218	218	169	177	238	247	212	228	Thu21	M	Juv	2015	NA	Thu21	NA	NA	NA	NA
1301	136	136	186	186	268	268	228	228	218	218	169	177	255	255	212	212	Thu28	M	Adult	2015	Thu28	NA	NA	NA	NA	NA
1302	136	136	186	186	268	268	228	228	218	218	169	177	255	255	220	220	Thu21	M	Adult	2015	Thu21	NA	NA	NA	NA	NA
1305	136	136	186	186	268	268	228	228	0	0	177	181	243	251	220	228	Thu31	M	Juv	2016	NA	NA	NA	Thu31	NA	Thu31
1306	136	136	186	186	268	268	228	228	218	218	177	181	255	255	212	212	Thu28	M	Adult	2016	NA	NA	Thu28	NA	Thu28	NA
1307	136	136	186	186	268	268	228	228	0	0	169	177	251	251	212	220	Thu32	M	Adult	2016	NA	NA	Thu32	NA	NA	NA
1308	136	136	186	186	268	268	228	228	0	0	169	169	238	255	212	212	Thu21	M	Adult	2017	NA	NA	NA	NA	Thu21	NA
1309	136	136	186	186	268	268	228	228	218	218	169	169	238	255	212	228	Thu21	M	Adult	2016	NA	NA	Thu21	Thu21	NA	NA
1310	136	136	186	186	268	268	228	228	0	0	169	169	238	255	220	228	Thu21	M	Adult	2015	Thu21	NA	NA	NA	NA	NA
1311	136	136	186	186	268	268	228	228	0	0	0	0	243	251	220	228	Thu31	M	Juv	2016	NA	NA	NA	Thu31	NA	Thu31
1312	136	136	186	186	268	268	228	228	218	218	169	177	238	255	212	220	Thu30	M	Juv	2017	NA	NA	NA	NA	NA	Thu30
1313	136	136	186	186	284	288	228	228	215	218	169	177	238	238	220	220	Thu31	M	Adult	2015	Thu31	NA	NA	NA	NA	NA
1317	136	136	186	186	288	293	228	228	214	218	169	177	251	259	220	224	Thu26	M	Adult	2015	Thu26	NA	NA	NA	Thu26	NA
1318	136	136	186	186	288	293	228	228	214	218	169	177	247	255	212	220	Thu26	M	Adult	2015	Thu26	NA	NA	NA	NA	NA
1319	136	136	186	186	288	293	228	228	0	0	169	173	243	251	212	232	Thu29	M	Juv	2017	NA	NA	NA	NA	NA	Thu29
1320	136	136	186	186	288	293	0	0	0	0	177	177	243	243	212	220	Thu22	M	Adult	2017	NA	NA	NA	NA	Thu22	NA
1322	136	136	186	186	288	290	237	237	218	218	177	177	243	243	220	220	Thu32	M	Adult	2016	NA	NA	Thu32	NA	Thu32	NA
1323	136	136	186	186	288	290	235	237	214	214	169	169	238	247	212	232	Thu33	M	Adult	2016	NA	NA	Thu33	NA	NA	NA
1324	136	136	186	186	288	290	229	235	0	0	169	177	238	255	216	220	Thu31	M	Juv	2017	NA	NA	NA	NA	NA	Thu31
1325	136	136	186	186	288	290	226	237	215	215	177	177	243	243	212	220	Thu32	M	Adult	2016	NA	NA	Thu32	NA	NA	NA
1326	136	136	186	186	288	290	226	237	215	215	177	177	243	247	212	220	Thu32	M	Adult	2015	Thu32	NA	NA	NA	Thu32	NA
