idind	rha101	rha101b	rha109	rha109b	rha4	rha4b	rha7	rha7b	rhc108	rhc108b	rhc3	rhc3b	rhd102	rhd102b	rhd103	rhd103b	idcol	sexe	ageWhenFirstCaptur	yearWhenFirstCaptur	col2015_1	col2015_2	col2016_1	col2016_2	col2017_1	col2017_2
2330	125	136	186	186	268	288	228	228	215	215	169	169	243	259	212	220	Thu36	F	Juv	2016	NA	NA	NA	Thu36	NA	NA
2331	125	136	186	186	268	288	228	228	214	214	169	173	255	259	224	224	Thu36	F	Adult	2015	Thu36	NA	NA	NA	NA	Thu36
2332	125	136	186	186	268	288	228	228	218	220	169	177	243	243	220	220	Thu37	F	Adult	2016	NA	NA	Thu37	Thu37	Thu37	NA
2333	125	136	186	186	268	288	228	228	215	218	169	177	251	259	220	228	Thu49	F	Juv	2015	NA	Thu49	NA	NA	NA	NA
2335	125	136	186	186	268	288	228	228	215	218	169	169	247	251	220	220	Thu33	F	Juv	2017	NA	NA	NA	NA	NA	Thu33
2336	125	136	186	186	268	288	228	228	214	218	169	177	247	247	220	224	Thu38	F	Adult	2016	NA	NA	Thu38	NA	NA	NA
2337	125	136	186	186	268	288	228	228	214	218	169	169	255	259	220	224	Thu36	F	Juv	2015	NA	Thu36	NA	NA	NA	NA
2338	125	136	186	186	268	288	228	228	218	218	169	177	243	243	220	220	Thu37	F	Juv	2015	NA	Thu37	NA	Thu37	Thu37	NA
2339	125	136	186	186	268	288	228	228	0	0	169	173	243	243	220	220	Thu37	F	Adult	2017	NA	NA	NA	NA	Thu37	NA
2340	125	136	186	186	268	288	228	228	0	0	169	169	247	251	212	212	Thu37	F	Adult	2017	NA	NA	NA	NA	Thu37	NA
2341	125	136	186	186	268	288	228	228	0	0	169	169	247	251	220	228	Thu33	F	Juv	2017	NA	NA	NA	NA	NA	Thu33
2342	125	136	186	186	288	288	224	226	0	0	169	177	243	243	220	224	Thu25	F	Juv	2016	NA	NA	NA	Thu25	NA	NA
2343	125	136	186	186	288	288	226	226	214	215	169	177	243	243	212	220	Thu39	F	Juv	2015	NA	Thu39	NA	Thu39	NA	NA
2344	125	136	186	186	288	288	226	226	214	215	169	177	243	247	220	224	Thu25	F	Juv	2015	NA	Thu25	NA	NA	NA	NA
2345	125	136	186	186	288	288	228	237	215	220	169	169	238	238	212	212	Thu32	F	Juv	2016	NA	NA	NA	Thu32	NA	Thu32
2346	125	136	186	186	288	288	228	237	214	215	169	169	238	247	220	220	Thu20	F	Juv	2015	NA	Thu20	Thu20	NA	NA	NA
2347	125	136	186	186	288	288	228	229	218	218	169	169	251	251	212	236	Thu31	F	Juv	2016	NA	NA	NA	Thu31	NA	NA
2348	125	136	186	186	288	288	228	235	215	218	169	169	247	251	212	220	Thu33	F	Juv	2015	NA	Thu33	NA	Thu33	NA	Thu33
2349	125	136	186	186	288	288	226	228	214	228	169	169	247	251	212	220	Thu38	F	Adult	2016	NA	NA	Thu38	NA	NA	NA
2350	125	136	186	186	288	288	226	228	215	218	169	177	243	251	220	224	Thu27	F	Juv	2015	NA	Thu27	NA	NA	NA	NA
2351	125	136	186	186	288	288	228	228	214	220	169	177	259	259	220	220	Thu37	F	Juv	2016	NA	NA	NA	Thu37	NA	NA
2352	125	136	186	186	288	288	228	228	214	220	169	177	247	259	220	220	Thu37	F	Juv	2016	NA	NA	NA	Thu37	Thu37	NA
2353	125	136	186	186	288	288	228	228	214	220	169	169	259	259	220	220	Thu35	F	Juv	2016	NA	NA	NA	Thu35	Thu35	NA
2354	125	136	186	186	288	288	228	228	214	214	169	169	259	259	220	220	Thu35	F	Juv	2016	NA	NA	NA	Thu35	NA	Thu35
2355	125	136	186	186	288	288	228	228	214	214	169	169	243	259	220	220	Thu35	F	Adult	2015	Thu35	Thu35	NA	NA	NA	Thu35
2356	125	136	186	186	288	288	228	228	215	218	177	177	247	247	220	224	Thu37	F	Adult	2017	NA	NA	NA	NA	Thu37	NA
2357	125	136	186	186	288	288	228	228	215	218	177	177	247	255	220	224	Thu37	F	Adult	2017	NA	NA	NA	NA	Thu37	NA
2358	125	136	186	186	286	293	226	226	214	214	169	169	247	255	212	228	Thu22	F	Juv	2016	NA	NA	NA	Thu22	Thu22	NA
2359	125	136	186	186	286	290	226	228	0	0	169	173	243	243	212	220	Thu37	F	Adult	2017	NA	NA	NA	NA	Thu37	NA
2360	125	136	186	186	286	290	226	228	0	0	169	169	238	255	212	224	Thu22	F	Juv	2016	NA	NA	NA	Thu22	NA	NA
2361	125	136	186	186	268	286	226	228	214	214	169	177	243	251	220	224	Thu49	F	Juv	2015	NA	Thu49	NA	Thu33	NA	NA
2362	125	136	186	186	268	286	228	228	212	218	169	177	247	259	212	220	Thu37	F	Adult	2016	NA	NA	Thu37	NA	NA	NA
2363	125	136	186	186	286	288	228	228	215	215	169	177	243	243	212	212	Thu37	F	Adult	2017	NA	NA	NA	NA	Thu37	NA
2364	125	136	186	186	286	288	228	228	214	218	169	177	247	259	220	220	Thu37	F	Juv	2015	NA	Thu37	NA	Thu37	NA	NA
2365	125	136	186	186	268	288	226	235	214	215	169	177	243	247	212	220	Thu27	F	Adult	2015	Thu27	NA	NA	NA	NA	NA
2366	125	136	186	186	0	0	226	226	215	215	169	169	243	243	212	220	Thu39	F	Adult	2015	Thu39	NA	NA	NA	NA	NA
2367	125	136	186	186	0	0	228	228	214	214	169	177	0	0	220	220	Thu33	F	Adult	2015	Thu33	NA	NA	NA	NA	Thu33
2368	125	136	186	186	0	0	0	0	214	215	169	169	247	255	212	228	Thu22	F	Adult	2015	Thu22	NA	NA	NA	NA	NA
2369	134	136	190	190	293	293	228	228	214	214	169	177	238	259	220	224	Thu29	F	Adult	2016	NA	NA	Thu29	NA	Thu29	NA
2370	134	136	190	190	268	286	226	228	218	218	169	177	247	255	220	220	Thu23	F	Juv	2015	NA	Thu23	NA	NA	NA	NA
2371	134	136	190	190	268	286	228	228	215	218	169	169	251	263	216	220	Thu23	F	Juv	2017	NA	NA	NA	NA	NA	Thu23
2372	134	136	190	190	286	288	226	226	215	215	169	173	247	247	220	220	Thu36	F	Juv	2016	NA	NA	NA	Thu36	NA	NA
2374	134	136	183	190	268	288	226	229	215	218	169	177	243	259	212	220	Thu22	F	Adult	2017	NA	NA	NA	NA	Thu22	NA
2375	134	136	183	190	288	288	226	228	215	215	169	169	243	243	212	220	Thu32	F	Juv	2016	NA	NA	NA	Thu32	NA	Thu32
2376	134	136	183	190	288	288	228	228	215	218	169	169	243	247	212	220	Thu38	F	Adult	2015	Thu38	NA	NA	NA	NA	NA
2377	134	136	183	190	288	288	228	228	218	218	169	169	243	247	220	220	Thu36	F	Adult	2015	Thu36	NA	NA	Thu36	NA	Thu36
2378	134	136	183	190	286	288	226	228	215	218	169	177	255	259	220	220	Thu22	F	Adult	2015	Thu22	NA	NA	NA	NA	NA
2379	134	136	183	190	286	288	228	228	214	215	169	169	259	259	212	216	Thu20	F	Adult	2015	Thu20	NA	NA	NA	NA	NA
2380	134	136	188	188	288	288	228	229	215	215	169	169	247	251	208	224	Thu35	F	Juv	2015	NA	Thu35	Thu35	NA	NA	NA
2381	134	136	188	188	286	288	228	229	215	224	169	177	238	247	224	224	Thu35	F	Adult	2016	NA	NA	Thu35	Thu35	NA	NA
2382	134	136	188	188	286	288	228	229	215	215	169	177	238	247	224	224	Thu35	F	Adult	2015	Thu35	Thu35	Thu35	Thu35	NA	NA
2383	134	136	188	188	286	288	228	228	215	230	169	169	247	259	220	220	Thu35	F	Adult	2016	NA	NA	Thu35	NA	NA	NA
2385	134	136	188	188	286	288	228	228	0	0	169	169	247	251	208	224	Thu35	F	Adult	2017	NA	NA	NA	NA	Thu35	Thu35
2387	134	136	177	190	268	290	228	228	215	218	169	177	247	255	220	220	Thu23	F	Adult	2015	Thu23	Thu23	NA	Thu23	Thu23	Thu23
2389	134	136	177	190	268	288	226	228	215	215	169	169	247	263	212	212	Thu22	F	Juv	2015	NA	Thu22	NA	NA	NA	NA
2390	134	136	177	190	268	288	228	228	215	218	169	169	243	247	212	220	Thu29	F	Juv	2015	NA	Thu29	NA	NA	NA	NA
2391	134	136	177	190	268	288	228	228	214	218	173	177	251	255	220	224	Thu29	F	Juv	2017	NA	NA	NA	NA	NA	Thu29
2392	134	136	177	190	286	293	228	235	218	220	177	177	243	259	220	220	Thu22	F	Juv	2016	NA	NA	NA	Thu22	NA	NA
2393	134	136	177	190	286	288	228	228	215	215	177	177	238	259	212	220	Thu20	F	Adult	2015	Thu20	Thu20	NA	NA	NA	NA
2394	134	136	177	183	288	290	228	228	215	218	177	177	243	263	216	220	Thu20	F	Juv	2016	NA	NA	NA	Thu20	Thu20	NA
2395	134	136	177	177	268	290	228	237	214	215	169	177	259	263	212	236	Thu20	F	Adult	2015	Thu20	Thu20	NA	NA	NA	Thu20
2396	134	136	177	177	268	290	228	237	214	214	169	177	259	263	212	236	Thu20	F	Juv	2016	NA	NA	NA	Thu20	NA	NA
2397	134	136	177	177	268	268	228	237	214	220	177	177	251	251	220	220	Thu23	F	Adult	2016	NA	NA	Thu23	NA	NA	NA
2398	134	136	177	177	268	268	228	228	215	215	169	177	259	259	212	236	Thu20	F	Adult	2015	Thu20	NA	NA	NA	NA	NA
2399	134	136	177	177	268	286	229	241	214	218	169	177	247	255	212	232	Thu28	F	Juv	2015	NA	Thu28	NA	NA	NA	NA
2400	134	136	186	190	290	290	226	228	215	218	169	169	247	247	212	228	Thu29	F	Adult	2015	Thu29	Thu29	Thu29	Thu29	NA	NA
2401	134	136	186	190	268	293	226	226	214	215	169	169	255	263	212	212	Thu22	F	Adult	2015	Thu22	Thu22	NA	NA	Thu22	Thu22
2403	134	136	186	190	268	293	228	237	215	218	169	177	247	247	212	220	Thu39	F	Juv	2016	NA	NA	NA	Thu39	NA	NA
2404	134	136	186	190	268	293	228	235	214	218	169	177	251	255	220	232	Thu22	F	Juv	2016	NA	NA	NA	Thu22	Thu22	Thu22
2405	134	136	186	190	268	290	226	228	214	215	169	177	251	255	220	220	Thu22	F	Juv	2015	NA	Thu22	NA	NA	NA	NA
2407	134	136	186	190	268	290	226	228	215	218	169	169	255	259	212	220	Thu22	F	Adult	2015	Thu22	Thu22	NA	NA	Thu22	NA
2408	134	136	186	190	268	290	228	228	214	214	169	177	243	247	212	212	Thu20	F	Juv	2017	NA	NA	NA	NA	NA	Thu20
2409	134	136	186	190	268	290	228	228	215	218	169	169	247	255	220	228	Thu22	F	Adult	2015	Thu22	Thu22	NA	NA	Thu22	NA
2410	134	136	186	190	268	268	229	237	215	215	169	177	243	270	212	220	Thu33	F	Juv	2017	NA	NA	NA	NA	NA	Thu33
2411	134	136	186	190	268	268	226	228	215	215	169	169	247	251	212	216	Thu25	F	Juv	2017	NA	NA	NA	NA	NA	Thu25
2412	134	136	186	190	288	293	228	237	218	218	177	177	251	251	220	220	Thu26	F	Juv	2015	NA	Thu26	Thu26	NA	NA	NA
2414	134	136	186	190	288	290	226	237	215	218	169	177	243	243	220	224	Thu32	F	Juv	2016	NA	NA	NA	Thu32	Thu32	NA
2415	134	136	186	190	288	290	228	235	214	215	169	177	259	259	220	220	Thu37	F	Adult	2015	Thu37	NA	NA	NA	Thu37	NA
2416	134	136	186	190	288	290	226	228	215	215	169	173	243	251	212	220	Thu29	F	Juv	2016	NA	NA	NA	Thu29	NA	NA
2417	134	136	186	190	288	290	226	228	215	218	169	177	243	259	220	220	Thu29	F	Adult	2015	Thu29	NA	NA	NA	NA	NA
2418	134	136	186	190	288	290	226	228	215	218	169	169	247	255	220	228	Thu29	F	Adult	2016	NA	NA	Thu29	Thu29	NA	NA
2419	134	136	186	190	288	290	228	228	215	220	169	177	247	247	220	220	Thu23	F	Juv	2017	NA	NA	NA	NA	NA	Thu23
2421	134	136	186	190	288	290	228	228	214	214	169	177	247	247	220	220	Thu23	F	Juv	2017	NA	NA	NA	NA	NA	Thu23
2422	134	136	186	190	288	290	228	228	215	218	169	177	238	243	220	224	Thu33	F	Juv	2017	NA	NA	NA	NA	NA	Thu33
2424	134	136	186	190	268	288	226	229	215	218	169	177	243	247	212	220	Thu22	F	Adult	2015	Thu22	NA	Thu22	NA	NA	NA
2425	134	136	186	190	268	288	226	226	0	0	0	0	238	243	212	220	Thu36	F	Juv	2016	NA	NA	NA	Thu36	NA	NA
2427	134	136	186	190	268	288	228	237	214	214	169	177	243	247	212	220	Thu29	F	Juv	2015	NA	Thu29	Thu29	Thu29	Thu29	NA
2428	134	136	186	190	268	288	228	237	0	0	169	177	243	243	212	220	Thu29	F	Adult	2017	NA	NA	NA	NA	Thu29	NA
2429	134	136	186	190	268	288	226	228	215	215	169	169	243	251	224	232	Thu36	F	Juv	2015	NA	Thu36	NA	Thu36	NA	NA
2431	134	136	186	190	268	288	226	228	215	218	169	177	243	255	220	224	Thu22	F	Juv	2017	NA	NA	NA	NA	NA	Thu22
2433	134	136	186	190	268	288	226	228	214	218	169	177	243	255	212	220	Thu22	F	Juv	2015	NA	Thu22	NA	NA	NA	NA
2435	134	136	186	190	268	288	226	228	214	214	169	177	238	243	212	220	Thu36	F	Adult	2016	NA	NA	Thu36	Thu36	NA	NA
2436	134	136	186	190	268	288	226	228	218	218	169	177	243	255	220	220	Thu22	F	Adult	2015	Thu22	Thu22	Thu22	Thu22	Thu22	NA
2437	134	136	186	190	268	288	228	228	228	228	177	177	247	263	220	228	Thu20	F	Adult	2017	NA	NA	NA	NA	Thu20	NA
2438	134	136	186	190	268	288	228	228	215	215	169	169	243	243	212	224	Thu37	F	Adult	2017	NA	NA	NA	NA	Thu37	NA
2439	134	136	186	190	268	288	228	228	215	215	169	169	243	243	220	220	Thu32	F	Adult	2017	NA	NA	NA	NA	Thu32	NA
2440	134	136	186	190	268	288	228	228	215	215	169	169	243	247	212	224	Thu37	F	Juv	2015	NA	Thu37	NA	Thu37	Thu37	Thu37
2441	134	136	186	190	268	288	228	228	214	214	177	177	263	263	220	228	Thu20	F	Juv	2016	NA	NA	NA	Thu20	NA	NA
2442	134	136	186	190	268	288	228	228	214	214	169	177	243	251	228	232	Thu29	F	Adult	2015	Thu29	Thu29	Thu29	NA	Thu29	Thu29
2443	134	136	186	190	268	288	228	228	214	214	169	177	247	247	212	224	Thu32	F	Juv	2017	NA	NA	NA	NA	NA	Thu32
2444	134	136	186	190	268	288	228	228	215	218	169	177	247	247	212	220	Thu36	F	Adult	2015	Thu36	NA	NA	Thu36	NA	NA
2445	134	136	186	190	268	288	228	228	214	218	169	177	238	247	212	220	Thu36	F	Juv	2016	NA	NA	NA	Thu36	NA	NA
2446	134	136	186	190	288	288	237	237	214	214	169	169	238	238	220	220	Thu36	F	Adult	2016	NA	NA	Thu36	Thu36	NA	Thu36
2447	134	136	186	190	288	288	229	237	215	220	169	177	251	251	220	220	Thu32	F	Adult	2016	NA	NA	Thu32	NA	NA	NA
2448	134	136	186	190	288	288	226	226	214	214	177	177	247	259	220	236	Thu22	F	Juv	2017	NA	NA	NA	NA	NA	Thu22
2449	134	136	186	190	288	288	226	226	214	218	169	169	259	263	228	232	Thu36	F	Adult	2015	Thu36	Thu36	Thu36	Thu36	Thu36	NA
2450	134	136	186	190	288	288	228	237	214	218	169	177	247	247	212	220	Thu29	F	Adult	2015	Thu29	NA	NA	NA	NA	NA
2451	134	136	186	190	288	288	228	237	218	218	169	169	259	259	212	224	Thu36	F	Juv	2017	NA	NA	NA	NA	NA	Thu36
2452	134	136	186	190	288	288	228	235	215	220	169	169	243	243	220	220	Thu36	F	Juv	2016	NA	NA	NA	Thu36	NA	NA
2453	134	136	186	190	288	288	226	228	226	226	169	169	243	259	220	224	Thu36	F	Adult	2016	NA	NA	Thu36	NA	NA	NA
2454	134	136	186	190	288	288	226	228	215	218	177	177	243	251	220	224	Thu22	F	Juv	2017	NA	NA	NA	NA	NA	Thu22
2455	134	136	186	190	288	288	226	228	218	218	177	177	243	251	220	224	Thu22	F	Juv	2017	NA	NA	NA	NA	NA	Thu22
2456	134	136	186	190	288	288	226	228	218	218	169	169	243	259	220	224	Thu36	F	Adult	2015	Thu36	NA	NA	NA	NA	NA
2457	134	136	186	190	288	288	228	228	215	215	169	169	243	255	212	220	Thu23	F	Juv	2015	NA	Thu23	NA	NA	NA	NA
2458	134	136	186	190	288	288	228	228	214	214	169	169	247	247	220	220	Thu33	F	Juv	2017	NA	NA	NA	NA	NA	Thu33
2459	134	136	186	190	288	288	228	228	212	218	169	169	243	243	212	224	Thu23	F	Adult	2016	NA	NA	Thu23	NA	NA	NA
2460	134	136	186	190	288	288	228	228	215	218	169	177	243	247	212	220	Thu33	F	Juv	2015	NA	Thu33	Thu33	NA	NA	NA
2461	134	136	186	190	288	288	228	228	215	218	169	169	243	243	212	224	Thu23	F	Adult	2015	Thu23	NA	NA	Thu23	Thu23	NA
2462	134	136	186	190	288	288	228	228	0	0	169	169	243	247	220	224	Thu22	F	Juv	2016	NA	NA	NA	Thu22	NA	NA
2464	134	136	186	190	286	288	226	226	214	214	169	177	255	259	228	236	Thu26	F	Adult	2015	Thu26	Thu26	Thu26	Thu26	Thu26	Thu26
2465	134	136	186	190	286	288	226	228	215	218	169	177	255	255	220	220	Thu22	F	Juv	2015	NA	Thu22	Thu22	NA	Thu22	Thu22
2467	134	136	186	190	0	0	226	226	214	214	0	0	259	259	228	228	Thu26	F	Adult	2015	Thu26	NA	NA	NA	NA	NA
2468	134	136	186	190	0	0	226	226	214	218	169	169	259	263	212	212	Thu37	F	Juv	2015	NA	Thu37	NA	NA	NA	NA
2469	134	136	186	190	268	288	226	228	215	218	169	169	243	247	228	228	Thu20	F	Adult	2015	Thu20	Thu20	Thu20	NA	NA	NA
2470	134	136	186	190	286	288	226	228	214	218	169	169	243	247	220	220	Thu22	F	Adult	2015	Thu22	NA	NA	NA	NA	NA
2471	134	136	186	190	0	0	228	228	214	218	169	177	247	247	220	224	Thu23	F	Adult	2015	Thu23	NA	Thu23	Thu23	NA	Thu23
2472	134	136	183	186	246	246	228	247	212	212	169	177	247	247	212	212	Thu37	F	Adult	2016	NA	NA	Thu37	NA	NA	NA
2473	134	136	183	186	290	290	228	235	218	218	169	177	243	251	212	220	Thu37	F	Juv	2015	NA	Thu37	NA	NA	NA	NA
2475	134	136	183	186	290	290	226	228	0	0	169	177	255	255	212	224	Thu34	F	Adult	2017	NA	NA	NA	NA	Thu34	NA
2476	134	136	183	186	265	268	226	228	215	228	169	169	243	259	212	220	Thu29	F	Juv	2016	NA	NA	NA	Thu29	NA	NA
2477	134	136	183	186	268	293	228	237	214	230	169	177	255	259	212	236	Thu22	F	Adult	2016	NA	NA	Thu22	NA	NA	NA
2478	134	136	183	186	268	293	228	237	214	214	169	177	255	259	212	236	Thu22	F	Adult	2015	Thu22	Thu22	NA	NA	Thu22	NA
2479	134	136	183	186	268	290	228	228	215	215	169	177	247	255	220	228	Thu22	F	Adult	2016	NA	NA	Thu22	NA	NA	Thu22
2480	134	136	183	186	288	293	226	228	215	218	169	169	243	255	212	220	Thu22	F	Juv	2015	NA	Thu22	NA	NA	NA	NA
2481	134	136	183	186	288	293	228	228	214	218	169	169	243	243	212	220	Thu23	F	Adult	2015	Thu23	Thu23	Thu23	Thu23	NA	NA
2482	134	136	183	186	288	290	228	229	214	215	169	177	243	243	220	224	Thu39	F	Juv	2015	NA	Thu39	Thu39	NA	NA	NA
2483	134	136	183	186	288	290	226	228	214	214	169	177	247	255	212	220	Thu26	F	Juv	2016	NA	NA	NA	Thu26	NA	NA
2484	134	136	183	186	288	290	226	228	215	218	169	169	243	247	212	212	Thu33	F	Juv	2017	NA	NA	NA	NA	NA	Thu33
2485	134	136	183	186	288	290	228	228	212	212	177	177	255	263	212	212	Thu34	F	Juv	2016	NA	NA	NA	Thu34	NA	NA
2486	134	136	183	186	288	290	228	228	214	215	177	177	238	259	212	220	Thu27	F	Adult	2015	Thu27	NA	NA	NA	NA	NA
2487	134	136	183	186	288	290	228	228	214	215	177	177	255	263	212	212	Thu34	F	Adult	2015	Thu34	Thu34	NA	NA	NA	NA
2488	134	136	183	186	288	290	228	228	214	214	169	177	247	255	212	220	Thu26	F	Adult	2015	Thu26	Thu26	NA	Thu26	NA	NA
2489	134	136	183	186	288	290	228	228	215	218	169	169	243	259	212	220	Thu38	F	Adult	2015	Thu38	NA	Thu38	NA	NA	NA
2490	134	136	183	186	288	290	228	228	0	0	177	177	255	263	212	228	Thu34	F	Juv	2016	NA	NA	NA	Thu34	NA	NA
2491	134	136	183	186	268	288	228	235	215	215	177	177	263	263	212	220	Thu20	F	Juv	2015	NA	Thu20	NA	Thu20	NA	NA
2492	134	136	183	186	268	288	226	228	215	220	169	177	243	255	212	228	Thu22	F	Adult	2015	Thu22	NA	NA	NA	NA	NA
2493	134	136	183	186	268	288	226	228	215	218	169	177	259	259	220	220	Thu37	F	Adult	2016	NA	NA	Thu37	Thu37	Thu37	NA
2494	134	136	183	186	268	288	226	228	214	218	169	177	243	270	212	224	Thu22	F	Adult	2015	Thu22	NA	Thu22	NA	NA	NA
2495	134	136	183	186	268	288	228	228	215	215	169	169	255	259	216	220	Thu20	F	Adult	2016	NA	NA	Thu20	NA	NA	NA
2496	134	136	183	186	268	288	228	228	214	214	169	177	251	255	220	220	Thu38	F	Adult	2017	NA	NA	NA	NA	Thu38	NA
2497	134	136	183	186	268	288	228	228	214	218	169	177	243	251	212	228	Thu20	F	Juv	2017	NA	NA	NA	NA	NA	Thu20
2499	134	136	183	186	268	288	228	228	218	218	169	169	247	247	220	224	Thu36	F	Adult	2016	NA	NA	Thu36	Thu36	NA	Thu36
2500	134	136	183	186	288	288	228	237	214	218	169	169	247	263	220	228	Thu26	F	Juv	2016	NA	NA	NA	Thu26	Thu26	Thu26
2502	134	136	183	186	288	288	228	237	218	218	169	177	247	247	212	220	Thu33	F	Juv	2015	NA	Thu33	Thu33	Thu33	NA	Thu33
2503	134	136	183	186	288	288	226	228	215	215	169	169	259	259	220	220	Thu37	F	Juv	2015	NA	Thu37	Thu37	NA	Thu37	NA
2504	134	136	183	186	288	288	226	228	218	218	169	169	243	259	220	220	Thu23	F	Adult	2015	Thu23	NA	NA	Thu23	NA	NA
2505	134	136	183	186	288	288	228	228	215	218	169	169	243	259	224	228	Thu39	F	Juv	2017	NA	NA	NA	NA	NA	Thu39
2506	134	136	183	186	288	288	228	228	214	218	169	177	247	259	220	220	Thu23	F	Adult	2015	Thu23	Thu23	NA	NA	NA	NA
2508	134	136	183	186	286	293	226	237	214	228	177	177	251	255	212	228	Thu26	F	Juv	2016	NA	NA	NA	Thu26	NA	NA
2509	134	136	183	186	286	293	226	237	0	0	177	177	251	255	212	228	Thu26	F	Juv	2016	NA	NA	NA	Thu26	Thu26	NA
2510	134	136	183	186	286	290	228	237	0	0	169	169	247	259	212	216	Thu29	F	Adult	2017	NA	NA	NA	NA	Thu29	NA
2512	134	136	183	186	268	286	228	228	214	214	169	169	259	259	220	224	Thu27	F	Adult	2016	NA	NA	Thu27	Thu27	NA	NA
2513	134	136	183	186	268	286	228	228	0	0	169	169	247	259	220	224	Thu27	F	Adult	2017	NA	NA	NA	NA	Thu27	NA
2514	134	136	183	186	286	286	226	228	214	215	169	177	247	247	220	224	Thu34	F	Juv	2015	NA	Thu34	Thu34	Thu34	NA	NA
2515	134	136	183	186	0	0	226	228	220	220	169	177	0	0	220	220	Thu32	F	Adult	2015	Thu32	NA	NA	NA	NA	NA
2516	134	136	183	186	286	290	226	228	218	220	169	177	247	247	220	220	Thu32	F	Adult	2015	Thu32	NA	NA	NA	NA	NA
2517	134	136	183	186	0	0	228	228	214	218	169	177	259	259	224	224	Thu23	F	Adult	2015	Thu23	NA	NA	NA	NA	NA
2518	134	136	186	188	268	268	229	229	215	215	169	169	238	251	212	220	Thu35	F	Juv	2015	NA	Thu35	Thu35	NA	NA	NA
2519	134	136	186	188	268	268	226	226	215	218	169	169	243	259	212	212	Thu27	F	Adult	2015	Thu27	NA	NA	NA	NA	NA
2520	134	136	186	188	268	288	229	229	215	215	169	169	238	251	212	220	Thu35	F	Adult	2015	Thu35	Thu35	NA	NA	NA	Thu35
2521	134	136	186	188	268	288	229	229	211	218	169	169	247	251	220	224	Thu35	F	Adult	2015	Thu35	Thu35	Thu35	Thu35	NA	NA
2522	134	136	186	188	268	288	228	229	215	218	169	177	247	247	212	220	Thu35	F	Juv	2015	NA	Thu35	NA	NA	NA	NA
2524	134	136	186	188	268	286	228	229	215	215	169	169	251	259	220	220	Thu35	F	Adult	2017	NA	NA	NA	NA	Thu35	NA
2526	134	136	186	188	268	286	228	229	215	218	169	177	238	247	212	224	Thu35	F	Juv	2015	NA	Thu35	NA	NA	NA	NA
2527	134	136	186	188	268	286	228	229	215	215	169	169	238	251	220	220	Thu35	F	Juv	2015	Thu35	Thu35	NA	Thu35	Thu35	NA
2528	134	136	186	188	268	286	226	228	215	218	169	169	243	259	212	224	Thu27	F	Adult	2015	Thu27	NA	NA	Thu36	Thu27	NA
2529	134	136	186	188	268	286	228	228	215	218	169	169	238	251	212	224	Thu35	F	Adult	2015	Thu35	Thu35	NA	Thu35	NA	Thu35
2530	134	136	186	188	268	286	228	228	0	0	169	169	243	259	212	224	Thu27	F	Juv	2017	NA	NA	NA	NA	NA	Thu27
2531	134	136	186	188	286	288	228	229	211	218	169	169	243	259	220	220	Thu35	F	Juv	2015	NA	Thu35	NA	NA	NA	NA
2535	134	136	186	188	286	286	229	229	211	215	169	169	251	259	220	220	Thu35	F	Adult	2015	Thu35	Thu35	NA	Thu35	Thu35	NA
2536	134	136	186	188	0	0	228	237	214	214	169	169	247	259	216	220	Thu26	F	Adult	2015	Thu26	NA	NA	NA	NA	NA
2537	134	136	186	188	0	0	228	229	215	215	169	169	247	247	220	220	Thu35	F	Juv	2015	NA	Thu35	NA	NA	NA	NA
2538	134	136	186	188	0	0	228	229	215	218	169	169	255	255	212	228	Thu21	F	Juv	2015	NA	Thu21	NA	NA	NA	NA
2539	134	136	186	188	0	0	228	228	218	218	169	169	243	243	220	220	Thu35	F	Juv	2015	NA	Thu35	NA	NA	NA	NA
2540	134	136	177	186	290	290	226	228	214	215	169	169	243	255	212	228	Thu39	F	Juv	2015	NA	Thu39	NA	NA	NA	Thu39
2541	134	136	177	186	290	290	226	228	214	218	169	177	247	255	220	228	Thu23	F	Adult	2015	Thu23	NA	Thu23	NA	NA	Thu23
2542	134	136	177	186	290	290	228	228	215	218	169	169	247	247	220	224	Thu23	F	Juv	2015	NA	Thu23	NA	NA	NA	NA
2543	134	136	177	186	268	293	226	228	215	218	169	177	247	251	220	224	Thu39	F	Adult	2017	NA	NA	NA	NA	Thu39	NA
2544	134	136	177	186	268	290	226	228	215	220	169	177	251	251	212	212	Thu26	F	Juv	2015	NA	Thu26	NA	NA	NA	NA
2545	134	136	177	186	268	290	226	228	215	215	169	177	251	251	212	212	Thu26	F	Adult	2015	Thu26	Thu26	Thu26	Thu26	NA	Thu26
2546	134	136	177	186	268	290	228	228	228	228	169	177	247	255	220	220	Thu23	F	Juv	2017	NA	NA	NA	NA	NA	Thu23
2547	134	136	177	186	268	290	228	228	214	215	169	169	238	247	212	232	Thu29	F	Adult	2015	Thu29	NA	NA	NA	NA	NA
2548	134	136	177	186	268	290	228	228	215	218	177	177	247	247	216	220	Thu25	F	Adult	2015	Thu25	Thu25	Thu25	NA	NA	NA
2549	134	136	177	186	268	290	228	228	218	218	169	177	247	255	220	220	Thu23	F	Adult	2015	Thu23	Thu23	NA	Thu23	NA	Thu23
2550	134	136	177	186	268	268	226	226	214	214	169	177	247	259	220	224	Thu34	F	Adult	2015	Thu34	NA	NA	NA	NA	NA
2551	134	136	177	186	268	268	228	237	215	220	169	177	243	263	220	236	Thu22	F	Adult	2016	NA	NA	Thu22	NA	NA	NA
