runs occurence mother
1 0.438423645320197 TRUE
2 0.431034482758621 TRUE
3 0.45320197044335 TRUE
4 0.450738916256158 TRUE
5 0.442364532019704 TRUE
6 0.410509031198686 TRUE
7 0.451794510907811 TRUE
8 0.454433497536946 TRUE
9 0.449370552818829 TRUE
10 0.442857142857143 TRUE
11 0.411106135244066 TRUE
12 0.442939244663383 TRUE
13 0.413035240621448 TRUE
14 0.446516537649543 TRUE
15 0.443021346469622 TRUE
16 0.449507389162562 TRUE
17 0.416690814256737 TRUE
18 0.446086480569239 TRUE
19 0.442053409385533 TRUE
20 0.443349753694581 TRUE
21 0.432559230588787 TRUE
22 0.431258396775638 TRUE
23 0.41807667594774 TRUE
24 0.442323481116585 TRUE
25 0.426600985221675 TRUE
26 0.45320197044335 TRUE
27 0.44991789819376 TRUE
28 0.425756509500352 TRUE
29 0.43281807372176 TRUE
30 0.438916256157635 TRUE
1 0.467980295566502 TRUE
2 0.403940886699507 TRUE
3 0.446633825944171 TRUE
4 0.470443349753695 TRUE
5 0.478817733990148 TRUE
6 0.454844006568144 TRUE
7 0.439831104855735 TRUE
8 0.427955665024631 TRUE
9 0.433497536945813 TRUE
10 0.457142857142857 TRUE
11 0.447380206000896 TRUE
12 0.431034482758621 TRUE
13 0.403940886699507 TRUE
14 0.445109078114004 TRUE
15 0.451888341543514 TRUE
16 0.441194581280788 TRUE
17 0.433207765864967 TRUE
18 0.44280240831965 TRUE
19 0.436608763287529 TRUE
20 0.445320197044335 TRUE
21 0.453436547032606 TRUE
22 0.455217196596507 TRUE
23 0.430713214821161 TRUE
24 0.439244663382594 TRUE
25 0.436256157635468 TRUE
26 0.440697233800682 TRUE
27 0.419266557197592 TRUE
28 0.440710767065447 TRUE
29 0.420587735688806 TRUE
30 0.43431855500821 TRUE
1 0.467980295566502 TRUE
2 0.455665024630542 TRUE
3 0.426929392446634 TRUE
4 0.45320197044335 TRUE
5 0.411822660098522 TRUE
6 0.440065681444992 TRUE
7 0.424349049964813 TRUE
8 0.45320197044335 TRUE
9 0.390257252326218 TRUE
10 0.445812807881773 TRUE
11 0.429467084639498 TRUE
12 0.426929392446634 TRUE
13 0.449412656309208 TRUE
14 0.420478536242083 TRUE
15 0.441379310344828 TRUE
16 0.443965517241379 TRUE
17 0.432628223703274 TRUE
18 0.453749315818281 TRUE
19 0.448794399792585 TRUE
20 0.433004926108374 TRUE
21 0.438189068730941 TRUE
22 0.437527989252127 TRUE
23 0.446990790319126 TRUE
24 0.421387520525452 TRUE
25 0.438620689655172 TRUE
26 0.435392194012884 TRUE
27 0.420908593322386 TRUE
28 0.425228712174525 TRUE
29 0.448955325293019 TRUE
30 0.405254515599343 TRUE
1 0.492610837438424 TRUE
2 0.46551724137931 TRUE
3 0.451559934318555 TRUE
4 0.438423645320197 TRUE
5 0.419704433497537 TRUE
6 0.366995073891626 TRUE
7 0.43560872624912 TRUE
8 0.437807881773399 TRUE
9 0.408866995073892 TRUE
10 0.426600985221675 TRUE
11 0.45320197044335 TRUE
12 0.430623973727422 TRUE
13 0.434634331186055 TRUE
14 0.432793807178044 TRUE
15 0.431527093596059 TRUE
16 0.417487684729064 TRUE
17 0.3969863807592 TRUE
18 0.44991789819376 TRUE
19 0.41845994296085 TRUE
20 0.431527093596059 TRUE
21 0.445460942997889 TRUE
22 0.424317062248097 TRUE
23 0.440137074319983 TRUE
24 0.444376026272578 TRUE
25 0.451822660098522 TRUE
26 0.435581659719591 TRUE
27 0.428388980113118 TRUE
28 0.425404644616467 TRUE
29 0.433667402751826 TRUE
30 0.445812807881773 TRUE
1 0.467980295566502 TRUE
2 0.463054187192118 TRUE
3 0.472906403940887 TRUE
4 0.422413793103448 TRUE
5 0.45615763546798 TRUE
6 0.435960591133005 TRUE
7 0.44405348346235 TRUE
8 0.398399014778325 TRUE
9 0.448823207443897 TRUE
10 0.422167487684729 TRUE
11 0.415136587550381 TRUE
12 0.438013136288998 TRUE
13 0.444865479348238 TRUE
14 0.441590429275158 TRUE
15 0.437766830870279 TRUE
16 0.433189655172414 TRUE
17 0.444798609098812 TRUE
18 0.4584017515052 TRUE
19 0.443349753694581 TRUE
20 0.455665024630542 TRUE
21 0.448275862068966 TRUE
22 0.432377966860725 TRUE
23 0.423859498822018 TRUE
24 0.44376026272578 TRUE
25 0.420098522167488 TRUE
26 0.430276619931792 TRUE
27 0.435322021528918 TRUE
28 0.447396199859254 TRUE
29 0.435705792423985 TRUE
30 0.444827586206897 TRUE
1 0.394088669950739 TRUE
2 0.421182266009852 TRUE
3 0.440065681444992 TRUE
4 0.434729064039409 TRUE
5 0.452216748768473 TRUE
6 0.452380952380952 TRUE
7 0.413089373680507 TRUE
8 0.414408866995074 TRUE
9 0.441160372194855 TRUE
10 0.453694581280788 TRUE
11 0.459023734885804 TRUE
12 0.453612479474548 TRUE
13 0.452444107616521 TRUE
14 0.44405348346235 TRUE
15 0.432183908045977 TRUE
16 0.452586206896552 TRUE
17 0.428281657490582 TRUE
18 0.421455938697318 TRUE
19 0.440757065076484 TRUE
20 0.417487684729064 TRUE
21 0.414496833216045 TRUE
22 0.441110613524407 TRUE
23 0.428143071321482 TRUE
24 0.431855500821018 TRUE
25 0.443743842364532 TRUE
26 0.426108374384236 TRUE
27 0.432767743112571 TRUE
28 0.439831104855735 TRUE
29 0.436555121454051 TRUE
30 0.452873563218391 TRUE
1 0.458128078817734 TRUE
2 0.403940886699507 TRUE
3 0.433497536945813 TRUE
4 0.447044334975369 TRUE
5 0.460098522167488 TRUE
6 0.451559934318555 TRUE
7 0.448979591836735 TRUE
8 0.441502463054187 TRUE
9 0.413245758073344 TRUE
10 0.437931034482759 TRUE
11 0.449171518137035 TRUE
12 0.455665024630542 TRUE
13 0.452444107616521 TRUE
14 0.457776213933849 TRUE
15 0.457471264367816 TRUE
16 0.435960591133005 TRUE
17 0.454071283685888 TRUE
18 0.425834701696771 TRUE
19 0.457350272232305 TRUE
20 0.435221674876847 TRUE
21 0.415904292751583 TRUE
22 0.439767129422302 TRUE
23 0.424287856071964 TRUE
24 0.446223316912972 TRUE
25 0.419113300492611 TRUE
26 0.433308071239106 TRUE
27 0.447363619777413 TRUE
28 0.420302603800141 TRUE
29 0.437914047902157 TRUE
30 0.429392446633826 TRUE
1 0.41871921182266 TRUE
2 0.426108374384236 TRUE
3 0.425287356321839 TRUE
4 0.413793103448276 TRUE
5 0.420689655172414 TRUE
6 0.427750410509031 TRUE
7 0.446868402533427 TRUE
8 0.460591133004926 TRUE
9 0.451559934318555 TRUE
10 0.408866995073892 TRUE
11 0.438871473354232 TRUE
12 0.431444991789819 TRUE
13 0.44600227358848 TRUE
14 0.448275862068966 TRUE
15 0.426929392446634 TRUE
16 0.438423645320197 TRUE
17 0.432628223703274 TRUE
18 0.441434044882321 TRUE
19 0.428571428571429 TRUE
20 0.418965517241379 TRUE
21 0.419188365001173 TRUE
22 0.439319301388267 TRUE
23 0.440993788819876 TRUE
24 0.444170771756979 TRUE
25 0.436059113300493 TRUE
26 0.441076165214096 TRUE
27 0.437328954570334 TRUE
28 0.444229415904293 TRUE
29 0.444029216918634 TRUE
30 0.427422003284072 TRUE
1 0.389162561576355 TRUE
2 0.423645320197044 TRUE
3 0.45320197044335 TRUE
4 0.45320197044335 TRUE
5 0.397044334975369 TRUE
6 0.438423645320197 TRUE
7 0.448979591836735 TRUE
8 0.448275862068966 TRUE
9 0.461959496442255 TRUE
10 0.435467980295566 TRUE
11 0.435736677115987 TRUE
12 0.422824302134647 TRUE
13 0.422887457370216 TRUE
14 0.446164672765658 TRUE
15 0.445977011494253 TRUE
16 0.423645320197044 TRUE
17 0.43146913937989 TRUE
18 0.450465243568692 TRUE
19 0.41871921182266 TRUE
20 0.440394088669951 TRUE
21 0.441003987802017 TRUE
22 0.428571428571429 TRUE
23 0.41272221032341 TRUE
24 0.441297208538588 TRUE
25 0.432906403940887 TRUE
26 0.452065176203107 TRUE
27 0.415435139573071 TRUE
28 0.419774806474314 TRUE
29 0.451673178189231 TRUE
30 0.429228243021346 TRUE
1 0.428571428571429 TRUE
2 0.467980295566502 TRUE
3 0.376026272577997 TRUE
4 0.458128078817734 TRUE
5 0.451231527093596 TRUE
6 0.44991789819376 TRUE
7 0.43560872624912 TRUE
8 0.439655172413793 TRUE
9 0.446633825944171 TRUE
10 0.430049261083744 TRUE
11 0.399910434393193 TRUE
12 0.415024630541872 TRUE
13 0.443349753694581 TRUE
14 0.434904996481351 TRUE
15 0.44072249589491 TRUE
16 0.451662561576355 TRUE
17 0.424514633439583 TRUE
18 0.414614121510673 TRUE
19 0.462535649468499 TRUE
20 0.445320197044335 TRUE
21 0.428102275392916 TRUE
22 0.450738916256158 TRUE
23 0.429856500321268 TRUE
24 0.444581280788177 TRUE
25 0.446305418719212 TRUE
26 0.449033724895794 TRUE
27 0.444809341361065 TRUE
28 0.437368050668543 TRUE
29 0.428741294377442 TRUE
30 0.436124794745484 TRUE
1 0.45320197044335 TRUE
2 0.426108374384236 TRUE
3 0.440065681444992 TRUE
4 0.432266009852217 TRUE
5 0.432512315270936 TRUE
6 0.460591133004926 TRUE
7 0.441942294159043 TRUE
8 0.427955665024631 TRUE
9 0.444444444444444 TRUE
10 0.394581280788177 TRUE
11 0.443349753694581 TRUE
12 0.444170771756979 TRUE
13 0.433497536945813 TRUE
14 0.422237860661506 TRUE
15 0.440394088669951 TRUE
16 0.421490147783251 TRUE
17 0.425673717762967 TRUE
18 0.435960591133005 TRUE
19 0.433238268084003 TRUE
20 0.404679802955665 TRUE
21 0.433966690124326 TRUE
22 0.427675772503359 TRUE
23 0.438852002570144 TRUE
24 0.438628899835796 TRUE
25 0.430935960591133 TRUE
26 0.440507768093975 TRUE
27 0.415982484948002 TRUE
28 0.430154820548909 TRUE
29 0.435026329199932 TRUE
30 0.436453201970443 TRUE
1 0.458128078817734 TRUE
2 0.433497536945813 TRUE
3 0.42200328407225 TRUE
4 0.467980295566502 TRUE
5 0.466009852216749 TRUE
6 0.454844006568144 TRUE
7 0.449683321604504 TRUE
8 0.458128078817734 TRUE
9 0.449370552818829 TRUE
10 0.451231527093596 TRUE
11 0.446484549932826 TRUE
12 0.410919540229885 TRUE
13 0.428571428571429 TRUE
14 0.450035186488388 TRUE
15 0.431527093596059 TRUE
16 0.450431034482759 TRUE
17 0.447116777745581 TRUE
18 0.428571428571429 TRUE
19 0.427793621985999 TRUE
20 0.440147783251232 TRUE
21 0.427633122214403 TRUE
22 0.45409762651142 TRUE
23 0.423645320197044 TRUE
24 0.445607553366174 TRUE
25 0.453793103448276 TRUE
26 0.4278135657446 TRUE
27 0.413063309615034 TRUE
28 0.427691766361717 TRUE
29 0.434177000169866 TRUE
30 0.448768472906404 TRUE
1 0.463054187192118 TRUE
2 0.408866995073892 TRUE
3 0.469622331691297 TRUE
4 0.448275862068966 TRUE
5 0.427586206896552 TRUE
6 0.409688013136289 TRUE
7 0.439127375087966 TRUE
8 0.437807881773399 TRUE
9 0.46031746031746 TRUE
10 0.438916256157635 TRUE
11 0.400358262427228 TRUE
12 0.444991789819376 TRUE
13 0.437665782493369 TRUE
14 0.439831104855735 TRUE
15 0.433169129720854 TRUE
16 0.451354679802956 TRUE
17 0.448565633149812 TRUE
18 0.4480021893815 TRUE
19 0.428312159709619 TRUE
20 0.448768472906404 TRUE
21 0.429744311517711 TRUE
22 0.433049708911778 TRUE
23 0.435210965945599 TRUE
24 0.441912972085386 TRUE
25 0.448866995073892 TRUE
26 0.441834028040925 TRUE
27 0.436416712278781 TRUE
28 0.435784658691063 TRUE
29 0.440801766604383 TRUE
30 0.444827586206897 TRUE
1 0.428571428571429 TRUE
2 0.458128078817734 TRUE
3 0.441707717569787 TRUE
4 0.439655172413793 TRUE
5 0.454187192118227 TRUE
6 0.388341543513957 TRUE
7 0.430682617874736 TRUE
8 0.451354679802956 TRUE
9 0.434592227695676 TRUE
10 0.439901477832512 TRUE
11 0.454993282579489 TRUE
12 0.420361247947455 TRUE
13 0.414929897688518 TRUE
14 0.445109078114004 TRUE
15 0.414121510673235 TRUE
16 0.438423645320197 TRUE
17 0.422776006954506 TRUE
18 0.438423645320197 TRUE
19 0.464350531501167 TRUE
20 0.441133004926108 TRUE
21 0.429040581749941 TRUE
22 0.431034482758621 TRUE
23 0.435425144570572 TRUE
24 0.443144499178982 TRUE
25 0.450246305418719 TRUE
26 0.441265630920803 TRUE
27 0.443532202152892 TRUE
28 0.432090077410274 TRUE
29 0.441481229828436 TRUE
30 0.425615763546798 TRUE
1 0.458128078817734 TRUE
2 0.458128078817734 TRUE
3 0.410509031198686 TRUE
4 0.460591133004926 TRUE
5 0.395073891625616 TRUE
6 0.435960591133005 TRUE
7 0.437016185784659 TRUE
8 0.449507389162562 TRUE
9 0.441160372194855 TRUE
10 0.458128078817734 TRUE
11 0.45141065830721 TRUE
12 0.444170771756979 TRUE
13 0.433876468359227 TRUE
14 0.420478536242083 TRUE
15 0.439737274220033 TRUE
16 0.430726600985222 TRUE
17 0.443059982613735 TRUE
18 0.415708812260536 TRUE
19 0.420015556131709 TRUE
20 0.427339901477833 TRUE
21 0.441003987802017 TRUE
22 0.405060456784595 TRUE
23 0.451060184193617 TRUE
24 0.423234811165846 TRUE
25 0.443743842364532 TRUE
26 0.425350511557408 TRUE
27 0.421820835613939 TRUE
28 0.43789584799437 TRUE
29 0.446577204008833 TRUE
30 0.452052545155993 TRUE
1 0.428571428571429 TRUE
2 0.455665024630542 TRUE
3 0.45320197044335 TRUE
4 0.449507389162562 TRUE
5 0.436453201970443 TRUE
6 0.445812807881773 TRUE
7 0.47009148486981 TRUE
8 0.427339901477833 TRUE
9 0.424192665571976 TRUE
10 0.455172413793103 TRUE
11 0.439319301388267 TRUE
12 0.437192118226601 TRUE
13 0.455475558923835 TRUE
14 0.456016889514426 TRUE
15 0.40952380952381 TRUE
16 0.463054187192118 TRUE
17 0.438423645320197 TRUE
18 0.441981390257252 TRUE
19 0.441016333938294 TRUE
20 0.442118226600985 TRUE
21 0.44475721323012 TRUE
22 0.440214957456337 TRUE
23 0.439708717070036 TRUE
24 0.426724137931034 TRUE
25 0.441970443349754 TRUE
26 0.437665782493369 TRUE
27 0.424375114030286 TRUE
28 0.424700914848698 TRUE
29 0.441311364022422 TRUE
30 0.447454844006568 TRUE
1 0.403940886699507 TRUE
2 0.443349753694581 TRUE
3 0.408866995073892 TRUE
4 0.461822660098522 TRUE
5 0.439408866995074 TRUE
6 0.446633825944171 TRUE
7 0.447572132301196 TRUE
8 0.416256157635468 TRUE
9 0.448275862068966 TRUE
10 0.417241379310345 TRUE
11 0.416032243618451 TRUE
12 0.448275862068966 TRUE
13 0.431602879878742 TRUE
14 0.37649542575651 TRUE
15 0.421018062397373 TRUE
16 0.419334975369458 TRUE
17 0.444508838017966 TRUE
18 0.43951833607006 TRUE
19 0.447757324345346 TRUE
20 0.439162561576355 TRUE
21 0.437719915552428 TRUE
22 0.436184505150022 TRUE
23 0.459413150567573 TRUE
24 0.423440065681445 TRUE
25 0.449261083743842 TRUE
26 0.446949602122016 TRUE
27 0.42911877394636 TRUE
28 0.42329345531316 TRUE
29 0.432987939527773 TRUE
30 0.452709359605911 TRUE
1 0.492610837438424 TRUE
2 0.448275862068966 TRUE
3 0.48440065681445 TRUE
4 0.431034482758621 TRUE
5 0.455172413793103 TRUE
6 0.435960591133005 TRUE
7 0.446164672765658 TRUE
8 0.449507389162562 TRUE
9 0.447728516694034 TRUE
10 0.441871921182266 TRUE
11 0.440214957456337 TRUE
12 0.442528735632184 TRUE
13 0.446381205001895 TRUE
14 0.446164672765658 TRUE
15 0.454515599343186 TRUE
16 0.411330049261084 TRUE
17 0.448855404230658 TRUE
18 0.4272030651341 TRUE
19 0.457350272232305 TRUE
20 0.436453201970443 TRUE
21 0.41871921182266 TRUE
22 0.438423645320197 TRUE
23 0.437995288070251 TRUE
24 0.40311986863711 TRUE
25 0.450049261083744 TRUE
26 0.430655551345206 TRUE
27 0.44280240831965 TRUE
28 0.438951442646024 TRUE
29 0.433837268557839 TRUE
30 0.441707717569787 TRUE
1 0.423645320197044 TRUE
2 0.443349753694581 TRUE
3 0.48111658456486 TRUE
4 0.428571428571429 TRUE
5 0.470935960591133 TRUE
6 0.388341543513957 TRUE
7 0.434201266713582 TRUE
8 0.439655172413793 TRUE
9 0.447181171319102 TRUE
10 0.391133004926108 TRUE
11 0.416480071652485 TRUE
12 0.419540229885057 TRUE
13 0.430087154225085 TRUE
14 0.415552427867699 TRUE
15 0.438423645320197 TRUE
16 0.451662561576355 TRUE
17 0.443059982613735 TRUE
18 0.44280240831965 TRUE
19 0.442831215970962 TRUE
20 0.440886699507389 TRUE
21 0.431151771053249 TRUE
22 0.450291088222123 TRUE
23 0.439708717070036 TRUE
24 0.418924466338259 TRUE
25 0.426600985221675 TRUE
26 0.435771125426298 TRUE
27 0.43586936690385 TRUE
28 0.433849401829697 TRUE
29 0.434686597587906 TRUE
30 0.419868637110016 TRUE
1 0.374384236453202 TRUE
2 0.46551724137931 TRUE
3 0.446633825944171 TRUE
4 0.445812807881773 TRUE
5 0.414778325123153 TRUE
6 0.397372742200328 TRUE
7 0.420126671358198 TRUE
8 0.429187192118227 TRUE
9 0.443897099069513 TRUE
10 0.439901477832512 TRUE
11 0.433945364979848 TRUE
12 0.444581280788177 TRUE
13 0.440318302387268 TRUE
14 0.426812104152006 TRUE
15 0.434811165845649 TRUE
16 0.431650246305419 TRUE
17 0.458707620979426 TRUE
18 0.462780514504652 TRUE
19 0.458387347679544 TRUE
20 0.444088669950739 TRUE
21 0.447806708890453 TRUE
22 0.439319301388267 TRUE
23 0.434354251445706 TRUE
24 0.454638752052545 TRUE
25 0.427783251231527 TRUE
26 0.437097385373247 TRUE
27 0.420543696405765 TRUE
28 0.421358198451795 TRUE
29 0.435875658229998 TRUE
30 0.436945812807882 TRUE
1 0.45320197044335 TRUE
2 0.401477832512315 TRUE
3 0.430213464696223 TRUE
4 0.439655172413793 TRUE
5 0.445320197044335 TRUE
6 0.458949096880131 TRUE
7 0.442646023926812 TRUE
8 0.437192118226601 TRUE
9 0.43240284619595 TRUE
10 0.449261083743842 TRUE
11 0.410210479175996 TRUE
12 0.428981937602627 TRUE
13 0.44600227358848 TRUE
14 0.427515833919775 TRUE
15 0.446305418719212 TRUE
16 0.417795566502463 TRUE
17 0.390031874818893 TRUE
18 0.452380952380952 TRUE
19 0.449572206378014 TRUE
20 0.435714285714286 TRUE
