"offspring" "father" "fatherID" "distance"
"M244" "M244" 2753 0
"M1106" "M1975" 1808 13.9368197869525
"M811" "M244" 2753 15.426762388756
"M1551" "M244" 2753 10.9201582343377
"M1551" "M809" 3880 9.25024798792298
"M1106" "M809" 3880 9.56349995415966
"M1113" "M809" 3880 9.71938617752328
"M813" "M809" 3880 5.12703685774854
"M811" "M1106" 3761 14.011732679521
"M1079" "M1106" 3761 47.8198898712724
"M813" "M1975" 1073 21.6040948177284
"M244" "M1106" 2607 16.6865836824217
"M831" "M1106" 3761 19.856672091426
"M811" "M1106" 3761 14.011732679521
"M809" "PP1" 298 9.11055069512377
"M831" "M1106" 2607 19.856672091426
"M811" "M809" 3880 5.04395856330814
"M1975" "M1975" 1837 0
"M1106" "M1551" 2398 18.3934698808462
"M244" "PP1" 1389 17.3899023603931
"M831" "M831" 139 0
"M831" "M831" 2129 0
"M1106" "M1106" 2599 0
"PP3" "M1975" 1097 13.6591725309532
"M813" "M831" 2129 16.7784938898924
"M1102" "M1079" 1501 32.6443132842583
"PP3" "M1975" 1097 13.6591725309532
"M815" "M831" 112 19.2931722976415
"M1551" "M1551" 2398 0
"M815" "M831" 2129 19.2931722976415
"M831" "PP1" 1389 19.9510751901992
"M831" "M831" 2129 0
"M815" "M1975" 1097 23.7121027109289
"M1551" "M1551" 2387 0
"PP3" "M1975" 1097 13.6591725309532
"M831" "M831" 245 0
"M831" "M831" 112 0
"PP1" "PP1" 1389 0
"M1112" "M831" 112 17.3340569387504
"M1113" "M1079" 1501 55.5922883933455
"M1975" "M1975" 1837 0
"M831" "M831" 139 0
"M1106" "M1079" 1501 47.8198898712724
"PP1" "M1975" 1837 15.0921392726624
"CXSGT" "M1079" 1501 3.8245899547104
"PP3" "M1106" 3571 0.688501335647245
"M1975" "M1975" 1097 0
"M1112" "M831" 112 17.3340569387504
"M831" "M831" 2129 0
"M1106" "M1551" 2387 18.3934698808462
"M1102" "M1079" 1501 32.6443132842583
"M831" "M1975" 1138 30.708499740568
"M1979" "M1975" 1138 8.55429663054313
"M1975" "CXSGT" 3811 43.7433061467208
"M1975" "CXSGT" 3811 43.7433061467208
"M1079" "M1113" 2488 55.5922883933455
"M1975" "M1975" 1808 0
"PP1" "M809" 3880 9.11055069512377
"M831" "M831" 2136 0
"M244" "M1975" 1073 24.4286741605974
"M811" "M1106" 3571 14.011732679521
"M244" "M831" 2136 8.30789714020571
"M1979" "M809" 3880 28.5057333918806
"M809" "M809" 3880 0
"M1551" "M809" 1900 9.25024798792298
"M244" "M809" 1900 12.4683596594172
"M1975" "M1975" 1837 0
"PP1" "M809" 3880 9.11055069512377
"PP3" "M1106" 696 0.688501335647245
"M809" "M809" 1900 0
"M831" "M244" 3013 8.30789714020571
"M1102" "M1979" 2586 39.9837394549672
"M809" "M1979" 2586 28.5057333918806
"M1113" "PP1" 1389 12.204593059158
"CXSGT" "CXSGT" 3811 0
"M1979" "M1975" 1073 8.55429663054313
"M831" "M1979" 2586 37.8443330066904
"M831" "M809" 1900 11.7162865951159
"M831" "M1113" 2488 19.6655651724171
"M1106" "M1079" 1504 47.8198898712724
"PP3" "M1079" 1504 48.3881871204452
"M1975" "M1079" 1504 47.5454478262668
"PP3" "M809" 1900 10.1137000049714
"M809" "M809" 1900 0
"M1975" "M831" 139 30.708499740568
"M1113" "M809" 3880 9.71938617752328
"M1975" "M1975" 1138 0
"M1979" "M244" 3013 32.3231369626845
"CXSGT" "M1979" 2586 52.0604452083655
"M244" "M1979" 2586 32.3231369626845
"M809" "M809" 3880 0
"PP3" "M1975" 1097 13.6591725309532
"PP1" "PP1" 298 0
"M1106" "M1106" 696 0
"PP3" "M1106" 3761 0.688501335647245
"M831" "M831" 2136 0
"PP3" "M1106" 696 0.688501335647245
"M1079" "M1079" 1522 0
"M1979" "PP1" 1389 19.6036086151004
"M1079" "M1079" 1522 0
"M1113" "M831" 112 19.6655651724171
"CXSGT" "M809" 3880 42.3933137125432
"M831" "M1975" 1837 30.708499740568
"M1102" "M1975" 1837 32.2237524733374
"M1106" "M809" 1888 9.56349995415966
"M244" "M1079" 1504 33.4468897828314
"M831" "M809" 1888 11.7162865951159
"M831" "M809" 1888 11.7162865951159
"M1113" "M809" 1888 9.71938617752328
"M1106" "M1975" 1837 13.9368197869525
"M1106" "M815" 779 10.1960279416473
"M815" "M1551" 2398 16.0252645037953
"M809" "M813" 2000 5.12703685774854
"M815" "M815" 779 0
"M1079" "M815" 779 53.8147865477219
"M1979" "M1975" 1138 8.55429663054313
"M811" "M815" 779 8.42797943036301
"M811" "M815" 779 8.42797943036301
"M813" "M813" 2000 0
"M811" "M1975" 1097 27.7110575189975
"M811" "M815" 779 8.42797943036301
"M811" "M815" 779 8.42797943036301
"M1113" "M813" 2000 6.34904164407711
"PP1" "M815" 779 8.80214970369225
"M1113" "M813" 2000 6.34904164407711
"M809" "M813" 2000 5.12703685774854
"PP1" "M813" 2000 6.53572273152849
"M1106" "M813" 2000 7.69070732401602
"M1979" "M1975" 1073 8.55429663054313
"M1979" "M1975" 3315 8.55429663054313
"M1979" "M1079" 1491 55.8423330585033
"M831" "PP1" 1389 19.9510751901992
"PP3" "M244" 3013 17.3658010941018
"M1551" "M1551" 2537 0
"M831" "M831" 112 0
"M831" "M831" 245 0
"M811" "M1079" 1491 48.5408997560189
"M1551" "M1551" 2537 0
"M831" "M244" 3013 8.30789714020571
"CXSGT" "M1079" 1501 3.8245899547104
"M831" "M1975" 1838 30.708499740568
"M1975" "M1975" 1838 0
"M831" "M1975" 1838 30.708499740568
"M831" "M1551" 2537 4.10018723290228
"M809" "M831" 139 11.7162865951159
"M244" "M1106" 2599 16.6865836824217
"M1551" "M1975" 3315 30.5424764947915
"PP3" "M1106" 2599 0.688501335647245
"M1975" "M1975" 3315 0
"CXSGT" "M1079" 1501 3.8245899547104
"M1079" "M1079" 1491 0
"M1551" "M1551" 2537 0
"M813" "M1102" 3363 21.495518657887
"M1975" "M1975" 3315 0
"M1979" "M1106" 2599 18.9465109772316
"PP1" "M1079" 1491 48.9876596920698
"M1551" "M1551" 2537 0
"M1106" "M1102" 3363 23.2286243111935
"M1113" "M1113" 3455 0
"M809" "M1102" 3870 16.3699560374414
"M831" "M1113" 3455 19.6655651724171
"PP1" "M1113" 3455 12.204593059158
"M809" "M1102" 3870 16.3699560374414
"M809" "M1106" 2599 9.56349995415966
"M1975" "M1102" 3870 32.2237524733374
"M1975" "M1975" 1831 0
"M811" "M1975" 1831 27.7110575189975
"M811" "M1113" 3455 8.06088759481384
"M244" "M831" 1563 8.30789714020571
"M809" "M831" 1563 11.7162865951159
"M1979" "M244" 3013 32.3231369626845
"M831" "M831" 139 0
"M831" "M831" 1563 0
"M1112" "M831" 1563 17.3340569387504
"M815" "M244" 3013 20.4762979870851
"M831" "M831" 2129 0
"PP1" "M1079" 1522 48.9876596920698
"M831" "M1106" 3571 19.856672091426
"M1975" "M831" 2129 30.708499740568
"M1979" "M1975" 1138 8.55429663054313
"M1979" "M809" 1888 28.5057333918806
"M1979" "M809" 1888 28.5057333918806
"M831" "M1975" 1138 30.708499740568
"M1106" "M809" 1888 9.56349995415966
"PP1" "M1106" 2599 1.49482186150384
"M1551" "PP1" 298 18.1927227241332
"M811" "PP1" 298 13.2396632190457
"M831" "M831" 1561 0
"M1106" "M1079" 1504 47.8198898712724
"M811" "M811" 1781 0
"M831" "M831" 1561 0
"M1551" "M1975" 3572 30.5424764947915
"M1113" "M1079" 1501 55.5922883933455
"M815" "M831" 139 19.2931722976415
"PP3" "M1975" 1097 13.6591725309532
"M831" "M831" 92 0
"M1975" "M1975" 1805 0
"M1975" "M1975" 1805 0
"M1079" "M815" 779 53.8147865477219
"M1079" "M1106" 1755 47.8198898712724
"M813" "M831" 92 16.7784938898924
"M831" "M831" 92 0
"PP3" "M1975" 1805 13.6591725309532
"M1102" "M1975" 1805 32.2237524733374
"M831" "M831" 92 0
"M1079" "M1975" 1805 47.5454478262668
"PP3" "M1106" 1755 0.688501335647245
"M809" "M1102" 3363 16.3699560374414
"M809" "M1975" 1837 22.8857382065525
"M1975" "M1975" 1805 0
"PP3" "M1975" 1805 13.6591725309532
"M831" "M1113" 3455 19.6655651724171
"M244" "M831" 1618 8.30789714020571
"M1551" "M831" 1618 4.10018723290228
"M244" "M831" 1618 8.30789714020571
"M831" "M831" 1618 0
"M1113" "M1113" 3455 0
"M809" "M1106" 3571 9.56349995415966
"M1979" "M1975" 1837 8.55429663054313
"PP3" "M815" 779 10.2597813910671
"M811" "M815" 779 8.42797943036301
"M815" "M244" 3013 20.4762979870851
"M809" "M1979" 25 28.5057333918806
"M244" "M809" 3807 12.4683596594172
"M1106" "M809" 3807 9.56349995415966
"M815" "M809" 3807 8.12584138208218
"M1106" "M809" 3807 9.56349995415966
"PP1" "M831" 1563 19.9510751901992
"M809" "M809" 3807 0
"M1551" "M809" 3807 9.25024798792298
"M831" "M1551" 3867 4.10018723290228
"M831" "M1551" 3867 4.10018723290228
"M831" "M1106" 2599 19.856672091426
"M831" "M831" 1618 0
"M831" "M831" 139 0
"PP1" "M1079" 1522 48.9876596920698
"PP3" "M1079" 1522 48.3881871204452
"M811" "M1106" 3571 14.011732679521
"PP1" "M1975" 1073 15.0921392726624
"M815" "M1975" 1837 23.7121027109289
"M1079" "M1079" 1501 0
"M1079" "M1551" 3867 42.0490134810415
"M831" "M809" 1888 11.7162865951159
"M1979" "M1979" 18 0
"M1975" "M1979" 18 8.55429663054313
"M1551" "M1551" 3867 0
"M1979" "M1979" 18 0
"M1551" "M1975" 1073 30.5424764947915
"M831" "M1975" 1073 30.708499740568
"M244" "M1079" 1501 33.4468897828314
"M831" "M831" 2129 0
"PP3" "M813" 2000 7.94720761723939
"M244" "M1102" 3363 7.83777558222255
"M1975" "M1975" 1097 0
"M811" "M831" 2129 11.6637467327904
"M1106" "M815" 779 10.1960279416473
"M244" "M244" 3016 0
"PP3" "M1102" 3856 23.9162237629458
"PP3" "M1102" 3856 23.9162237629458
"PP3" "M244" 3016 17.3658010941018
"M244" "M244" 3016 0
"M831" "M1102" 3856 5.54589496097235
"M811" "M244" 3013 15.426762388756
"M811" "M244" 3013 15.426762388756
"M1079" "M1975" 1073 47.5454478262668
"M809" "M244" 568 12.4683596594172
"M809" "M1551" 2537 9.25024798792298
"M1079" "M244" 568 33.4468897828314
"M809" "M244" 568 12.4683596594172
"M1106" "M244" 568 16.6865836824217
"PP1" "M244" 568 17.3899023603931
"M1102" "M831" 2136 5.54589496097235
"M831" "M1106" 1065 19.856672091426
"M1079" "M1079" 1501 0
"M831" "M831" 2136 0
"M831" "M831" 2136 0
"M811" "M831" 2136 11.6637467327904
"M831" "M1975" 1138 30.708499740568
"M244" "M1079" 1501 33.4468897828314
