Picardy dataset																	
3832	19	8	2	3													
M815																	
PP3																	
M1979																	
M831																	
M813																	
M1975																	
M1079																	
M244																	
M811																	
PP1																	
M113																	
M1551																	
M1102																	
M1106																	
M809																	
M1112																	
CXSGT
M1113
M399
pop	ind	rha101	rha101b	rha109	rha109b	rha4	rha4b	rha7	rha7b	rhc108	rhc108b	rhc3	rhc3b	rhd102	rhd102b	rhd103	rhd103b
1	3449	148	148	190	190	290	290	235	237	0	0	169	169	0	0	224	228
2	1682	134	136	183	188	268	288	233	235	216	220	169	169	234	238	220	220
3	2604	125	134	184	186	288	290	229	241	211	216	181	181	238	243	212	216
4	3250	136	138	175	186	268	286	228	235	211	216	169	173	243	247	224	224
4	1452	146	146	184	186	284	284	235	239	0	0	169	169	0	0	216	216
5	393	136	138	175	186	265	268	233	241	218	220	169	173	238	243	216	228
4	258	136	136	184	186	268	284	228	231	218	222	165	169	247	255	216	220
4	107	136	136	175	183	265	268	233	235	220	222	173	177	247	255	220	224
6	2960	136	136	183	186	288	288	229	233	211	216	169	169	255	259	216	216
7	1589	136	138	175	177	265	268	235	237	211	218	169	169	251	255	216	216
8	491	136	136	177	184	268	284	237	241	211	216	169	173	247	251	220	228
3	2574	136	138	184	186	268	288	229	229	218	220	177	181	247	251	212	216
9	371	136	136	186	190	268	268	228	233	218	220	165	173	251	263	216	220
6	1102	134	136	186	188	288	288	229	239	220	220	169	181	255	259	212	212
10	2300	136	136	186	190	288	290	235	241	211	216	169	173	243	243	216	220
8	579	136	136	175	175	246	290	229	235	211	211	0	0	247	247	224	224
9	277	136	136	184	188	284	284	237	241	211	218	169	169	243	255	216	228
18	1697	136	136	175	186	288	290	229	233	211	216	169	169	247	251	220	224
5	1739	136	136	175	186	288	288	228	229	211	216	169	173	243	251	224	224
9	1778	136	136	175	177	286	288	228	231	216	218	165	169	251	259	220	224
1	795	134	138	184	186	284	290	235	241	211	211	169	173	247	247	216	224
12	2394	136	136	175	175	268	268	228	228	0	0	0	0	255	255	220	220
12	694	136	142	175	186	268	288	233	235	210	216	169	169	247	255	220	224
5	912	136	136	175	175	265	288	228	241	207	216	169	173	251	251	220	224
4	270	136	136	186	186	265	268	229	231	211	216	169	173	247	259	216	224
8	505	136	138	175	186	268	288	229	235	216	216	173	173	255	255	220	220
3	25	125	136	186	188	268	284	228	229	216	220	169	169	247	255	212	216
4	3647	136	136	175	177	268	284	233	235	211	216	169	169	251	263	216	216
13	2216	136	138	175	188	284	288	233	237	216	222	169	173	238	251	224	232
4	1671	136	136	175	190	268	268	235	237	211	218	169	173	251	255	220	232
1	3039	136	136	188	190	268	288	229	235	216	218	169	173	251	251	224	228
7	1591	136	136	177	184	268	268	229	235	211	218	169	169	247	251	220	220
7	1497	136	136	186	186	265	284	229	239	210	210	169	173	243	255	212	220
4	1647	125	136	186	188	288	290	235	241	207	216	169	169	251	255	212	216
3	3425	136	136	184	188	286	286	228	228	216	220	169	169	247	255	212	212
6	2247	136	136	186	186	268	288	228	228	216	218	0	0	238	238	212	212
14	718	134	138	175	186	268	288	235	241	218	220	173	177	238	243	220	224
15	1051	136	138	186	190	268	288	233	235	218	218	169	173	238	243	224	228
13	3372	134	134	175	190	268	288	235	241	216	216	169	181	255	263	216	220
15	1018	136	136	173	188	268	268	233	235	211	218	173	177	243	263	224	232
9	554	136	138	175	186	268	286	233	239	216	220	169	169	251	255	216	224
7	3908	125	136	175	186	265	265	229	235	212	220	169	173	251	255	216	228
1	36	136	138	175	184	268	290	228	237	216	218	169	169	238	247	212	228
14	740	136	146	175	186	284	288	233	239	211	220	169	169	251	259	224	228
14	1060	136	138	186	186	288	288	229	231	211	216	173	173	247	247	216	224
1	3041	136	136	175	188	268	288	237	241	216	216	169	169	243	251	220	224
4	142	134	136	183	186	265	268	228	233	216	222	173	173	255	259	216	224
6	1086	136	138	186	186	284	290	228	239	218	220	169	169	243	255	220	220
15	1106	136	136	188	188	286	288	237	241	218	218	165	177	251	259	216	224
4	3218	136	136	175	183	268	286	235	237	216	220	169	169	255	259	216	224
1	3159	136	136	186	188	265	268	235	241	220	220	169	169	251	259	220	224
19	2575	136	136	175	175	0	0	228	228	216	216	173	173	251	255	212	220
5	915	134	136	175	188	265	268	228	235	220	220	169	169	238	255	216	228
14	1002	136	138	177	188	265	268	228	229	216	218	169	173	243	247	224	232
1	3167	136	136	175	188	265	290	231	239	216	220	169	169	238	247	216	224
4	667	136	136	175	177	268	290	229	233	216	216	169	169	255	263	216	220
9	3151	136	136	0	0	0	0	231	231	220	220	169	173	247	247	220	220
4	1956	134	142	175	188	268	268	229	231	216	218	169	169	251	255	216	220
7	1496	136	146	186	188	268	288	231	233	211	216	169	169	247	255	216	220
12	648	136	138	186	186	268	268	233	237	216	216	169	173	255	255	224	224
4	227	136	136	175	186	265	288	233	233	216	216	173	173	247	255	224	224
13	1823	136	136	186	188	286	288	228	235	216	216	169	169	251	255	216	228
4	3552	136	136	175	186	268	288	235	237	216	218	169	173	247	263	216	232
13	417	136	136	184	186	268	288	233	233	216	216	169	169	255	255	216	220
15	1895	136	138	175	175	290	290	233	237	216	218	169	169	247	259	220	224
18	914	136	136	173	186	268	290	239	241	211	218	169	169	238	238	220	224
9	2176	136	138	175	186	268	286	233	233	211	218	169	169	247	259	220	228
9	2429	134	138	177	188	268	268	235	237	220	220	169	173	243	255	224	232
3	2610	136	136	177	188	265	288	229	237	220	220	169	177	234	251	212	216
15	1260	136	146	186	186	268	268	231	241	211	211	169	169	251	255	224	228
14	953	136	136	175	175	268	268	231	231	216	216	173	173	243	255	220	220
2	1221	136	136	177	186	265	290	235	241	218	218	169	173	238	255	212	216
18	929	136	136	186	188	268	288	228	233	216	216	169	169	238	251	216	220
3	67	134	136	186	188	268	268	235	235	216	218	169	169	251	255	216	220
4	2932	136	136	186	186	284	286	229	241	216	220	169	169	251	255	212	216
7	1602	125	136	177	184	265	268	229	229	211	216	169	177	247	255	216	216
4	3695	136	136	183	186	268	286	231	233	216	228	169	181	234	255	224	228
4	3270	125	136	188	188	0	0	229	239	216	216	169	173	255	255	212	224
13	2224	136	142	175	177	288	290	229	233	210	211	173	173	255	255	216	224
3	3062	136	136	177	186	0	0	229	229	216	216	169	177	255	255	212	216
4	1652	136	136	175	175	268	288	229	237	211	218	169	173	247	251	220	224
5	2954	125	146	186	188	268	290	229	237	211	220	169	177	251	251	224	224
16	2370	125	136	175	190	268	290	229	241	216	218	165	169	247	251	216	232
1	819	136	138	175	186	265	268	237	237	216	216	169	173	251	251	216	220
4	3678	142	142	188	188	268	268	0	0	0	0	169	169	255	255	216	220
7	3184	125	125	177	184	0	0	229	229	211	216	169	177	247	255	212	216
4	94	136	136	175	177	265	268	233	237	211	220	169	173	255	259	216	220
16	2483	136	136	177	188	288	288	229	233	220	220	165	169	251	263	220	224
4	123	125	136	175	186	265	284	231	233	216	216	173	173	251	251	212	224
19	1527	136	136	175	190	268	268	229	233	216	220	173	173	247	251	216	224
8	571	125	125	175	175	268	284	231	241	211	216	169	173	238	251	212	216
7	1584	136	150	186	188	284	288	228	235	211	216	169	173	243	251	212	236
8	588	138	138	175	184	0	0	235	237	216	216	173	173	0	0	224	228
12	647	125	136	175	186	268	284	231	235	218	220	169	173	247	251	220	224
4	2852	136	138	186	188	265	288	229	231	211	220	169	173	247	251	216	220
2	1679	136	138	175	186	288	293	224	229	216	218	173	173	243	251	220	228
16	5	134	136	175	175	268	284	228	235	211	216	169	177	234	251	220	228
15	1902	138	146	186	188	265	288	228	237	211	216	169	169	259	259	224	228
14	1760	136	146	177	183	268	290	229	233	218	220	169	173	247	255	216	224
13	3199	136	136	186	188	0	0	229	229	216	218	169	169	238	255	212	216
15	2312	136	136	175	188	268	288	228	241	218	218	169	169	259	259	216	224
6	2231	136	136	186	188	284	288	229	239	216	216	169	169	234	234	212	228
3	60	136	136	177	177	268	268	239	239	218	218	169	169	255	255	212	216
12	2548	136	138	184	186	265	265	233	237	216	216	169	169	255	255	224	224
9	1786	136	136	175	188	265	268	235	239	211	220	169	173	251	251	220	224
4	3685	136	136	175	177	288	290	241	241	211	216	169	173	255	255	220	228
