Picardy dataset																	
15	1897	136	138	175	186	268	290	235	241	211	216	169	173	243	263	216	228
4	1569	136	136	0	0	268	290	228	228	216	216	169	177	247	259	224	228
10	565	125	136	173	186	284	290	231	243	207	216	169	169	251	251	224	224
18	3820	136	136	186	186	0	0	228	228	0	0	169	169	251	255	220	224
1	1336	136	136	175	188	265	265	237	237	216	216	169	169	243	251	216	220
15	1089	136	136	175	186	265	268	228	241	216	218	169	173	247	259	216	224
14	2049	138	142	175	190	286	290	235	237	211	216	173	173	238	251	220	228
4	1660	136	136	186	186	286	286	235	241	216	216	169	173	251	255	228	228
9	537	136	136	175	175	284	288	231	237	216	216	169	173	247	255	216	220
6	2473	136	136	186	186	268	288	231	231	211	218	169	169	234	259	212	216
10	87	136	136	188	188	288	290	233	239	207	218	169	173	247	255	220	224
15	1083	136	136	175	186	268	288	237	241	216	216	169	173	247	259	224	224
10	2549	136	136	175	186	265	288	235	241	211	220	169	169	251	263	220	220
12	632	136	136	175	188	265	268	229	229	211	211	173	173	247	251	224	224
15	3511	136	146	184	186	288	290	228	241	216	220	169	173	255	259	220	224
15	3543	134	136	175	186	288	288	233	235	216	220	169	169	243	251	212	220
3	2280	136	136	184	186	268	284	229	239	216	216	0	0	0	0	212	212
3	24	136	136	177	177	284	290	229	233	220	220	181	181	234	259	212	224
4	125	134	136	188	190	290	290	229	233	216	218	169	169	251	255	220	224
4	1916	138	146	175	188	288	288	231	233	216	220	169	169	234	255	212	216
5	904	136	142	175	186	268	288	228	241	216	218	169	169	243	259	224	224
15	3099	146	146	186	188	268	288	228	231	211	216	169	169	255	259	224	228
3	2266	136	140	184	186	268	286	233	239	211	220	169	169	255	255	216	220
13	2219	136	136	175	184	284	288	233	235	210	216	169	173	247	255	224	228
10	1389	125	136	175	175	265	286	233	233	220	220	173	177	238	255	224	224
8	576	136	136	175	186	284	290	229	235	211	216	169	173	247	255	224	224
4	1148	134	136	177	188	268	288	231	235	216	220	169	169	251	255	220	220
10	1145	136	136	177	186	284	288	229	231	216	218	169	169	243	251	224	228
4	672	136	136	175	186	268	268	228	228	210	216	169	177	238	243	220	224
16	59	125	136	175	188	268	288	228	229	211	218	169	169	259	263	220	224
14	2454	125	136	186	186	288	288	233	235	211	216	177	177	243	259	220	232
15	1866	136	138	175	188	288	290	239	241	216	220	169	173	243	247	220	224
9	373	136	138	177	186	290	290	228	231	216	220	169	177	247	251	216	220
1	3048	136	138	186	190	265	265	231	233	216	218	169	169	251	251	220	224
2	952	136	136	188	190	268	286	229	241	211	216	177	177	255	255	220	224
2	1993	136	136	175	188	265	265	235	235	216	228	0	0	0	0	216	220
18	1159	136	138	186	186	268	284	237	241	211	218	169	173	238	251	216	216
15	3129	136	136	175	186	0	0	235	237	216	220	173	177	243	243	216	220
14	2055	136	138	183	188	286	288	237	239	216	216	169	173	238	243	220	224
18	3826	136	136	183	188	268	268	0	0	220	220	169	169	234	247	220	232
4	1962	136	136	175	186	284	288	228	229	216	216	0	0	243	255	220	224
3	1722	125	125	184	186	288	288	228	237	211	211	169	169	234	234	232	232
3	46	134	136	186	188	265	288	231	235	211	216	169	173	251	255	212	228
10	962	136	136	177	186	288	290	239	241	216	216	169	169	243	251	216	224
3	6	134	136	186	188	286	288	229	229	211	216	169	169	255	255	212	220
4	109	125	136	175	186	268	284	229	241	216	216	169	169	243	259	216	228
4	1567	136	138	186	186	284	288	231	233	216	218	169	169	247	251	220	224
3	2295	136	136	184	186	268	288	228	229	216	216	169	181	234	259	212	216
2	1989	134	136	186	186	284	290	235	243	211	216	169	173	251	251	220	220
1	797	136	138	177	190	265	288	228	235	216	218	169	173	251	251	228	228
9	2430	136	136	186	188	268	288	228	235	218	220	169	173	238	259	216	220
2	1253	134	146	175	186	268	286	229	235	211	216	173	177	243	251	220	220
4	2869	136	136	184	186	0	0	229	233	216	216	169	169	0	0	220	220
2	947	136	136	175	186	284	286	235	235	220	220	165	173	243	251	224	224
5	921	136	138	188	190	265	265	233	237	210	216	169	173	238	251	212	220
14	2591	136	136	186	186	268	290	237	239	211	218	169	177	251	255	224	224
2	3947	136	138	177	184	268	286	229	237	216	220	169	177	259	263	220	220
4	3699	132	136	186	186	284	288	239	241	210	210	169	177	251	251	220	224
4	260	134	136	175	175	288	288	228	228	207	207	169	169	0	0	216	216
4	317	136	136	177	188	288	290	231	233	216	220	169	177	251	255	220	224
2	2770	136	136	184	188	0	0	229	229	0	0	169	173	251	259	220	220
2	1218	136	138	175	186	284	288	229	229	209	216	173	173	247	263	216	220
5	919	136	136	175	175	286	290	235	241	216	218	169	173	251	251	212	216
3	42	136	146	175	188	268	284	229	229	216	216	181	181	251	255	212	220
8	2337	136	138	175	188	284	288	229	241	216	220	173	177	251	251	216	224
4	2902	134	134	175	186	0	0	241	241	0	0	173	173	255	255	220	220
4	3691	136	146	188	188	268	284	231	241	211	216	165	165	251	251	212	224
4	106	136	146	177	186	268	268	231	237	216	216	169	173	255	255	220	224
5	1173	136	136	173	177	268	288	229	237	216	220	169	177	255	259	224	224
4	129	136	142	177	188	284	290	231	237	216	216	169	169	247	255	220	224
13	3365	136	136	184	186	268	288	231	235	214	214	169	169	251	255	216	216
8	506	136	136	175	188	268	284	231	237	211	220	169	173	247	255	216	232
18	2499	136	136	186	186	286	288	237	237	216	220	173	177	255	263	220	220
13	398	136	136	186	188	288	288	235	237	218	218	169	173	238	243	216	216
2	1227	136	136	188	188	0	0	235	237	216	220	165	165	0	0	220	220
14	1059	136	136	0	0	284	284	233	233	211	211	169	169	251	251	224	224
10	1026	136	138	188	188	286	288	229	241	216	216	169	173	247	255	212	220
1	2380	136	136	175	190	265	286	231	237	216	216	169	169	243	251	216	220
18	897	136	136	186	188	288	290	228	237	211	220	169	169	251	255	220	224
4	216	136	136	186	188	268	288	235	241	211	220	169	173	243	251	216	224
2	2450	136	136	188	190	288	288	237	239	211	216	169	173	238	255	220	224
1	780	125	136	186	190	290	290	229	237	216	216	169	173	255	255	216	224
2	949	136	138	177	188	288	290	229	239	211	216	169	177	247	251	220	220
8	3588	125	136	177	186	268	288	235	241	216	226	173	177	247	255	212	220
4	1152	136	136	186	186	265	288	229	237	211	216	169	173	255	259	220	224
7	3397	136	136	186	186	265	284	0	0	211	211	173	173	243	243	212	216
6	1128	125	136	184	188	265	288	228	231	218	218	169	169	238	255	212	224
8	729	138	138	175	184	268	288	235	237	211	216	173	190	238	255	224	228
9	3426	136	138	175	186	288	290	228	235	211	220	169	173	247	251	212	216
6	1831	136	136	175	188	265	265	235	239	211	216	181	181	234	259	216	220
5	931	136	136	175	188	268	290	235	237	216	220	169	173	243	251	220	224
15	4037	136	138	177	183	265	288	237	241	214	220	165	169	243	243	216	220
16	3742	136	136	183	188	284	288	231	233	0	0	169	173	251	255	224	224
8	2324	129	136	186	188	290	290	235	237	211	211	169	173	247	255	216	216
8	2741	134	136	175	186	268	288	235	241	211	211	169	169	247	255	220	224
7	3200	136	136	175	186	265	268	233	235	210	216	169	169	243	251	216	232
8	3596	136	136	188	188	268	268	229	229	0	0	169	169	0	0	216	216
6	2101	136	136	184	186	288	288	235	235	216	216	0	0	251	259	212	224
9	329	136	136	175	175	268	290	228	229	216	216	173	173	247	255	216	220
3	8	134	136	184	188	268	290	228	233	216	218	169	177	251	259	216	216
5	2001	136	136	173	186	268	288	229	229	216	220	173	177	234	243	224	224
7	1596	136	136	184	186	284	284	233	235	211	216	169	169	243	251	224	224
6	1384	125	125	177	186	288	288	231	235	220	220	0	0	234	255	208	220
7	1507	136	150	186	186	268	284	229	233	210	220	169	177	251	251	224	232
12	629	136	136	175	175	268	288	235	241	211	218	169	177	238	251	220	232
16	69	136	136	175	188	288	288	228	231	211	218	169	169	234	259	216	228
6	2974	125	136	177	184	268	284	228	235	211	220	181	181	234	259	220	228
9	385	125	136	188	188	288	288	237	237	211	218	169	173	238	255	216	224
9	2416	136	136	177	188	265	265	235	237	210	216	173	177	234	238	228	232
2	1693	132	136	177	186	290	290	233	235	211	218	0	0	238	238	216	224
4	1667	136	136	175	188	286	288	233	237	216	216	169	169	243	259	224	228
14	3924	136	136	188	190	286	290	229	229	216	216	169	169	243	243	216	224
16	2164	136	136	175	188	268	288	237	239	216	220	169	173	243	263	220	224
10	2384	136	136	188	188	268	268	229	237	216	216	169	173	255	255	220	220
8	2006	125	125	175	175	286	288	229	231	211	216	173	173	255	255	216	224
13	1822	125	138	177	186	268	288	231	231	210	218	169	173	247	251	216	220
4	1950	136	136	186	188	265	268	228	235	216	226	173	173	247	255	216	220
3	1713	136	136	186	188	286	290	228	239	220	220	169	173	234	255	216	216
10	2626	138	138	175	184	0	0	233	235	211	216	169	169	238	243	216	220
10	2498	136	136	188	188	268	293	228	235	211	216	169	173	247	251	212	220
4	677	136	148	175	175	265	268	229	231	216	220	169	169	251	259	212	216
13	424	136	136	186	186	286	290	229	229	216	220	169	169	251	255	216	224
7	2670	136	136	186	188	265	268	235	239	216	220	169	169	243	251	220	224
15	1360	136	136	175	184	268	284	231	239	211	216	169	169	251	255	216	224
5	1716	136	136	175	186	257	257	237	237	211	211	169	177	255	259	220	228
15	1095	136	136	186	186	268	290	237	239	216	220	169	177	243	251	216	220
1	825	136	136	173	175	268	290	235	235	216	218	165	173	247	263	216	220
2	2441	136	136	175	186	0	0	235	235	216	216	173	173	251	255	212	224
14	3935	138	138	183	186	284	288	233	235	0	0	169	169	251	251	216	220
4	3551	136	136	177	188	288	290	228	233	216	220	169	177	251	255	220	224
9	2185	136	136	175	175	0	0	233	233	0	0	169	169	251	251	220	220
16	3818	136	136	177	188	265	265	231	231	218	218	169	169	247	247	224	224
5	426	134	136	173	186	265	288	235	237	211	216	173	173	247	247	216	216
4	262	136	136	175	175	288	290	241	241	216	216	169	169	0	0	220	228
12	638	125	136	175	177	265	288	235	235	210	218	169	169	238	255	216	224
15	1219	136	136	175	188	268	288	228	239	216	216	169	169	251	255	220	220
7	1597	125	136	186	188	268	286	229	229	216	216	169	173	251	255	216	220
4	472	134	136	175	186	288	290	239	239	211	216	169	177	247	251	224	224
8	2736	136	138	183	186	268	286	239	241	211	220	173	173	247	251	216	220
5	2958	136	136	175	177	0	0	237	237	211	211	173	173	251	251	216	224
6	1077	136	136	186	190	284	286	229	241	211	218	169	169	251	251	220	228
2	989	138	138	183	184	265	268	229	235	218	218	165	173	251	255	220	224
4	199	136	138	175	175	268	290	231	233	216	220	169	169	247	251	216	220
8	2031	136	138	177	188	288	288	233	235	211	220	169	173	247	255	224	224
15	1067	136	136	188	188	284	293	231	241	216	216	169	169	247	251	216	220
8	517	125	136	175	186	268	268	231	241	211	211	169	173	251	255	212	216
12	643	136	136	175	175	268	286	235	241	218	218	169	177	238	251	220	232
16	3739	125	136	188	188	268	268	228	235	216	216	169	169	238	247	220	232
2	2060	136	146	175	177	265	288	231	231	220	220	0	0	255	263	216	224
9	1784	136	136	186	188	268	268	235	235	210	226	0	0	247	247	220	224
4	159	134	136	186	188	268	284	233	239	211	216	169	169	243	255	220	224
15	1890	142	146	177	188	265	288	229	237	218	220	169	169	243	259	216	220
2	1247	136	138	175	186	265	288	239	239	218	220	173	177	243	255	216	228
15	4002	136	136	175	175	268	288	229	235	216	216	169	169	247	251	220	224
9	350	125	136	177	186	265	268	241	241	211	218	169	173	247	255	224	232
10	2492	136	136	186	188	0	0	233	239	216	218	169	169	238	251	212	220
8	2008	136	136	186	188	268	288	235	235	216	220	169	173	255	259	220	224
12	682	0	0	0	0	268	288	233	233	211	216	169	169	247	247	220	220
10	460	136	136	183	186	288	290	235	235	216	216	169	173	238	251	220	232
2	2717	136	136	188	188	0	0	229	229	216	216	169	169	251	259	220	220
9	1802	136	136	175	186	268	284	229	233	220	220	169	173	251	255	220	224
4	3560	136	136	175	175	284	288	229	241	220	220	169	169	251	255	220	224
13	1835	136	136	177	184	268	268	228	237	216	216	169	173	247	247	216	224
3	64	134	134	186	186	268	268	233	235	216	216	169	169	251	251	0	0
15	2315	138	138	175	186	268	290	235	241	211	216	169	169	243	243	216	216
5	2924	138	142	186	188	268	268	229	241	218	218	173	173	247	251	216	224
4	1661	136	136	175	188	284	284	231	231	220	220	169	169	255	255	224	224
3	2587	134	146	186	188	288	288	229	229	216	216	169	173	234	251	220	224
14	1013	136	136	175	188	284	284	235	235	211	218	177	181	251	259	216	224
4	148	136	136	175	175	268	284	229	233	216	216	169	169	255	259	216	224
9	379	136	136	186	188	290	290	0	0	228	228	165	165	255	255	216	220
2	1214	136	136	175	190	268	288	229	239	207	218	169	181	243	251	216	220
4	104	136	136	175	184	288	288	231	233	216	218	169	173	247	251	216	224
9	1768	136	138	188	188	265	268	228	235	211	216	169	169	247	251	224	228
18	2661	136	136	186	186	0	0	233	233	216	218	169	173	238	251	216	220
18	1185	136	138	175	175	284	290	231	237	216	216	169	169	243	251	224	228
12	2546	136	136	188	190	265	293	231	235	216	216	169	169	255	255	216	224
5	394	136	136	175	190	268	288	231	237	211	218	169	169	251	251	220	224
5	1747	136	136	183	188	265	290	229	231	216	220	169	169	247	255	220	220
15	1255	136	136	188	188	265	288	228	235	210	216	169	169	251	255	220	224
2	2728	136	146	175	186	0	0	233	235	211	211	169	173	251	251	212	220
8	762	136	146	175	188	268	288	228	235	216	220	169	169	263	263	216	216
4	463	134	136	175	186	288	290	239	239	211	216	169	190	247	251	224	224
3	63	134	136	177	188	268	284	228	233	220	220	173	181	238	238	224	228
2	3288	125	142	184	188	286	288	229	229	211	216	169	169	243	243	220	224
3	2285	125	136	177	184	268	284	228	229	211	220	169	181	238	255	216	224
15	2471	136	136	175	188	286	288	233	237	218	220	169	177	238	251	216	220
12	2270	136	136	186	186	268	268	235	237	216	220	169	177	243	259	224	224
19	1453	144	146	175	175	274	275	228	229	216	216	173	173	247	247	224	236
19	2258	136	136	190	190	286	288	0	0	220	220	0	0	247	247	212	212
8	512	148	148	184	186	265	288	231	241	211	222	169	169	251	255	216	220
8	3094	125	125	175	175	0	0	233	233	0	0	169	173	243	255	220	224
14	946	136	138	190	190	265	265	0	0	211	216	173	173	0	0	216	220
14	751	136	138	175	183	268	284	231	233	216	216	173	173	243	255	220	220
8	482	136	142	184	186	268	288	239	241	216	220	173	177	255	255	216	220
3	2287	125	146	175	188	265	288	228	229	211	220	169	177	255	259	220	224
10	2517	136	136	184	186	0	0	228	228	218	218	169	169	0	0	220	224
10	2407	136	136	186	186	0	0	235	235	211	211	169	169	243	243	216	220
16	53	136	138	183	188	288	293	237	237	211	216	169	169	251	259	216	224
6	2094	125	136	186	186	286	288	229	233	216	216	169	181	234	259	212	228
4	263	125	136	175	188	268	268	233	237	216	216	173	173	247	259	220	220
12	645	138	138	175	188	268	288	229	239	218	220	169	169	247	251	224	224
6	1353	136	136	175	184	268	284	235	235	216	218	173	177	255	259	208	216
10	2485	136	136	186	188	268	268	231	237	216	216	177	177	238	251	216	228
1	803	136	136	175	188	268	288	235	241	216	220	169	169	251	263	224	228
18	2119	136	136	175	186	268	288	233	241	216	218	169	173	238	251	216	224
1	43	136	138	175	177	288	290	229	235	211	216	169	177	251	251	216	220
4	97	136	146	186	186	268	284	229	237	211	216	169	173	255	259	220	228
12	3981	136	136	188	188	290	290	235	241	216	220	165	165	238	251	220	228
4	3529	136	136	186	188	288	288	233	235	0	0	169	169	0	0	228	232
8	2032	125	125	175	177	268	284	233	235	216	220	169	173	251	263	216	220
4	458	136	136	186	186	265	284	241	241	216	218	169	169	243	243	224	224
3	3746	125	146	181	183	265	265	228	229	220	220	169	177	255	265	224	228
4	2327	136	136	173	177	0	0	233	235	216	216	165	169	0	0	224	224
7	1500	136	136	186	186	268	288	229	229	216	220	169	169	243	251	212	216
10	2397	136	136	175	184	265	290	233	233	216	216	169	173	238	247	216	228
7	1636	136	138	177	184	268	288	229	229	211	216	169	173	243	255	216	220
4	1934	136	142	175	177	288	290	237	241	216	220	169	173	247	255	220	228
14	680	136	136	186	186	268	284	233	237	216	220	173	173	238	263	216	220
13	423	136	136	175	175	268	288	231	235	210	220	169	173	247	255	216	224
16	3733	125	136	186	188	268	268	233	235	216	220	165	169	238	255	220	220
3	2303	0	0	184	188	265	288	229	235	211	216	169	169	234	243	212	216
5	418	125	136	177	184	268	290	237	237	211	211	169	173	251	251	216	224
9	2191	134	136	186	188	268	288	239	239	220	220	169	169	247	259	216	220
13	403	136	136	177	188	284	290	229	233	216	222	169	169	251	255	212	232
2	1195	136	138	186	190	288	288	228	228	216	216	169	177	247	247	216	220
7	3168	136	150	184	186	268	286	233	235	216	216	169	169	251	251	220	220
5	3017	136	146	186	188	268	290	231	237	211	220	165	165	238	259	216	220
12	2514	136	138	175	190	265	288	233	235	218	220	169	169	247	247	216	220
15	2251	136	136	175	186	268	286	228	233	216	220	169	177	247	251	220	224
10	1129	136	138	186	188	268	286	229	231	211	216	169	173	243	255	220	220
14	737	125	136	175	188	265	268	229	231	211	211	169	173	255	259	220	224
4	3513	125	138	186	188	265	268	233	235	216	218	173	173	251	255	216	224
15	3110	136	136	175	186	268	268	228	235	216	220	169	177	251	251	220	220
17	1370	136	138	184	184	268	286	229	229	214	218	169	173	243	255	216	220
4	2906	134	134	175	175	0	0	241	241	211	211	169	169	247	259	212	212
8	2323	136	138	175	175	284	286	229	235	216	220	169	169	243	251	220	224
3	1714	0	0	184	184	268	286	228	235	220	220	169	169	255	255	212	212
9	2423	136	138	175	175	268	286	239	239	216	218	169	169	251	263	216	220
10	3788	136	138	186	188	288	288	235	237	220	228	177	177	0	0	220	232
4	100	136	138	175	186	265	290	229	237	216	220	169	173	234	255	216	220
4	3514	136	136	177	186	290	290	231	231	211	211	169	173	247	263	224	224
3	3421	125	136	184	188	286	288	228	229	216	220	169	169	247	255	212	212
9	3131	136	136	175	188	0	0	237	239	211	216	169	169	263	263	224	224
15	1105	136	136	188	188	268	288	229	237	216	216	169	169	234	259	220	220
4	3505	134	134	175	175	268	268	228	231	0	0	173	177	255	255	220	220
14	3757	136	136	186	190	284	290	235	239	211	216	169	177	238	251	216	228
1	3043	138	138	183	190	268	288	228	235	211	218	169	181	243	251	220	228
6	1804	136	136	184	186	288	290	229	229	220	220	169	169	234	255	216	216
8	585	136	136	186	186	288	290	231	239	211	216	169	169	247	255	216	220
14	3951	138	138	177	190	268	268	228	241	0	0	169	173	247	259	220	228
4	128	136	136	186	188	265	288	233	235	216	216	169	169	247	259	224	228
7	2168	136	150	186	188	265	284	229	235	216	220	169	173	251	251	212	220
15	1863	125	142	186	188	265	265	231	235	216	216	169	169	243	243	216	220
14	3581	136	136	0	0	275	288	231	231	211	214	169	169	255	255	220	224
7	1586	134	136	177	186	268	268	237	239	207	216	169	169	243	251	216	220
15	1034	136	136	188	188	290	290	233	235	216	216	169	173	251	251	216	220
4	304	136	136	184	188	268	288	228	233	216	216	165	173	247	259	220	224
15	4027	136	136	186	186	268	268	241	241	0	0	169	169	0	0	224	228
3	3753	125	136	184	184	268	290	229	235	214	214	169	169	234	251	220	224
4	1614	136	148	188	188	288	288	241	241	216	216	169	169	251	251	224	224
6	4046	136	136	175	184	284	288	229	233	211	218	169	173	259	259	216	220
12	2387	136	138	175	177	268	288	228	233	210	218	169	173	243	259	216	232
12	846	136	136	175	188	265	268	235	241	211	211	173	177	238	251	224	224
7	1564	128	128	188	194	268	271	233	239	211	216	169	173	259	259	216	220
15	1899	136	138	186	186	268	268	237	241	211	220	169	177	247	247	220	220
14	2617	136	136	177	188	290	293	228	241	216	218	169	169	247	255	216	224
5	1183	136	142	175	175	268	268	235	235	218	220	169	169	243	251	216	228
13	401	136	138	186	186	288	288	229	231	210	218	173	173	238	247	216	220
