idind	rha101	rha101b	rha109	rha109b	rha4	rha4b	rha7	rha7b	rhc108	rhc108b	rhc3	rhc3b	rhd102	rhd102b	rhd103	rhd103b	idcol	sexe	ageWhenFirstCaptur	yearWhenFirstCaptur	col2015_1	col2015_2	col2016_1	col2016_2	col2017_1	col2017_2
2054	134	134	183	186	288	288	226	228	214	218	169	169	243	263	212	220	4	F	Juv	2015	NA	NA	NA	NA	NA	NA
2055	134	134	183	186	288	288	226	228	0	0	169	169	243	259	220	220	4	F	Adult	2017	NA	NA	NA	NA	NA	NA
2056	134	134	183	186	288	288	228	228	215	215	169	169	243	263	212	228	4	F	Juv	2017	NA	NA	NA	NA	NA	NA
2057	134	134	183	186	288	288	228	228	214	214	169	169	243	263	212	212	4	F	Juv	2017	NA	NA	NA	NA	NA	NA
2058	134	134	183	186	288	288	228	228	215	218	169	169	243	259	212	220	18	F	Juv	2015	NA	NA	NA	NA	NA	NA
2059	134	134	183	186	288	288	228	228	215	218	169	169	247	259	212	228	3	F	Juv	2016	NA	NA	NA	NA	NA	NA
2060	134	134	183	186	0	0	228	228	215	215	169	169	243	243	212	212	17	F	Adult	2015	NA	NA	NA	NA	NA	NA
2061	134	134	183	186	0	0	228	228	214	215	177	177	255	263	212	228	15	F	Adult	2015	NA	NA	NA	NA	NA	NA
2063	134	134	186	188	268	288	229	229	215	215	169	177	238	259	220	224	16	F	Juv	2015	NA	NA	NA	NA	NA	NA
2064	134	134	186	188	268	288	229	229	215	215	169	169	251	259	208	224	16	F	Adult	2015	NA	NA	NA	NA	NA	NA
2065	134	134	186	188	268	288	228	229	215	218	169	177	238	243	212	220	16	F	Adult	2015	NA	NA	NA	NA	NA	NA
2066	134	134	186	188	268	288	228	228	215	215	169	169	238	247	212	212	16	F	Juv	2015	NA	NA	NA	NA	NA	NA
2067	134	134	186	188	288	288	228	229	215	215	169	177	238	251	220	224	16	F	Juv	2015	NA	NA	NA	NA	NA	NA
2068	134	134	186	188	268	286	228	229	215	215	169	169	238	251	212	220	16	F	Adult	2015	NA	NA	NA	NA	NA	NA
2069	134	134	186	188	286	288	228	229	215	215	169	169	238	259	220	220	16	F	Juv	2015	NA	NA	NA	NA	NA	NA
2070	134	134	186	188	0	0	226	226	218	218	169	177	243	263	212	212	3	F	Adult	2015	NA	NA	NA	NA	NA	NA
2071	134	134	186	188	0	0	228	229	215	215	169	177	238	247	224	224	16	F	Juv	2015	NA	NA	NA	NA	NA	NA
2072	134	134	186	188	0	0	228	229	215	215	169	169	238	251	212	220	16	F	Adult	2015	NA	NA	NA	NA	NA	NA
2073	134	134	177	186	268	290	226	228	215	220	169	177	243	259	220	220	18	F	Juv	2016	NA	NA	NA	NA	NA	NA
2074	134	134	177	186	268	290	226	228	215	218	169	177	243	259	220	220	18	F	Adult	2015	NA	NA	NA	NA	NA	NA
2076	134	134	177	186	268	290	226	228	218	218	169	169	243	247	220	220	4	F	Juv	2015	NA	NA	NA	NA	NA	NA
2077	134	134	177	186	268	290	226	228	218	218	169	169	243	243	220	220	4	F	Juv	2015	NA	NA	NA	NA	NA	NA
2078	134	134	177	186	268	290	228	228	214	218	169	177	247	255	220	224	4	F	Juv	2017	NA	NA	NA	NA	NA	NA
2081	134	134	177	186	268	290	228	228	214	218	169	177	247	255	220	220	4	F	Adult	2015	NA	NA	NA	NA	NA	NA
2082	134	134	177	186	268	290	228	228	0	0	169	177	255	255	220	220	4	F	Adult	2017	NA	NA	NA	NA	NA	NA
2083	134	134	177	186	268	268	228	228	214	220	169	177	243	243	220	220	4	F	Adult	2016	NA	NA	NA	NA	NA	NA
2084	134	134	177	186	268	268	228	228	214	214	169	177	243	247	220	220	4	F	Adult	2015	NA	NA	NA	NA	NA	NA
2085	134	134	177	186	268	268	228	228	214	218	169	169	243	243	212	212	1	F	Juv	2015	NA	NA	NA	NA	NA	NA
2086	134	134	177	186	288	290	226	226	0	0	169	169	243	255	212	220	20	F	Adult	2017	NA	NA	NA	NA	NA	NA
2087	134	134	177	186	288	290	228	228	215	215	169	169	243	243	220	228	6	F	Juv	2016	NA	NA	NA	NA	NA	NA
2088	134	134	177	186	288	290	228	228	215	215	169	169	243	247	220	228	6	F	Juv	2015	NA	NA	NA	NA	NA	NA
2089	134	134	177	186	268	288	228	228	226	226	169	169	247	247	212	220	20	F	Juv	2017	NA	NA	NA	NA	NA	NA
2090	134	134	177	186	268	286	228	228	214	215	169	169	243	247	212	220	1	F	Adult	2015	NA	NA	NA	NA	NA	NA
2091	134	134	177	186	286	288	224	228	215	218	169	177	247	247	212	228	20	F	Juv	2015	NA	NA	NA	NA	NA	NA
2092	134	134	186	186	246	274	247	247	0	0	169	169	247	247	203	203	18	F	Adult	2015	NA	NA	NA	NA	NA	NA
2093	134	134	186	186	284	290	226	237	0	0	169	177	247	259	224	232	13	F	Juv	2016	NA	NA	NA	NA	NA	NA
2094	134	134	186	186	290	290	237	237	0	0	177	177	0	0	212	220	20	F	Adult	2017	NA	NA	NA	NA	NA	NA
2095	134	134	186	186	290	290	226	237	218	218	169	177	259	259	212	220	20	F	Adult	2015	NA	NA	NA	NA	NA	NA
2096	134	134	186	186	290	290	228	228	214	218	169	177	247	251	212	224	13	F	Juv	2017	NA	NA	NA	NA	NA	NA
2098	134	134	186	186	268	290	226	228	228	230	169	177	247	259	220	224	18	F	Adult	2016	NA	NA	NA	NA	NA	NA
2099	134	134	186	186	268	290	226	228	212	215	169	177	251	259	212	236	3	F	Juv	2017	NA	NA	NA	NA	NA	NA
2100	134	134	186	186	268	290	226	228	215	215	169	177	251	259	212	236	3	F	Juv	2016	NA	NA	NA	NA	NA	NA
2101	134	134	186	186	268	290	226	228	215	215	169	169	247	255	212	220	10	F	Adult	2015	NA	NA	NA	NA	NA	NA
2102	134	134	186	186	268	290	226	228	215	218	177	177	243	243	220	228	18	F	Adult	2015	NA	NA	NA	NA	NA	NA
2104	134	134	186	186	268	268	229	229	215	220	169	169	251	251	220	220	16	F	Juv	2016	NA	NA	NA	NA	NA	NA
2105	134	134	186	186	268	268	226	226	0	0	177	177	251	259	212	236	3	F	Juv	2017	NA	NA	NA	NA	NA	NA
2106	134	134	186	186	268	268	228	237	0	0	169	169	259	259	220	224	17	F	Juv	2017	NA	NA	NA	NA	NA	NA
2107	134	134	186	186	268	268	228	235	214	214	169	169	259	259	212	224	17	F	Adult	2015	NA	NA	NA	NA	NA	NA
2108	134	134	186	186	268	268	226	228	218	218	169	169	243	243	224	228	17	F	Juv	2015	NA	NA	NA	NA	NA	NA
2109	134	134	186	186	268	268	226	228	0	0	0	0	243	255	220	224	14	F	Adult	2017	NA	NA	NA	NA	NA	NA
2110	134	134	186	186	268	268	228	228	215	215	169	169	259	259	228	228	17	F	Adult	2015	NA	NA	NA	NA	NA	NA
2111	134	134	186	186	268	268	228	228	215	218	169	177	238	243	212	224	17	F	Juv	2016	NA	NA	NA	NA	NA	NA
2112	134	134	186	186	268	268	228	228	0	0	169	169	259	259	220	220	7	F	Adult	2017	NA	NA	NA	NA	NA	NA
2114	134	134	186	186	288	293	228	235	215	215	169	169	243	247	220	224	3	F	Adult	2015	NA	NA	NA	NA	NA	NA
2115	134	134	186	186	288	293	228	228	214	215	169	173	243	243	212	228	3	F	Juv	2015	NA	NA	NA	NA	NA	NA
2116	134	134	186	186	288	293	228	228	0	0	169	177	247	247	212	220	13	F	Juv	2016	NA	NA	NA	NA	NA	NA
2117	134	134	186	186	288	290	235	237	218	218	169	177	243	243	212	220	4	F	Juv	2015	NA	NA	NA	NA	NA	NA
2118	134	134	186	186	288	290	226	237	215	215	169	173	243	247	212	220	8	F	Adult	2015	NA	NA	NA	NA	NA	NA
2119	134	134	186	186	288	290	226	237	0	0	169	169	0	0	212	220	14	F	Adult	2016	NA	NA	NA	NA	NA	NA
2120	134	134	186	186	288	290	226	226	0	0	0	0	243	243	212	220	8	F	Adult	2017	NA	NA	NA	NA	NA	NA
2121	134	134	186	186	288	290	226	226	0	0	0	0	255	255	212	220	3	F	Adult	2017	NA	NA	NA	NA	NA	NA
2122	134	134	186	186	288	290	228	237	215	218	173	177	255	259	220	220	3	F	Adult	2015	NA	NA	NA	NA	NA	NA
2124	134	134	186	186	288	290	228	237	215	218	169	169	247	247	212	220	20	F	Adult	2016	NA	NA	NA	NA	NA	NA
2125	134	134	186	186	288	290	226	228	215	228	169	169	247	255	220	224	14	F	Adult	2016	NA	NA	NA	NA	NA	NA
2126	134	134	186	186	288	290	226	228	215	215	169	173	243	247	220	224	13	F	Adult	2017	NA	NA	NA	NA	NA	NA
2127	134	134	186	186	288	290	226	228	215	215	169	169	247	255	220	224	14	F	Adult	2015	NA	NA	NA	NA	NA	NA
2128	134	134	186	186	288	290	226	228	215	218	169	169	255	263	212	224	18	F	Adult	2017	NA	NA	NA	NA	NA	NA
2130	134	134	186	186	288	290	228	228	214	214	169	177	243	247	212	220	17	F	Juv	2017	NA	NA	NA	NA	NA	NA
2131	134	134	186	186	288	290	228	228	215	218	169	177	247	255	212	220	18	F	Adult	2015	NA	NA	NA	NA	NA	NA
2134	134	134	186	186	288	290	228	228	0	0	169	169	247	247	216	220	1	F	Adult	2017	NA	NA	NA	NA	NA	NA
2135	134	134	186	186	288	290	228	228	0	0	0	0	243	243	212	220	1	F	Adult	2017	NA	NA	NA	NA	NA	NA
2136	134	134	186	186	268	288	237	237	215	215	169	169	0	0	224	232	17	F	Adult	2015	NA	NA	NA	NA	NA	NA
2137	134	134	186	186	268	288	226	226	215	218	169	177	243	263	212	220	3	F	Adult	2015	NA	NA	NA	NA	NA	NA
2138	134	134	186	186	268	288	226	226	214	218	169	169	243	255	220	220	3	F	Juv	2015	NA	NA	NA	NA	NA	NA
2140	134	134	186	186	268	288	228	237	214	214	169	177	243	247	228	232	20	F	Juv	2015	NA	NA	NA	NA	NA	NA
2143	134	134	186	186	268	288	228	237	215	215	169	169	238	259	220	224	17	F	Adult	2015	NA	NA	NA	NA	NA	NA
2144	134	134	186	186	268	288	226	228	228	228	177	177	243	259	232	236	3	F	Juv	2017	NA	NA	NA	NA	NA	NA
2145	134	134	186	186	268	288	226	228	215	220	177	177	243	259	232	236	3	F	Adult	2016	NA	NA	NA	NA	NA	NA
2146	134	134	186	186	268	288	226	228	214	228	169	177	255	263	212	220	7	F	Adult	2016	NA	NA	NA	NA	NA	NA
2147	134	134	186	186	268	288	226	228	214	215	169	177	255	263	212	220	7	F	Adult	2015	NA	NA	NA	NA	NA	NA
2149	134	134	186	186	268	288	226	228	0	0	169	177	238	259	212	220	13	F	Juv	2016	NA	NA	NA	NA	NA	NA
2150	134	134	186	186	268	288	226	228	0	0	169	169	243	243	212	212	13	F	Juv	2017	NA	NA	NA	NA	NA	NA
2151	134	134	186	186	268	288	226	228	0	0	169	169	243	243	212	220	13	F	Juv	2017	NA	NA	NA	NA	NA	NA
2152	134	134	186	186	268	288	228	228	215	220	169	169	251	259	220	228	1	F	Adult	2016	NA	NA	NA	NA	NA	NA
2154	134	134	186	186	268	288	228	228	215	215	169	177	251	251	212	224	20	F	Adult	2015	NA	NA	NA	NA	NA	NA
2155	134	134	186	186	268	288	228	228	215	215	169	169	238	243	224	232	17	F	Juv	2016	NA	NA	NA	NA	NA	NA
2156	134	134	186	186	268	288	228	228	215	215	169	173	243	243	220	224	17	F	Juv	2015	NA	NA	NA	NA	NA	NA
2157	134	134	186	186	268	288	228	228	214	215	169	177	247	255	212	220	1	F	Adult	2015	NA	NA	NA	NA	NA	NA
2158	134	134	186	186	268	288	228	228	214	214	173	177	238	247	212	220	17	F	Juv	2017	NA	NA	NA	NA	NA	NA
2159	134	134	186	186	268	288	228	228	214	214	169	169	255	255	220	228	6	F	Juv	2016	NA	NA	NA	NA	NA	NA
2160	134	134	186	186	268	288	228	228	215	218	169	169	247	259	220	220	1	F	Adult	2015	NA	NA	NA	NA	NA	NA
2161	134	134	186	186	268	288	228	228	0	0	177	177	251	251	220	236	7	F	Adult	2017	NA	NA	NA	NA	NA	NA
2162	134	134	186	186	268	288	228	228	0	0	177	177	243	259	232	236	3	F	Adult	2017	NA	NA	NA	NA	NA	NA
2163	134	134	186	186	268	288	228	228	0	0	169	169	243	251	212	220	19	F	Juv	2016	NA	NA	NA	NA	NA	NA
2164	134	134	186	186	268	288	228	228	0	0	169	169	247	255	220	224	19	F	Adult	2017	NA	NA	NA	NA	NA	NA
2165	134	134	186	186	288	288	229	237	215	218	169	177	238	238	224	224	14	F	Juv	2016	NA	NA	NA	NA	NA	NA
2166	134	134	186	186	288	288	235	235	0	0	0	0	243	243	224	228	17	F	Juv	2017	NA	NA	NA	NA	NA	NA
2167	134	134	186	186	288	288	226	226	215	220	169	177	259	263	228	236	3	F	Adult	2015	NA	NA	NA	NA	NA	NA
2168	134	134	186	186	288	288	226	226	0	0	169	169	0	0	224	224	8	F	Juv	2017	NA	NA	NA	NA	NA	NA
2169	134	134	186	186	288	288	228	237	215	215	169	169	247	247	212	220	19	F	Juv	2015	NA	NA	NA	NA	NA	NA
2170	134	134	186	186	288	288	228	237	215	218	177	177	238	247	224	232	20	F	Juv	2017	NA	NA	NA	NA	NA	NA
2171	134	134	186	186	288	288	228	237	215	218	169	169	238	251	220	224	20	F	Juv	2015	NA	NA	NA	NA	NA	NA
2172	134	134	186	186	288	288	228	237	218	218	177	177	238	259	220	220	13	F	Juv	2017	NA	NA	NA	NA	NA	NA
2173	134	134	186	186	288	288	228	237	218	218	169	169	247	247	220	220	14	F	Juv	2016	NA	NA	NA	NA	NA	NA
2174	134	134	186	186	288	288	228	237	0	0	177	177	247	247	220	224	1	F	Adult	2017	NA	NA	NA	NA	NA	NA
2175	134	134	186	186	288	288	226	228	215	220	169	169	255	263	212	228	3	F	Adult	2016	NA	NA	NA	NA	NA	NA
2176	134	134	186	186	288	288	226	228	214	214	169	169	243	243	216	220	17	F	Adult	2015	NA	NA	NA	NA	NA	NA
2177	134	134	186	186	288	288	226	228	215	218	169	177	247	251	212	220	20	F	Juv	2015	NA	NA	NA	NA	NA	NA
2179	134	134	186	186	288	288	226	228	215	218	169	169	238	259	212	220	17	F	Adult	2015	NA	NA	NA	NA	NA	NA
2180	134	134	186	186	288	288	226	228	215	218	169	169	255	255	220	220	3	F	Adult	2015	NA	NA	NA	NA	NA	NA
2181	134	134	186	186	288	288	226	228	218	218	169	169	238	247	212	224	20	F	Adult	2017	NA	NA	NA	NA	NA	NA
2182	134	134	186	186	288	288	226	228	0	0	169	177	247	255	212	228	7	F	Juv	2017	NA	NA	NA	NA	NA	NA
2183	134	134	186	186	288	288	226	228	0	0	169	169	243	243	220	228	13	F	Adult	2016	NA	NA	NA	NA	NA	NA
2184	134	134	186	186	288	288	228	228	215	215	169	177	247	255	220	228	18	F	Adult	2015	NA	NA	NA	NA	NA	NA
2185	134	134	186	186	288	288	228	228	215	218	169	169	238	247	212	224	14	F	Juv	2015	NA	NA	NA	NA	NA	NA
2186	134	134	186	186	288	288	228	228	0	0	177	177	247	247	212	232	20	F	Adult	2017	NA	NA	NA	NA	NA	NA
2187	134	134	186	186	288	288	228	228	0	0	169	169	243	247	212	212	19	F	Adult	2017	NA	NA	NA	NA	NA	NA
2188	134	134	186	186	288	288	228	228	0	0	0	0	255	255	212	220	3	F	Adult	2017	NA	NA	NA	NA	NA	NA
2189	134	134	186	186	262	286	228	228	0	0	169	169	259	259	220	224	16	F	Adult	2016	NA	NA	NA	NA	NA	NA
2190	134	134	186	186	268	286	228	229	215	215	169	169	259	259	220	224	16	F	Juv	2015	NA	NA	NA	NA	NA	NA
2191	134	134	186	186	268	286	228	228	214	218	169	169	243	247	212	228	7	F	Juv	2015	NA	NA	NA	NA	NA	NA
2192	134	134	186	186	286	288	229	229	211	211	169	169	259	259	224	224	16	F	Adult	2017	NA	NA	NA	NA	NA	NA
2193	134	134	186	186	286	288	228	237	214	215	169	177	255	259	212	220	3	F	Adult	2015	NA	NA	NA	NA	NA	NA
2194	134	134	186	186	286	288	228	229	215	228	169	169	251	255	220	228	1	F	Juv	2016	NA	NA	NA	NA	NA	NA
2195	134	134	186	186	286	288	228	229	215	215	169	173	247	251	212	228	1	F	Juv	2015	NA	NA	NA	NA	NA	NA
2196	134	134	186	186	286	288	228	235	0	0	169	169	243	247	212	220	13	F	Juv	2016	NA	NA	NA	NA	NA	NA
2197	134	134	186	186	286	288	226	228	215	218	169	177	247	247	212	220	19	F	Adult	2016	NA	NA	NA	NA	NA	NA
2198	134	134	186	186	286	288	228	228	215	215	169	177	255	255	212	220	1	F	Adult	2015	NA	NA	NA	NA	NA	NA
2200	134	134	186	186	286	288	228	228	218	218	173	177	243	255	220	224	14	F	Juv	2017	NA	NA	NA	NA	NA	NA
2201	134	134	186	186	286	288	228	228	0	0	177	177	247	247	220	224	3	F	Adult	2017	NA	NA	NA	NA	NA	NA
2202	134	134	186	186	286	288	228	228	214	214	169	177	247	259	220	220	3	F	Adult	2015	NA	NA	NA	NA	NA	NA
2203	134	134	186	186	0	0	226	235	215	215	169	169	243	243	220	224	17	F	Adult	2015	NA	NA	NA	NA	NA	NA
2204	134	134	186	186	0	0	226	226	214	214	169	177	0	0	220	228	18	F	Adult	2015	NA	NA	NA	NA	NA	NA
2205	134	134	186	186	0	0	228	237	218	218	169	177	243	259	212	220	18	F	Adult	2015	NA	NA	NA	NA	NA	NA
2206	134	134	186	186	0	0	228	235	215	215	169	169	243	243	220	224	3	F	Adult	2015	NA	NA	NA	NA	NA	NA
2207	134	134	186	186	0	0	226	228	215	215	169	177	247	247	216	220	20	F	Adult	2015	NA	NA	NA	NA	NA	NA
2208	134	134	186	186	0	0	228	228	215	215	169	177	247	255	212	220	18	F	Juv	2015	NA	NA	NA	NA	NA	NA
2209	134	134	186	186	0	0	228	228	214	214	169	177	259	259	220	220	17	F	Adult	2015	NA	NA	NA	NA	NA	NA
2210	134	134	186	186	0	0	228	228	211	218	169	177	251	259	212	212	22	F	Juv	2015	NA	NA	NA	NA	NA	NA
2211	134	134	186	186	0	0	228	228	215	218	169	177	255	255	212	220	18	F	Adult	2015	NA	NA	NA	NA	NA	NA
2212	134	134	186	186	0	0	0	0	214	214	169	169	243	251	212	228	1	F	Adult	2015	NA	NA	NA	NA	NA	NA
2213	134	134	0	0	288	288	226	235	0	0	169	169	247	259	220	220	17	F	Adult	2017	NA	NA	NA	NA	NA	NA
2214	136	150	183	184	265	284	222	229	0	0	165	165	0	0	212	216	9	F	Adult	2016	NA	NA	NA	NA	NA	NA
2215	136	150	177	190	268	290	228	228	215	220	169	177	247	255	220	228	4	F	Juv	2016	NA	NA	NA	NA	NA	NA
2216	136	150	184	186	268	288	226	228	215	218	169	177	251	251	220	220	20	F	Juv	2016	NA	NA	NA	NA	NA	NA
2217	136	150	186	190	268	268	226	226	214	220	169	169	251	251	220	232	3	F	Juv	2016	NA	NA	NA	NA	NA	NA
2218	136	150	186	186	268	290	228	228	218	226	169	169	247	251	212	220	1	F	Juv	2016	NA	NA	NA	NA	NA	NA
2219	136	150	186	186	288	290	226	229	215	218	169	177	247	251	212	220	20	F	Juv	2017	NA	NA	NA	NA	NA	NA
2220	136	150	186	186	268	288	226	228	215	218	169	169	247	251	212	224	14	F	Juv	2016	NA	NA	NA	NA	NA	NA
2221	136	150	186	186	288	288	226	228	215	228	169	169	251	251	212	220	15	F	Adult	2016	NA	NA	NA	NA	NA	NA
2222	136	150	186	186	288	288	226	228	214	214	169	177	247	255	212	220	1	F	Juv	2016	NA	NA	NA	NA	NA	NA
2223	136	150	186	186	288	288	228	228	215	218	169	173	247	247	220	224	14	F	Adult	2016	NA	NA	NA	NA	NA	NA
2224	136	150	186	186	269	286	222	222	228	228	169	169	238	251	228	228	2	F	Adult	2016	NA	NA	NA	NA	NA	NA
2225	136	150	186	186	286	288	228	228	214	224	169	169	247	255	212	224	18	F	Juv	2016	NA	NA	NA	NA	NA	NA
2226	136	148	177	186	0	0	228	228	214	214	169	169	0	0	220	220	18	F	Juv	2015	NA	NA	NA	NA	NA	NA
2227	136	146	190	190	268	288	226	228	214	214	177	177	243	255	224	228	10	F	Juv	2017	NA	NA	NA	NA	NA	NA
2228	136	146	186	190	268	288	226	228	214	214	169	169	247	247	212	220	20	F	Juv	2017	NA	NA	NA	NA	NA	NA
2229	136	146	186	190	288	288	226	228	215	218	169	169	247	247	212	220	20	F	Juv	2017	NA	NA	NA	NA	NA	NA
2230	136	146	177	186	268	288	226	228	215	218	177	177	247	247	220	224	20	F	Juv	2017	NA	NA	NA	NA	NA	NA
2231	136	146	186	186	288	288	228	235	214	230	169	177	234	247	212	220	14	F	Adult	2016	NA	NA	NA	NA	NA	NA
2232	136	146	186	186	0	0	226	228	215	215	177	177	247	259	220	220	8	F	Juv	2015	NA	NA	NA	NA	NA	NA
2233	136	144	184	186	0	0	226	228	226	226	169	183	251	251	220	220	19	F	Adult	2015	NA	NA	NA	NA	NA	NA
2234	136	138	177	186	288	290	226	228	215	215	169	169	255	259	212	220	1	F	Juv	2016	NA	NA	NA	NA	NA	NA
2236	136	138	186	186	290	293	226	228	215	215	169	169	255	259	212	220	1	F	Adult	2015	NA	NA	NA	NA	NA	NA
2237	136	138	186	186	268	290	226	228	215	228	169	177	247	255	212	220	1	F	Adult	2016	NA	NA	NA	NA	NA	NA
2238	136	138	186	186	268	268	228	228	218	218	169	181	251	251	220	228	2	F	Adult	2015	NA	NA	NA	NA	NA	NA
2239	136	138	186	186	288	290	228	228	212	215	169	169	247	259	212	228	1	F	Adult	2016	NA	NA	NA	NA	NA	NA
2240	136	138	186	186	286	288	226	228	212	215	169	169	247	247	212	212	14	F	Adult	2016	NA	NA	NA	NA	NA	NA
2241	136	142	183	190	268	290	228	237	215	218	169	177	243	243	220	220	14	F	Juv	2016	NA	NA	NA	NA	NA	NA
2242	136	142	186	190	288	290	226	228	220	228	169	169	243	243	220	220	17	F	Juv	2016	NA	NA	NA	NA	NA	NA
2243	136	142	183	186	288	288	228	237	214	214	177	177	243	255	220	224	20	F	Juv	2017	NA	NA	NA	NA	NA	NA
2244	136	142	183	186	268	286	226	228	0	0	169	169	243	247	212	220	14	F	Juv	2017	NA	NA	NA	NA	NA	NA
2246	136	142	183	186	268	286	228	228	218	218	169	169	243	247	220	220	14	F	Juv	2017	NA	NA	NA	NA	NA	NA
2247	136	142	177	186	268	268	228	228	215	215	169	177	243	267	224	228	1	F	Juv	2016	NA	NA	NA	NA	NA	NA
2248	136	142	177	186	288	290	228	228	0	0	169	177	255	263	220	224	20	F	Juv	2017	NA	NA	NA	NA	NA	NA
2249	0	0	177	186	286	288	226	229	214	214	169	177	238	251	212	220	20	F	Juv	2017	NA	NA	NA	NA	NA	NA
2250	136	142	186	186	288	290	228	228	0	0	169	169	247	247	220	220	20	F	Juv	2017	NA	NA	NA	NA	NA	NA
2251	136	142	186	186	268	288	226	237	214	214	169	177	243	243	220	220	17	F	Juv	2017	NA	NA	NA	NA	NA	NA
2252	136	142	186	186	268	288	228	228	214	218	177	177	243	243	212	228	1	F	Adult	2015	NA	NA	NA	NA	NA	NA
2253	136	142	186	186	288	288	226	228	215	215	169	177	243	247	220	220	13	F	Juv	2017	NA	NA	NA	NA	NA	NA
2254	136	142	186	186	288	288	226	228	0	0	177	177	255	259	220	220	14	F	Juv	2017	NA	NA	NA	NA	NA	NA
2255	136	142	186	186	286	288	226	228	215	218	169	169	243	255	220	232	14	F	Juv	2016	NA	NA	NA	NA	NA	NA
2256	125	136	186	190	268	288	224	229	215	226	169	169	251	263	212	220	12	F	Juv	2016	NA	NA	NA	NA	NA	NA
2258	125	136	186	190	268	288	226	228	215	218	169	169	247	247	220	220	4	F	Juv	2015	NA	NA	NA	NA	NA	NA
2259	125	136	186	190	268	288	226	228	0	0	177	177	0	0	224	228	4	F	Adult	2016	NA	NA	NA	NA	NA	NA
2260	125	136	186	190	268	288	226	228	214	215	169	177	243	259	224	228	4	F	Adult	2015	NA	NA	NA	NA	NA	NA
2261	125	136	186	190	288	288	226	226	214	214	169	177	247	255	212	212	3	F	Adult	2015	NA	NA	NA	NA	NA	NA
2262	125	136	186	190	288	288	228	228	214	214	169	177	247	255	228	232	1	F	Juv	2015	NA	NA	NA	NA	NA	NA
2263	125	136	186	190	288	288	228	228	215	218	169	177	243	255	212	228	10	F	Juv	2015	NA	NA	NA	NA	NA	NA
2264	125	136	186	190	288	288	228	228	215	218	169	169	247	247	212	220	17	F	Juv	2015	NA	NA	NA	NA	NA	NA
2266	125	136	186	190	288	288	228	228	215	218	169	169	247	247	220	220	17	F	Juv	2016	NA	NA	NA	NA	NA	NA
2267	125	136	186	190	286	290	226	226	214	215	169	169	243	247	220	228	3	F	Juv	2016	NA	NA	NA	NA	NA	NA
2269	125	136	183	186	268	290	226	226	214	220	169	173	243	255	220	220	8	F	Juv	2016	NA	NA	NA	NA	NA	NA
2270	125	136	183	186	288	290	226	228	214	228	169	177	255	255	212	224	15	F	Adult	2016	NA	NA	NA	NA	NA	NA
2272	125	136	183	186	288	290	226	228	214	215	169	177	247	255	212	224	15	F	Adult	2015	NA	NA	NA	NA	NA	NA
2273	125	136	183	186	268	288	228	228	215	215	169	177	243	247	220	228	4	F	Adult	2015	NA	NA	NA	NA	NA	NA
2275	125	136	183	186	268	288	228	228	215	218	169	169	243	247	220	232	4	F	Adult	2015	NA	NA	NA	NA	NA	NA
2276	125	136	186	188	268	268	226	228	214	215	169	169	238	247	220	224	14	F	Juv	2015	NA	NA	NA	NA	NA	NA
2277	125	136	186	188	288	288	0	0	214	215	169	177	243	243	220	220	20	F	Adult	2015	NA	NA	NA	NA	NA	NA
2278	125	136	177	186	284	284	226	229	218	218	177	177	251	255	216	220	12	F	Adult	2015	NA	NA	NA	NA	NA	NA
2279	125	136	177	186	268	286	228	229	215	218	169	177	238	238	212	220	11	F	Juv	2015	NA	NA	NA	NA	NA	NA
2280	125	136	177	186	268	286	228	228	212	215	169	173	255	255	212	224	6	F	Juv	2016	NA	NA	NA	NA	NA	NA
2281	125	136	186	186	290	290	226	228	215	215	169	169	243	243	212	224	18	F	Adult	2016	NA	NA	NA	NA	NA	NA
2282	125	136	186	186	290	290	226	228	214	218	169	169	247	251	212	220	19	F	Adult	2015	NA	NA	NA	NA	NA	NA
2283	125	136	186	186	268	290	228	229	214	214	177	177	247	251	220	220	13	F	Adult	2015	NA	NA	NA	NA	NA	NA
2284	125	136	186	186	268	290	228	235	215	218	169	169	247	247	212	220	6	F	Juv	2017	NA	NA	NA	NA	NA	NA
2285	125	136	186	186	268	290	226	228	215	218	169	177	247	247	220	220	18	F	Adult	2016	NA	NA	NA	NA	NA	NA
2286	125	136	186	186	268	268	226	228	214	215	169	177	243	247	220	224	14	F	Juv	2015	NA	NA	NA	NA	NA	NA
2287	125	136	186	186	268	268	226	228	214	215	169	169	247	247	220	220	22	F	Juv	2015	NA	NA	NA	NA	NA	NA
2288	125	136	186	186	268	268	226	228	0	0	169	185	247	247	220	220	14	F	Juv	2017	NA	NA	NA	NA	NA	NA
2289	125	136	186	186	268	268	228	228	214	215	169	169	247	251	220	224	22	F	Juv	2015	NA	NA	NA	NA	NA	NA
2290	125	136	186	186	284	288	228	235	214	218	169	169	247	247	212	220	18	F	Adult	2016	NA	NA	NA	NA	NA	NA
2291	125	136	186	186	288	290	228	237	215	218	169	177	238	247	220	224	13	F	Juv	2016	NA	NA	NA	NA	NA	NA
2292	125	136	186	186	288	290	228	228	215	215	169	177	251	251	220	220	14	F	Juv	2017	NA	NA	NA	NA	NA	NA
2293	125	136	186	186	288	290	228	228	215	215	169	169	238	243	220	224	18	F	Adult	2016	NA	NA	NA	NA	NA	NA
2294	125	136	186	186	288	290	228	228	214	215	169	177	247	251	220	220	14	F	Adult	2015	NA	NA	NA	NA	NA	NA
