"d" "freq" "dist" "father"
0 0.00113122171945701 "H0" NA
0 0.00226244343891403 "H0" NA
0 0.00339366515837104 "H0" NA
0 0.00452488687782805 "H0" NA
0 0.00565610859728507 "H0" NA
0 0.00678733031674208 "H0" NA
0 0.00791855203619909 "H0" NA
0 0.00904977375565611 "H0" NA
0 0.0101809954751131 "H0" NA
0 0.0113122171945701 "H0" NA
0 0.0124434389140271 "H0" NA
0 0.0135746606334842 "H0" NA
0 0.0147058823529412 "H0" NA
0 0.0158371040723982 "H0" NA
0 0.0169683257918552 "H0" NA
0 0.0180995475113122 "H0" NA
0 0.0192307692307692 "H0" NA
0 0.0203619909502262 "H0" NA
0 0.0214932126696833 "H0" NA
0 0.0226244343891403 "H0" NA
0 0.0237556561085973 "H0" NA
0 0.0248868778280543 "H0" NA
0 0.0260180995475113 "H0" NA
0 0.0271493212669683 "H0" NA
0 0.0282805429864253 "H0" NA
0 0.0294117647058824 "H0" NA
0 0.0305429864253394 "H0" NA
0 0.0316742081447964 "H0" NA
0 0.0328054298642534 "H0" NA
0 0.0339366515837104 "H0" NA
0 0.0350678733031674 "H0" NA
0 0.0361990950226244 "H0" NA
0 0.0373303167420814 "H0" NA
0 0.0384615384615385 "H0" NA
0 0.0395927601809955 "H0" NA
0 0.0407239819004525 "H0" NA
0 0.0418552036199095 "H0" NA
0 0.0429864253393665 "H0" NA
0 0.0441176470588235 "H0" NA
0 0.0452488687782805 "H0" NA
0 0.0463800904977376 "H0" NA
0 0.0475113122171946 "H0" NA
0 0.0486425339366516 "H0" NA
0 0.0497737556561086 "H0" NA
0 0.0509049773755656 "H0" NA
0 0.0520361990950226 "H0" NA
0 0.0531674208144796 "H0" NA
1.85681355525891 0.0542986425339367 "H0" NA
2.3181180279891 0.0554298642533937 "H0" NA
2.3181180279891 0.0565610859728507 "H0" NA
2.3181180279891 0.0576923076923077 "H0" NA
2.3181180279891 0.0588235294117647 "H0" NA
2.3181180279891 0.0599547511312217 "H0" NA
2.3181180279891 0.0610859728506787 "H0" NA
2.3181180279891 0.0622171945701357 "H0" NA
2.3181180279891 0.0633484162895928 "H0" NA
3.35846211117625 0.0644796380090498 "H0" NA
3.35846211117625 0.0656108597285068 "H0" NA
3.35846211117625 0.0667420814479638 "H0" NA
3.35846211117625 0.0678733031674208 "H0" NA
3.94670703086276 0.0690045248868778 "H0" NA
3.94670703086276 0.0701357466063348 "H0" NA
3.94670703086276 0.0712669683257919 "H0" NA
3.94670703086276 0.0723981900452489 "H0" NA
3.94670703086276 0.0735294117647059 "H0" NA
3.94670703086276 0.0746606334841629 "H0" NA
3.94670703086276 0.0757918552036199 "H0" NA
3.94670703086276 0.0769230769230769 "H0" NA
3.94670703086276 0.0780542986425339 "H0" NA
3.94670703086276 0.0791855203619909 "H0" NA
3.94670703086276 0.080316742081448 "H0" NA
3.94670703086276 0.081447963800905 "H0" NA
3.94670703086276 0.082579185520362 "H0" NA
4.06083231498376 0.083710407239819 "H0" NA
4.06083231498376 0.084841628959276 "H0" NA
4.06083231498376 0.085972850678733 "H0" NA
4.06083231498376 0.08710407239819 "H0" NA
4.06083231498376 0.0882352941176471 "H0" NA
4.06083231498376 0.0893665158371041 "H0" NA
4.27326556486453 0.0904977375565611 "H0" NA
4.27326556486453 0.0916289592760181 "H0" NA
4.27326556486453 0.0927601809954751 "H0" NA
4.27326556486453 0.0938914027149321 "H0" NA
4.27326556486453 0.0950226244343891 "H0" NA
4.35575787332994 0.0961538461538462 "H0" NA
4.82602626655652 0.0972850678733032 "H0" NA
4.92844036530481 0.0984162895927602 "H0" NA
4.92844036530481 0.0995475113122172 "H0" NA
4.92844036530481 0.100678733031674 "H0" NA
4.92844036530481 0.101809954751131 "H0" NA
4.92844036530481 0.102941176470588 "H0" NA
4.92844036530481 0.104072398190045 "H0" NA
4.92844036530481 0.105203619909502 "H0" NA
4.92844036530481 0.106334841628959 "H0" NA
4.92844036530481 0.107466063348416 "H0" NA
4.92844036530481 0.108597285067873 "H0" NA
4.92844036530481 0.10972850678733 "H0" NA
4.92844036530481 0.110859728506787 "H0" NA
4.92844036530481 0.111990950226244 "H0" NA
4.92844036530481 0.113122171945701 "H0" NA
5.72972390111796 0.114253393665158 "H0" NA
5.72972390111796 0.115384615384615 "H0" NA
5.72972390111796 0.116515837104072 "H0" NA
5.72972390111796 0.117647058823529 "H0" NA
5.72972390111796 0.118778280542986 "H0" NA
5.72972390111796 0.119909502262443 "H0" NA
5.72972390111796 0.1210407239819 "H0" NA
5.72972390111796 0.122171945701357 "H0" NA
5.72972390111796 0.123303167420814 "H0" NA
5.72972390111796 0.124434389140271 "H0" NA
5.72972390111796 0.125565610859729 "H0" NA
5.89775861457758 0.126696832579186 "H0" NA
