  1        1    (0)   19 :  0.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 1.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 20: 0.000  |  ***
994     2591    (0)   18 :  0.967 | Pop 1: 0.005  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.006  | Pop 5: 0.000  | Pop 6: 0.002  | Pop 7: 0.003  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.007  | Pop 13: 0.001  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 19: 0.000  | Pop 20: 0.007  |  
995     2593    (0)    7 :  0.997 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.001  | Pop 20: 0.001  |  
996     2595    (0)   15 :  0.997 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
997     2596    (0)   20 :  0.966 | Pop 1: 0.006  | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.001  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.011  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.002  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.001  | Pop 15: 0.011  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.001  | Pop 19: 0.000  |  
998     2598    (0)   10 :  0.995 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.001  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
999     2604    (0)    1 :  0.997 | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.001  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1000     2605   (25)   20 :  0.998 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.001  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  |  
1001     2606    (0)   12 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1002     2607    (0)   19 :  0.997 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.002  | Pop 20: 0.000  |  
1003     2610    (0)   10 :  0.999 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1004     2611    (0)   15 :  0.999 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1005     2612    (0)    4 :  0.992 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.001  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.004  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1006     2614    (0)    4 :  0.995 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.001  |  
1007     2615    (0)    4 :  0.995 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.001  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.001  | Pop 20: 0.001  |  
1008     2616    (0)    1 :  0.995 | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1009     2619   (12)   13 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1010     2621    (0)    1 :  0.996 | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.002  | Pop 20: 0.001  |  
1011     2622    (0)   14 :  0.993 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.002  | Pop 18: 0.001  | Pop 19: 0.001  | Pop 20: 0.001  |  
1012     2623    (0)   14 :  0.995 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.001  | Pop 18: 0.001  | Pop 19: 0.000  | Pop 20: 0.001  |  
1013     2626    (0)   15 :  0.998 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1014     2629    (0)   20 :  0.985 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.002  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.008  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.001  | Pop 19: 0.000  |  
1015     2630    (0)    1 :  0.998 | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1016     2632    (0)    1 :  0.998 | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.001  |  
1017     2633    (0)   18 :  0.993 | Pop 1: 0.002  | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.001  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1018     2634    (0)   13 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1019     2638    (0)    1 :  0.995 | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.001  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.002  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1020     2639    (0)   10 :  0.988 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.006  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.001  | Pop 19: 0.000  | Pop 20: 0.001  |  
1021     2644    (0)   17 :  0.995 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.001  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.001  |  
1022     2648    (0)   15 :  0.998 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1023     2651    (0)    1 :  0.997 | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1024     2653    (0)   15 :  0.999 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1025     2655    (0)    4 :  0.998 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1026     2656    (0)    4 :  0.998 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1027     2657    (0)    1 :  0.996 | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.001  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.001  | Pop 20: 0.000  |  
1028     2658    (0)    6 :  0.984 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.001  | Pop 5: 0.000  | Pop 7: 0.000  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.003  | Pop 14: 0.002  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.002  | Pop 18: 0.002  | Pop 19: 0.001  | Pop 20: 0.002  |  
1029     2659    (0)    1 :  0.997 | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.001  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1030     2660    (0)    1 :  0.994 | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.003  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.001  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.001  |  
1031     2667    (0)    1 :  0.990 | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.000  | Pop 8: 0.005  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.001  |  
1032     2668    (0)   14 :  0.997 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1033     2683    (0)   18 :  0.996 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.001  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.001  | Pop 19: 0.000  | Pop 20: 0.001  |  
1034     2684    (0)   20 :  0.993 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.000  | Pop 8: 0.003  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.001  | Pop 19: 0.000  |  
1035     2685    (0)   10 :  0.992 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.002  | Pop 9: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.002  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1036     2686    (0)    1 :  0.996 | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.002  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1037     2688    (0)   20 :  0.986 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.001  | Pop 8: 0.002  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.001  | Pop 15: 0.007  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.001  | Pop 19: 0.000  |  
1038     2694    (0)   15 :  0.997 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1039     2695    (0)   15 :  0.999 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1040     2697    (0)    1 :  0.999 | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1041     2698    (0)    1 :  0.996 | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.001  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1042     2702   (12)   13 :  0.999 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1043     2703    (0)    3 :  0.999 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1044     2706    (0)   13 :  0.962 | Pop 1: 0.007  | Pop 2: 0.000  | Pop 3: 0.006  | Pop 4: 0.001  | Pop 5: 0.000  | Pop 6: 0.005  | Pop 7: 0.000  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.006  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 14: 0.001  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.004  | Pop 19: 0.001  | Pop 20: 0.005  |  
1045     2710    (0)    1 :  0.972 | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.008  | Pop 8: 0.002  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.003  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.002  | Pop 18: 0.011  | Pop 19: 0.000  | Pop 20: 0.001  |  
1046     2713    (0)   13 :  0.999 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1047     2716    (0)    3 :  0.883 | Pop 1: 0.022  | Pop 2: 0.000  | Pop 4: 0.002  | Pop 5: 0.000  | Pop 6: 0.019  | Pop 7: 0.005  | Pop 8: 0.002  | Pop 9: 0.000  | Pop 10: 0.014  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.006  | Pop 14: 0.005  | Pop 15: 0.010  | Pop 16: 0.000  | Pop 17: 0.014  | Pop 18: 0.011  | Pop 19: 0.002  | Pop 20: 0.006  |  
1048     2717    (0)   10 :  0.992 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.001  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.001  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.001  | Pop 19: 0.000  | Pop 20: 0.002  |  
