idind	rha101	rha101b	rha109	rha109b	rha4	rha4b	rha7	rha7b	rhc108	rhc108b	rhc3	rhc3b	rhd102	rhd102b	rhd103	rhd103b	idcol	sexe	ageWhenFirstCaptur	yearWhenFirstCaptur	col2013_1	col2013_2	col2014_1	col2014_2	col2015_1	col2015_2	col2016_1	col2016_2
1117	136	136	177	186	268	268	235	239	220	220	169	173	238	259	224	228	M1975	F	Adult	2013	M1975	M1975	NA	M1975	NA	NA	NA	NA
2192	136	136	188	188	288	288	235	237	216	216	169	173	247	251	228	228	M811	F	Juv	2014	NA	NA	NA	M811	NA	NA	NA	NA
439	134	136	186	186	268	284	235	237	211	220	169	169	255	255	216	232	M811	F	Adult	2013	M811	NA	NA	NA	NA	NA	NA	NA
2467	136	138	175	188	284	290	229	239	216	220	169	173	234	259	212	224	M1975	M	Adult	2015	NA	NA	NA	NA	M1975	NA	NA	NA
930	136	136	175	186	268	284	237	241	216	220	169	169	243	243	224	224	M813	F	Adult	2013	M813	M813	M813	M813	M813	NA	M813	M813
1627	136	146	177	183	268	268	231	235	211	216	169	173	243	247	220	224	M1079	M	Juv	2013	NA	M1079	NA	NA	NA	NA	NA	NA
3351	136	138	175	184	268	284	228	235	210	211	169	169	247	251	212	228	M1102	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1102	M1102
3851	142	142	173	175	284	290	233	235	218	218	169	169	247	251	228	228	M809	F	Adult	2016	NA	NA	NA	NA	NA	NA	M809	NA
1139	136	136	186	186	265	265	229	235	210	218	169	169	251	251	220	224	CXSGT	M	Adult	2013	CXSGT	NA	NA	NA	NA	CXSGT	NA	NA
542	136	136	186	188	268	268	233	233	211	211	169	169	234	234	228	228	M811	F	Juv	2013	NA	M811	NA	NA	NA	NA	NA	NA
581	136	136	175	186	265	288	233	235	211	220	169	173	251	263	216	232	M244	F	Adult	2013	M244	M244	M244	M244	NA	NA	NA	M244
81	136	136	188	188	284	284	235	235	211	220	169	173	251	259	216	224	M815	F	Adult	2013	M815	M815	M815	M815	NA	NA	NA	NA
1511	136	136	186	186	284	288	229	239	210	210	169	177	251	255	212	216	M1079	F	Adult	2013	M1079	NA	NA	NA	NA	NA	NA	NA
1114	136	136	186	186	268	288	233	241	207	216	169	169	251	251	224	228	M831	F	Adult	2013	M831	M831	M831	NA	NA	NA	NA	NA
2743	136	136	184	186	268	268	235	241	211	211	169	169	251	259	216	216	M244	F	Adult	2015	NA	NA	NA	NA	M244	NA	NA	NA
275	125	142	175	188	265	284	233	237	216	220	169	177	255	255	216	224	M831	F	Juv	2013	NA	M831	NA	NA	NA	M831	NA	NA
2829	136	136	175	177	268	288	231	235	216	216	169	169	243	251	216	220	M831	F	Juv	2015	NA	NA	NA	NA	NA	M831	NA	NA
4026	125	136	188	190	268	286	229	235	211	218	169	173	243	259	220	228	M809	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M809
728	136	136	175	188	265	286	237	237	216	216	165	165	238	238	220	220	PP1	F	Juv	2013	NA	PP1	NA	NA	NA	NA	NA	NA
2542	136	136	175	186	265	288	229	231	211	218	169	173	247	247	216	220	M1551	M	Adult	2015	NA	NA	NA	NA	M1551	NA	NA	NA
74	125	136	177	188	265	268	235	241	216	218	169	173	255	259	224	232	M1112	M	Juv	2013	NA	M1112	NA	NA	NA	NA	NA	NA
2122	136	142	188	188	268	284	233	235	216	220	169	169	247	247	216	220	M831	F	Adult	2014	NA	NA	M831	NA	NA	NA	NA	NA
3940	136	136	175	186	268	286	229	231	211	211	181	181	255	255	220	220	M1106	M	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M1106
2368	136	136	188	190	268	288	229	231	211	218	169	173	251	251	220	224	M244	M	Adult	2014	NA	NA	M244	NA	NA	NA	NA	M244
2981	125	138	177	183	268	268	228	233	216	216	169	173	243	259	220	224	M1106	M	Juv	2015	NA	NA	NA	NA	NA	M1106	NA	NA
1874	136	136	184	188	288	293	233	241	220	222	169	169	247	255	216	220	M809	F	Adult	2014	NA	NA	M809	NA	NA	NA	NA	NA
984	136	136	183	188	265	286	229	231	211	218	165	173	251	251	216	224	PP3	F	Adult	2013	PP3	NA	NA	NA	PP3	NA	NA	NA
937	125	136	177	186	288	288	228	239	216	216	169	169	255	259	224	228	M1106	M	Juv	2013	NA	M1106	NA	NA	NA	M1106	NA	NA
3339	136	136	184	188	288	288	235	235	211	216	165	169	238	255	220	224	M811	F	Adult	2016	NA	NA	NA	NA	NA	NA	M811	M811
2039	136	136	188	188	268	268	229	235	211	220	169	169	243	243	216	224	M244	F	Adult	2014	NA	NA	M244	M244	M244	M244	M244	M244
3461	136	136	186	188	265	288	229	233	210	210	169	169	243	251	216	216	M1113	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M1113
2106	136	136	184	186	268	288	228	241	216	220	173	173	247	255	212	224	M809	F	Juv	2014	NA	NA	NA	M809	NA	M809	NA	NA
2529	125	136	177	188	265	268	229	239	211	211	169	173	247	247	224	228	M1551	F	Adult	2015	NA	NA	NA	NA	M1551	M1551	NA	NA
838	136	136	177	186	268	288	235	237	211	216	169	173	251	255	220	224	PP1	F	Adult	2013	PP1	NA	NA	NA	NA	NA	NA	NA
190	136	136	177	188	265	284	233	233	216	216	169	169	247	255	216	220	M831	F	Adult	2013	M831	M831	NA	NA	NA	NA	NA	NA
3709	136	136	175	186	284	284	233	239	216	216	169	169	247	255	216	224	M244	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M244
1000	136	146	175	186	268	288	235	237	218	220	169	169	247	255	216	220	PP3	F	Adult	2013	PP3	NA	NA	NA	NA	NA	PP3	NA
876	136	136	175	175	268	268	233	239	220	220	169	169	247	255	224	228	M1551	F	Juv	2013	NA	M1551	NA	M1551	NA	NA	NA	NA
3132	125	148	175	188	268	288	228	233	218	220	169	173	247	251	220	228	M811	F	Juv	2015	NA	NA	NA	NA	NA	M811	NA	NA
2062	125	136	175	175	290	290	235	237	216	216	169	169	251	255	220	224	M1106	M	Juv	2014	NA	NA	NA	M1106	NA	NA	NA	NA
3574	136	136	175	177	290	293	237	239	216	218	169	173	247	255	220	228	M1106	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1106	NA
2274	136	138	184	186	265	265	233	233	211	216	169	169	247	247	212	224	M1551	M	Adult	2014	NA	NA	M1551	M1551	NA	NA	NA	NA
3887	136	136	184	188	286	288	228	228	216	216	169	169	247	251	216	224	M1102	M	Adult	2016	NA	NA	NA	NA	NA	NA	M1102	NA
4020	136	136	186	186	288	290	233	239	211	216	169	177	251	263	220	224	M809	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M809
274	146	148	175	177	268	288	229	229	216	216	173	173	251	259	216	220	M831	F	Juv	2013	NA	M831	NA	NA	NA	M831	NA	NA
1573	125	125	175	184	265	268	229	229	207	216	173	181	243	251	216	220	M1079	F	Juv	2013	NA	M1079	NA	NA	NA	NA	NA	NA
1235	125	136	186	186	284	286	229	229	211	211	169	190	238	247	224	224	PP3	M	Juv	2013	NA	PP3	NA	NA	NA	NA	NA	NA
3093	136	136	186	186	268	290	228	241	211	218	169	173	251	263	216	216	M809	F	Juv	2015	NA	NA	NA	NA	NA	M809	NA	M809
4032	134	136	186	188	268	288	228	229	216	220	169	181	234	251	220	220	M809	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M809
2803	125	136	175	186	265	284	233	237	210	222	169	169	247	251	220	228	M1551	M	Juv	2015	NA	NA	NA	NA	NA	M1551	M1551	NA
3232	136	136	186	186	265	288	233	239	216	216	165	169	247	251	220	220	M831	F	Adult	2015	NA	NA	NA	NA	M831	NA	NA	NA
2289	136	136	175	175	265	265	233	233	220	220	173	177	238	238	224	224	PP1	M	Juv	2014	NA	NA	NA	PP1	NA	NA	NA	NA
814	136	138	175	188	268	286	235	237	216	216	169	173	238	251	216	220	M815	F	Juv	2013	NA	M815	NA	M815	M815	M815	NA	NA
4022	125	136	175	175	265	288	228	235	220	220	169	169	251	251	220	220	M809	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M809
3915	136	136	186	188	288	290	228	233	216	216	173	181	259	259	220	224	M809	M	Adult	2016	NA	NA	NA	NA	NA	NA	M809	NA
938	138	138	175	186	268	268	235	235	216	218	169	173	234	238	216	220	M1106	F	Juv	2013	NA	M1106	NA	NA	NA	NA	NA	NA
801	136	142	175	188	268	288	233	235	216	220	169	173	255	255	216	220	M815	F	Adult	2013	M815	NA	NA	NA	NA	NA	NA	NA
636	136	136	175	188	265	288	229	241	211	211	173	173	251	251	216	224	M1551	F	Adult	2013	M1551	M1551	NA	NA	NA	NA	NA	NA
157	134	136	175	188	268	288	229	235	216	220	173	173	243	247	220	220	M831	M	Adult	2013	M831	M831	NA	NA	NA	NA	NA	NA
1156	134	134	175	175	288	288	229	229	207	216	169	173	247	247	216	216	M831	F	Juv	2013	NA	M831	NA	NA	NA	NA	NA	NA
1766	136	136	175	175	268	268	233	235	216	220	173	173	255	255	216	224	M1106	F	Adult	2014	NA	NA	M1106	NA	NA	NA	NA	NA
2925	136	136	175	188	288	290	235	241	216	218	173	173	251	255	216	220	M813	F	Juv	2015	NA	NA	NA	NA	NA	M813	M813	M813
1828	136	136	184	186	286	288	228	229	211	211	169	173	251	255	216	228	M1102	M	Adult	2014	NA	NA	M1102	NA	NA	NA	NA	NA
3612	136	136	186	186	284	288	241	241	210	210	169	169	251	255	220	224	M831	M	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M831
836	136	136	186	186	265	265	231	237	220	220	169	169	251	251	228	228	M815	F	Juv	2013	NA	M815	NA	NA	NA	NA	NA	NA
639	136	138	175	184	265	268	235	235	211	216	165	173	247	255	220	224	M1551	M	Adult	2013	M1551	NA	NA	NA	NA	NA	NA	NA
2474	136	136	186	188	268	268	231	239	218	220	169	169	251	255	224	232	M1112	M	Adult	2015	NA	NA	NA	NA	M1112	NA	NA	M1112
994	125	138	177	188	268	290	228	235	211	218	173	173	251	251	216	220	PP3	F	Adult	2013	PP3	NA	NA	NA	NA	NA	NA	NA
2754	136	148	186	186	288	288	231	235	211	211	169	173	251	251	216	220	M244	F	Adult	2015	NA	NA	NA	NA	M244	M244	NA	M244
33	136	146	175	184	284	290	233	235	211	220	169	169	255	259	220	220	M1979	M	Adult	2013	M1979	NA	NA	NA	NA	NA	NA	NA
1982	136	136	184	188	265	286	235	241	216	228	169	173	251	259	220	224	PP3	F	Juv	2014	NA	NA	NA	PP3	NA	NA	NA	NA
3967	136	136	190	190	268	288	235	241	209	214	173	173	255	255	220	220	PP3	F	Adult	2016	NA	NA	NA	NA	NA	NA	PP3	NA
3378	136	136	175	190	268	286	228	229	218	218	169	177	243	247	216	224	M813	M	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M813
3645	136	138	186	188	288	290	229	231	218	220	169	173	251	255	220	220	M831	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M831
3598	136	136	175	188	268	286	231	239	211	218	169	173	251	255	220	224	M809	M	Adult	2016	NA	NA	NA	NA	NA	NA	M809	NA
584	136	138	184	188	288	290	233	233	211	216	169	173	238	238	216	220	PP1	F	Adult	2013	PP1	NA	NA	NA	NA	NA	NA	NA
438	136	136	175	177	288	288	231	241	216	222	169	169	247	259	228	228	M811	M	Adult	2013	M811	NA	NA	NA	NA	NA	NA	NA
2595	136	146	177	177	268	288	229	229	216	220	169	169	251	255	212	220	M1979	F	Adult	2015	NA	NA	NA	NA	M1979	NA	NA	NA
3495	138	138	175	177	284	288	229	235	216	218	169	169	255	255	212	224	M831	F	Adult	2016	NA	NA	NA	NA	NA	NA	M831	M831
2668	136	138	177	184	265	288	233	235	216	218	169	173	243	255	216	220	M1079	F	Juv	2015	NA	NA	NA	NA	NA	M1079	NA	NA
2015	136	136	175	175	288	290	229	235	216	220	169	173	247	255	224	228	M244	F	Juv	2014	NA	NA	NA	M244	M244	NA	NA	NA
38	125	136	188	188	268	288	228	229	216	220	169	169	251	255	216	224	M1979	M	Adult	2013	M1979	M1979	NA	NA	NA	NA	NA	NA
3348	136	136	184	186	268	288	228	233	211	216	169	173	243	255	220	224	M1102	M	Adult	2016	NA	NA	NA	NA	NA	NA	M1102	M1102
2204	136	136	175	186	268	284	231	233	216	222	165	169	247	247	216	216	M1102	F	Juv	2014	NA	NA	NA	M1102	NA	NA	NA	NA
1254	125	136	175	186	288	288	235	235	216	218	169	169	243	251	220	224	M809	F	Juv	2013	NA	M809	NA	NA	NA	NA	NA	NA
3462	136	136	188	188	268	268	233	241	214	218	169	169	259	263	216	228	M813	F	Adult	2016	NA	NA	NA	NA	NA	NA	M813	NA
784	136	136	175	188	268	290	229	237	211	216	169	173	247	255	220	224	M815	F	Adult	2013	M815	NA	NA	NA	NA	NA	NA	NA
342	136	136	188	190	288	288	228	235	211	220	169	173	259	259	216	224	M811	F	Adult	2013	M811	M811	M811	M811	M811	NA	NA	M811
352	136	136	188	188	268	268	228	235	216	216	169	181	247	263	228	228	M811	F	Juv	2013	NA	M811	M811	NA	NA	NA	NA	NA
4	125	136	175	190	268	290	229	231	216	218	169	169	251	255	216	224	M815	F	Adult	2013	M815	NA	NA	M815	M815	M815	M815	NA
1635	125	136	186	188	288	288	233	235	211	211	173	173	243	247	216	220	PP1	F	Juv	2013	NA	PP1	NA	NA	NA	NA	NA	NA
1741	136	136	186	188	268	288	233	235	211	218	169	173	251	251	220	220	M813	M	Juv	2014	NA	NA	NA	M813	NA	NA	NA	NA
2225	134	136	175	184	284	288	233	237	216	220	169	169	238	255	224	232	M1102	M	Juv	2014	NA	NA	NA	M1102	NA	NA	M1102	NA
1706	136	136	186	188	288	288	233	235	216	216	169	169	251	251	216	220	M1113	M	Adult	2014	NA	NA	M1113	NA	NA	M1113	NA	NA
3657	129	136	186	188	268	268	231	233	210	214	169	173	243	259	216	220	M809	M	Adult	2016	NA	NA	NA	NA	NA	NA	M809	NA
558	125	136	188	188	288	288	237	237	211	218	169	173	255	255	216	224	M811	F	Juv	2013	NA	M811	NA	NA	NA	NA	NA	NA
1524	136	136	175	186	284	284	229	239	210	210	169	169	243	251	212	216	M1079	M	Adult	2013	M1079	NA	NA	NA	NA	NA	NA	NA
2319	136	136	175	175	268	288	241	241	207	218	169	177	247	251	224	224	M809	M	Juv	2014	NA	NA	NA	M809	NA	M809	M809	NA
1896	136	136	175	188	288	290	229	241	216	216	169	181	243	263	228	228	M809	M	Adult	2014	NA	NA	M809	NA	NA	NA	M809	NA
2750	136	142	188	188	288	288	228	237	211	220	169	173	259	259	220	220	M811	M	Adult	2015	NA	NA	NA	NA	M811	NA	NA	NA
2846	136	136	186	188	265	284	229	233	216	216	169	169	251	259	220	232	M831	M	Adult	2015	NA	NA	NA	NA	M831	M831	NA	NA
338	136	136	183	190	268	284	233	235	216	218	169	169	251	251	216	220	PP1	F	Juv	2013	NA	PP1	NA	NA	NA	NA	NA	NA
3464	136	136	175	188	265	268	231	233	216	216	169	169	243	255	224	228	M1113	M	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M1113
99	125	134	186	186	268	290	229	241	216	218	169	173	247	255	224	232	M831	M	Adult	2013	M831	M831	NA	NA	NA	NA	NA	NA
2238	136	136	183	186	265	288	237	241	207	220	169	169	247	255	216	228	M1102	F	Juv	2014	NA	NA	NA	M1102	NA	NA	NA	NA
711	136	136	175	175	265	265	235	237	220	220	169	173	247	247	224	224	M1551	F	Adult	2013	M1551	NA	NA	NA	NA	NA	NA	NA
670	136	136	177	184	268	284	228	235	216	216	169	173	251	255	220	224	M831	F	Adult	2013	M831	M831	NA	NA	NA	NA	NA	NA
3573	136	138	177	186	265	288	233	239	211	218	169	173	251	251	216	220	M1106	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1106	NA
1985	136	136	175	188	268	290	228	228	216	228	169	173	247	251	216	220	PP3	F	Juv	2014	NA	NA	NA	PP3	NA	NA	NA	NA
307	136	136	175	186	265	268	231	235	211	216	169	169	263	263	216	220	PP1	F	Adult	2013	PP1	NA	NA	NA	PP1	PP1	NA	NA
3343	136	136	175	186	265	268	235	235	210	211	169	177	251	255	224	224	M811	M	Adult	2016	NA	NA	NA	NA	NA	NA	M811	M811
1203	136	136	175	190	286	290	233	235	216	218	169	173	243	247	212	228	PP3	M	Juv	2013	NA	PP3	NA	PP3	NA	NA	NA	NA
1204	125	138	186	186	268	268	235	235	216	216	173	177	234	234	216	220	PP3	M	Juv	2013	NA	PP3	NA	NA	NA	NA	NA	NA
224	134	136	175	175	288	290	235	241	211	216	169	169	247	259	216	224	M831	M	Adult	2013	M831	NA	NA	NA	M831	M831	NA	NA
3001	136	136	186	190	284	288	229	237	216	216	169	169	247	251	216	228	M813	M	Adult	2015	NA	NA	NA	NA	M813	NA	NA	NA
390	125	136	188	188	288	288	235	237	211	211	169	173	238	255	216	224	M811	F	Adult	2013	M811	NA	NA	NA	NA	NA	NA	NA
2351	136	136	184	186	268	268	229	239	216	218	169	177	247	251	220	224	CXSGT	M	Adult	2014	NA	NA	CXSGT	NA	NA	NA	NA	NA
2530	136	136	175	190	268	268	237	237	211	216	173	177	255	263	212	220	M1551	M	Adult	2015	NA	NA	NA	NA	M1551	NA	NA	NA
3100	136	138	186	186	268	288	228	228	211	216	169	173	243	251	228	228	M809	M	Juv	2015	NA	NA	NA	NA	NA	M809	M809	NA
1359	136	136	186	188	286	288	228	229	216	220	169	169	234	255	216	220	M1975	M	Juv	2013	NA	M1975	M1975	M1975	NA	NA	NA	NA
2463	136	136	184	186	265	265	229	235	216	220	169	177	251	251	220	228	CXSGT	F	Adult	2015	NA	NA	NA	NA	CXSGT	CXSGT	NA	CXSGT
658	136	136	186	188	288	290	229	233	220	220	173	177	243	263	224	224	M1551	M	Adult	2013	M1551	NA	M1551	NA	M1551	NA	NA	M1551
2833	136	136	177	186	268	268	228	233	216	216	173	173	247	251	224	224	M831	F	Juv	2015	NA	NA	NA	NA	NA	M831	M831	NA
2181	136	136	188	188	268	288	229	241	218	218	169	177	255	255	220	224	M811	F	Juv	2014	NA	NA	NA	M811	NA	M811	NA	NA
3460	138	138	175	175	288	290	239	241	216	220	169	169	243	243	220	224	M1113	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M1113
2152	136	136	186	186	265	284	229	239	210	210	169	173	255	255	212	220	M1079	F	Juv	2014	NA	NA	NA	M1079	NA	NA	NA	NA
2108	125	138	186	188	265	268	228	235	218	220	169	169	243	263	220	228	M815	F	Adult	2014	NA	NA	M815	M815	M815	M815	M815	M815
1930	125	136	186	186	265	268	233	235	216	218	169	169	247	255	220	224	M831	F	Adult	2014	NA	NA	M831	NA	NA	NA	NA	NA
2752	125	142	184	186	268	288	231	239	211	216	169	173	238	247	220	224	M244	M	Adult	2015	NA	NA	NA	NA	M244	NA	NA	NA
388	125	136	188	188	288	288	237	239	218	228	173	173	238	255	224	224	M811	F	Adult	2013	M811	NA	NA	NA	NA	NA	NA	NA
1718	136	142	186	188	288	288	229	233	220	220	169	169	243	251	224	224	M1113	F	Adult	2014	NA	NA	M1113	NA	NA	NA	NA	NA
1153	136	136	184	186	268	288	229	233	211	220	169	173	247	263	224	224	M831	M	Juv	2013	NA	M831	NA	NA	NA	NA	NA	NA
2379	125	136	183	188	268	290	235	237	211	216	169	173	238	247	220	220	M815	F	Adult	2014	NA	NA	M815	NA	NA	NA	NA	NA
2328	136	136	184	188	284	288	235	235	216	218	169	173	251	255	220	232	M244	M	Adult	2014	NA	NA	M244	NA	NA	NA	NA	NA
810	136	136	173	188	268	290	235	241	216	218	173	173	238	263	216	224	M815	F	Juv	2013	NA	M815	NA	NA	NA	NA	NA	NA
2104	136	136	175	186	288	288	228	241	216	216	169	181	247	255	220	224	M1975	F	Juv	2014	NA	NA	NA	M1975	NA	NA	NA	NA
3976	136	136	188	188	268	290	235	241	216	216	169	169	251	251	220	236	M1551	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M1551
1610	136	136	188	188	268	286	235	241	220	222	169	173	247	251	216	220	M831	F	Adult	2013	M831	NA	M831	NA	NA	NA	NA	NA
1526	125	136	184	186	265	268	235	237	212	218	169	177	247	251	216	220	M1079	F	Adult	2013	M1079	M1079	NA	NA	NA	NA	NA	NA
884	136	138	175	177	268	268	228	228	218	218	173	173	259	259	216	232	M1551	M	Juv	2013	NA	M1551	NA	NA	NA	NA	NA	NA
3063	138	146	177	184	268	288	233	239	218	218	169	169	251	255	212	220	M1979	F	Juv	2015	NA	NA	NA	NA	NA	M1979	M1979	NA
1341	136	136	186	188	265	268	228	235	216	216	169	169	247	263	220	220	M809	M	Juv	2013	NA	M809	NA	NA	NA	NA	NA	NA
3310	136	136	186	188	268	293	233	235	211	220	173	173	234	251	224	224	M1975	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1975	M1975
1626	134	136	184	188	268	288	235	235	216	220	169	173	251	251	216	220	M831	F	Juv	2013	NA	M831	NA	NA	M831	NA	NA	NA
841	136	138	175	177	268	290	231	233	220	220	169	177	243	255	220	224	M1551	F	Juv	2013	NA	M1551	NA	NA	NA	NA	NA	NA
2028	136	136	175	184	288	290	229	237	210	216	169	173	247	251	216	224	M244	F	Juv	2014	NA	NA	NA	M244	NA	NA	NA	M244
3481	136	136	175	186	268	284	237	241	211	216	169	169	251	251	220	220	M831	M	Adult	2016	NA	NA	NA	NA	NA	NA	M831	NA
851	136	136	175	186	288	288	229	235	220	220	169	173	255	255	216	224	M244	F	Juv	2013	NA	M244	NA	M244	M244	NA	NA	NA
2990	136	136	186	188	290	290	231	231	216	216	173	177	255	255	212	216	M1975	M	Juv	2015	NA	NA	NA	NA	NA	M1975	NA	NA
1347	136	136	175	177	268	288	228	239	216	216	169	169	251	255	220	220	M809	F	Juv	2013	NA	M809	NA	NA	NA	M809	NA	NA
3518	134	134	175	188	268	288	235	239	214	222	169	169	255	263	224	232	M831	F	Adult	2016	NA	NA	NA	NA	NA	NA	M831	NA
823	125	136	177	188	268	268	235	237	211	211	169	169	251	255	216	216	PP1	F	Juv	2013	NA	PP1	NA	NA	NA	NA	NA	NA
1076	136	138	186	186	268	290	229	233	211	218	169	169	247	251	216	224	M1975	F	Adult	2013	M1975	NA	NA	NA	NA	NA	NA	NA
3938	136	138	175	190	288	290	233	237	211	220	169	169	243	247	216	220	PP3	F	Adult	2016	NA	NA	NA	NA	NA	NA	PP3	NA
764	125	136	175	175	268	268	241	241	211	220	169	169	243	255	220	224	M244	M	Juv	2013	NA	M244	NA	NA	NA	NA	NA	NA
2828	136	148	183	186	268	288	228	229	216	220	169	169	247	263	228	232	M831	M	Juv	2015	NA	NA	NA	NA	NA	M831	NA	NA
2663	136	136	175	188	284	288	235	235	216	220	169	173	251	251	216	224	PP1	M	Juv	2015	NA	NA	NA	NA	NA	PP1	NA	NA
4034	134	136	186	188	265	265	235	235	211	216	169	177	251	251	228	228	M809	M	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M809
3900	136	136	186	190	288	288	231	239	211	216	173	177	247	251	216	232	M811	F	Adult	2016	NA	NA	NA	NA	NA	NA	M811	NA
2357	136	136	177	186	268	288	231	235	216	220	169	169	251	259	216	224	CXSGT	F	Adult	2014	NA	NA	CXSGT	NA	NA	NA	NA	NA
1987	136	142	175	186	288	288	235	235	211	216	169	169	251	259	220	224	M831	M	Juv	2014	NA	NA	NA	M831	NA	NA	NA	NA
2446	136	136	186	190	268	286	233	239	216	216	169	173	251	251	220	224	PP3	F	Adult	2015	NA	NA	NA	NA	PP3	NA	NA	NA
4013	136	136	186	186	268	290	233	233	211	211	181	181	243	255	216	240	M1975	M	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M1975
3889	136	136	186	186	268	288	233	241	211	220	165	177	251	251	216	220	M811	F	Adult	2016	NA	NA	NA	NA	NA	NA	M811	M811
2646	136	136	184	188	268	286	235	235	218	222	169	169	238	255	224	232	M1113	M	Juv	2015	NA	NA	NA	NA	NA	M1113	NA	NA
3304	136	138	177	186	288	293	235	235	216	216	169	173	251	255	220	224	PP3	F	Adult	2015	NA	NA	NA	NA	PP3	NA	NA	NA
3469	134	136	175	186	265	286	235	235	212	220	177	177	251	251	228	232	CXSGT	F	Adult	2016	NA	NA	NA	NA	NA	NA	CXSGT	CXSGT
695	136	136	175	175	286	286	233	237	216	220	169	169	251	255	220	224	M1551	F	Adult	2013	M1551	NA	NA	M1551	NA	NA	NA	NA
3928	136	136	175	175	265	268	239	239	216	218	169	173	251	255	216	216	M1079	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1079	NA
2977	136	136	186	188	284	288	235	243	216	218	169	177	251	251	216	220	M1106	F	Juv	2015	NA	NA	NA	NA	NA	M1106	NA	NA
1818	136	138	175	184	288	290	229	235	216	220	169	173	255	259	220	228	M1102	F	Adult	2014	NA	NA	M1102	NA	NA	NA	NA	NA
3672	136	136	175	186	265	268	233	233	216	220	169	173	251	259	220	232	M831	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M831
1517	136	136	186	188	268	288	228	239	210	216	169	173	243	251	212	228	M1079	F	Adult	2013	M1079	NA	NA	M1079	NA	NA	NA	NA
3752	129	134	186	188	268	290	229	241	211	211	165	181	243	255	212	228	M1979	M	Adult	2016	NA	NA	NA	NA	NA	NA	M1979	NA
196	134	136	175	175	288	288	228	229	207	216	169	173	247	259	216	216	M831	F	Adult	2013	M831	M831	NA	NA	NA	NA	NA	NA
1556	134	136	186	190	268	288	235	241	211	216	173	173	247	251	216	220	M831	F	Adult	2013	M831	NA	NA	NA	M831	NA	NA	NA
1870	136	138	175	186	268	288	237	241	216	216	169	169	243	243	216	220	M809	F	Adult	2014	NA	NA	M809	NA	NA	NA	NA	NA
1790	136	136	175	186	265	288	228	233	216	218	169	169	238	263	216	224	M811	M	Adult	2014	NA	NA	M811	NA	NA	NA	NA	NA
2322	136	138	177	188	265	268	229	235	216	216	169	169	247	255	216	220	M244	F	Adult	2014	NA	NA	M244	NA	NA	M244	NA	NA
3852	129	136	175	175	268	268	237	241	210	216	169	169	251	251	224	232	M1551	M	Adult	2016	NA	NA	NA	NA	NA	NA	M1551	NA
3356	136	136	186	188	286	288	228	235	216	216	169	169	247	247	216	216	M1102	M	Adult	2016	NA	NA	NA	NA	NA	NA	M1102	M1102
115	136	136	175	188	286	290	229	233	211	216	173	173	247	251	224	232	M831	F	Adult	2013	M831	NA	NA	NA	NA	NA	NA	NA
1070	136	138	186	186	265	284	229	229	216	216	169	169	234	255	220	224	M1975	F	Adult	2013	M1975	M1975	NA	NA	NA	NA	NA	NA
1554	136	136	177	186	268	286	233	235	211	218	169	169	251	251	220	224	M1079	F	Adult	2013	M1079	NA	NA	NA	NA	NA	NA	NA
2860	136	136	175	177	268	284	235	239	211	218	169	169	243	251	216	224	M831	F	Juv	2015	NA	NA	NA	NA	NA	M831	NA	M831
2402	136	136	186	190	288	290	229	235	211	218	169	173	251	251	212	216	PP1	F	Adult	2014	NA	NA	PP1	NA	NA	NA	NA	NA
1171	136	136	186	186	290	290	228	239	216	216	169	169	251	251	220	224	M813	M	Juv	2013	NA	M813	NA	NA	NA	NA	NA	NA
842	136	136	184	186	265	265	233	237	218	218	169	173	243	255	224	228	M1551	F	Juv	2013	NA	M1551	NA	NA	NA	NA	NA	NA
707	136	138	188	190	288	288	233	233	211	218	169	173	251	263	220	220	M1106	F	Adult	2013	M1106	NA	NA	NA	NA	NA	NA	NA
2138	136	136	175	186	265	284	228	233	216	218	169	173	243	255	220	220	M831	F	Adult	2014	NA	NA	M831	NA	M831	NA	NA	NA
1058	136	138	188	188	268	288	233	241	211	218	169	173	251	263	216	220	M1106	F	Juv	2013	NA	M1106	PP3	M1106	NA	NA	NA	NA
