idind	rha101	rha101b	rha109	rha109b	rha4	rha4b	rha7	rha7b	rhc108	rhc108b	rhc3	rhc3b	rhd102	rhd102b	rhd103	rhd103b	idcol	sexe	ageWhenFirstCaptur	yearWhenFirstCaptur	col2013_1	col2013_2	col2014_1	col2014_2	col2015_1	col2015_2	col2016_1	col2016_2
3982	138	138	188	188	268	268	231	231	224	228	169	169	243	243	232	232	M811	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M811
3390	136	136	186	190	286	288	228	233	211	220	165	177	234	251	216	224	M813	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M813
282	136	136	175	188	265	288	229	235	211	216	173	169	255	255	216	220	M831	F	Juv	2013	NA	M831	NA	NA	NA	NA	NA	NA
738	136	138	186	186	284	288	229	235	211	216	173	173	251	259	224	224	PP3	F	Adult	2013	M1106	M1106	M1106	M1106	PP3	PP3	PP3	M1106
1867	125	134	186	190	268	268	231	235	218	226	169	173	238	259	220	224	M809	F	Adult	2014	NA	NA	M809	M809	NA	NA	M809	NA
3482	136	138	175	175	265	288	237	241	211	220	169	169	255	263	220	232	M831	F	Adult	2016	NA	NA	NA	NA	NA	NA	M831	NA
1759	136	136	188	188	288	290	237	239	210	218	165	173	251	259	220	224	M1106	F	Adult	2014	NA	NA	M1106	M1106	NA	M1106	NA	NA
3605	136	136	186	186	288	288	229	241	216	216	169	169	247	259	220	220	M244	F	Adult	2016	NA	NA	NA	NA	NA	NA	M244	M244
3625	136	136	175	184	288	288	233	233	214	218	173	173	247	261	224	228	M831	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M831
1103	134	146	184	188	268	288	229	233	211	218	169	177	251	255	220	224	M1975	F	Adult	2013	M1975	M1975	M1975	M1975	NA	NA	NA	NA
3910	136	150	186	186	265	288	235	237	211	214	169	177	243	251	212	216	M1079	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1079	NA
3814	136	136	175	188	268	290	239	239	216	216	169	169	255	255	220	224	M809	F	Adult	2016	NA	NA	NA	NA	NA	NA	M809	NA
1551	136	136	177	186	265	265	235	235	218	220	169	173	247	255	220	224	M831	F	Adult	2013	M831	NA	M831	M831	M831	NA	NA	M831
3065	125	136	184	188	265	288	229	229	211	216	169	181	234	251	212	212	M1979	F	Juv	2015	NA	NA	NA	NA	NA	M1979	NA	NA
2527	136	138	177	188	290	290	235	237	216	218	169	173	251	251	216	220	PP1	F	Adult	2015	NA	NA	NA	NA	PP1	NA	PP1	NA
1134	136	138	184	186	288	293	235	239	216	216	169	169	238	255	216	216	CXSGT	M	Adult	2013	CXSGT	NA	NA	NA	NA	NA	NA	NA
3929	136	138	173	175	290	290	229	243	228	230	169	173	238	238	208	224	PP3	F	Adult	2016	NA	NA	NA	NA	NA	NA	PP3	NA
242	134	136	175	186	268	268	229	233	216	220	169	169	251	255	216	232	M831	F	Adult	2013	M831	NA	NA	NA	M831	M831	NA	NA
1601	134	136	184	186	265	268	235	237	212	218	169	177	251	259	220	220	M1079	F	Juv	2013	NA	M1079	NA	M1079	NA	NA	NA	NA
412	136	136	177	186	290	290	228	235	220	220	173	173	238	255	216	220	M1102	F	Juv	2013	NA	M1102	M1102	M1102	M1102	NA	NA	NA
167	136	136	177	186	286	290	229	235	216	220	169	169	255	259	220	220	M831	F	Adult	2013	M831	M831	NA	NA	M831	NA	M831	NA
1777	138	138	175	175	286	286	239	239	216	218	169	169	263	263	216	220	M811	F	Adult	2014	NA	NA	M811	NA	NA	NA	NA	NA
2478	136	136	184	188	268	268	235	239	216	220	169	169	238	259	220	220	M1112	F	Adult	2015	NA	NA	NA	NA	M1112	NA	NA	NA
2038	134	142	175	175	288	288	235	241	216	216	169	169	243	247	220	220	M244	M	Juv	2014	NA	NA	NA	M244	NA	NA	NA	NA
431	136	146	175	188	268	288	229	235	211	220	173	173	238	238	220	228	M811	F	Adult	2013	M811	NA	NA	M811	NA	M811	M811	M811
3139	136	136	186	188	265	268	233	239	211	220	169	169	243	259	216	224	M809	F	Juv	2015	NA	NA	NA	NA	NA	M809	M809	M809
2516	134	136	175	175	288	288	233	241	218	218	169	169	251	263	216	220	PP1	M	Adult	2015	NA	NA	NA	NA	PP1	NA	NA	NA
2657	138	138	177	188	265	288	224	241	211	216	169	173	251	255	216	224	PP1	M	Juv	2015	NA	NA	NA	NA	NA	PP1	NA	NA
551	136	146	175	188	284	286	228	233	216	216	165	169	247	251	216	220	M811	F	Juv	2013	NA	M811	NA	NA	NA	NA	NA	NA
2771	125	136	175	177	288	288	228	241	216	220	169	169	247	255	220	220	PP3	F	Juv	2015	NA	NA	NA	NA	NA	PP3	NA	NA
1191	136	136	175	184	268	293	228	237	216	216	169	173	238	247	212	220	PP3	F	Juv	2013	NA	PP3	NA	NA	NA	NA	NA	NA
1656	136	148	177	183	286	290	228	229	216	216	169	173	255	263	216	216	M831	F	Juv	2013	NA	M831	NA	NA	NA	NA	NA	NA
2265	136	138	175	175	288	290	228	229	216	218	169	169	247	255	224	224	M1551	F	Juv	2014	NA	NA	NA	M1551	M1551	NA	M1551	M1551
2043	136	138	175	188	268	290	237	239	216	220	173	173	251	263	224	224	M1106	F	Juv	2014	NA	NA	NA	M1106	PP3	NA	NA	M1106
2010	138	138	183	186	265	288	229	229	216	216	169	169	243	247	216	220	M244	M	Juv	2014	NA	NA	NA	M244	NA	NA	NA	NA
3816	136	136	186	188	290	290	229	233	216	216	169	173	247	251	216	216	M1113	M	Adult	2016	NA	NA	NA	NA	NA	NA	M1113	NA
198	125	134	175	186	268	268	235	237	211	218	169	169	251	259	228	232	M831	F	Juv	2013	NA	M831	M831	M831	NA	NA	NA	NA
3000	136	136	175	186	290	290	231	239	216	218	169	169	251	259	216	220	M813	M	Adult	2015	NA	NA	NA	NA	M813	NA	NA	NA
2342	136	136	188	188	268	290	231	231	218	218	169	173	251	251	224	224	M831	F	Adult	2014	NA	NA	M831	NA	NA	NA	NA	NA
1100	136	136	186	186	265	268	231	241	211	216	169	181	255	263	216	228	M809	F	Adult	2013	M809	NA	NA	NA	NA	NA	NA	NA
3458	136	136	175	190	265	284	237	239	228	228	169	173	255	255	216	224	M1113	M	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M1113
673	136	136	175	177	268	288	228	228	216	218	169	173	247	251	216	228	M831	F	Juv	2013	NA	M831	NA	NA	NA	NA	NA	M831
3403	136	138	173	184	290	293	229	237	211	220	169	169	243	243	224	224	M813	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M813
1726	136	136	186	190	286	288	231	235	211	220	169	173	238	243	220	224	M1106	F	Adult	2014	NA	NA	M1106	NA	M1106	M1106	NA	NA
1023	136	136	177	188	265	288	229	241	218	220	165	173	247	251	216	228	M809	F	Adult	2013	M809	M809	NA	M809	NA	M809	NA	NA
1182	134	134	188	188	268	268	228	228	220	220	165	169	238	255	216	228	M813	F	Juv	2013	NA	M813	NA	NA	NA	NA	NA	NA
238	136	136	175	177	288	290	228	235	216	220	169	169	234	255	216	228	M831	M	Adult	2013	M831	M831	M831	NA	NA	NA	NA	M831
2506	134	136	173	186	268	268	228	241	211	218	169	169	238	238	220	224	M1113	F	Adult	2015	NA	NA	NA	NA	M1113	NA	NA	NA
3768	136	138	175	188	268	288	237	239	211	216	169	169	255	255	216	224	M1112	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M1112
2405	136	136	183	183	290	293	231	241	216	216	169	169	251	251	224	224	M813	F	Adult	2014	NA	NA	M813	NA	NA	NA	NA	NA
175	136	136	186	186	290	290	239	239	216	216	169	173	251	255	220	220	M831	F	Juv	2013	NA	M831	M831	M831	NA	NA	NA	NA
2590	125	136	175	188	284	288	231	233	211	216	169	169	255	255	220	224	M1106	F	Adult	2015	NA	NA	NA	NA	M1106	NA	M1106	NA
1489	136	150	186	186	284	288	229	229	211	216	169	169	251	251	212	224	M1079	F	Adult	2013	M1079	M1079	NA	NA	NA	M1079	M1079	M1079
1558	136	136	175	188	265	294	233	235	216	216	173	173	255	255	224	224	M831	F	Adult	2013	M831	NA	NA	NA	NA	NA	NA	NA
3075	136	136	175	175	284	284	235	235	211	222	169	169	247	251	216	216	M244	F	Juv	2015	NA	NA	NA	NA	NA	M244	NA	NA
2245	138	138	175	184	288	288	228	239	210	220	169	173	247	259	220	220	M1102	F	Juv	2014	NA	NA	NA	M1102	NA	NA	NA	NA
3827	136	136	175	186	265	284	235	235	211	216	169	173	243	251	216	236	M1079	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1079	NA
1920	136	136	175	186	286	288	233	241	216	220	169	173	255	259	212	224	M831	F	Adult	2014	NA	NA	M831	NA	NA	NA	NA	NA
298	138	138	186	188	265	265	233	237	216	216	165	169	259	259	220	220	PP1	M	Adult	2013	PP1	NA	NA	NA	NA	NA	NA	NA
2167	136	136	177	186	265	290	237	237	211	216	169	169	234	251	224	224	M1112	F	Juv	2014	NA	NA	NA	M1112	M1112	NA	NA	NA
200	136	138	177	188	265	286	235	237	216	218	169	169	247	251	220	228	M831	M	Adult	2013	M831	M831	M831	NA	M831	NA	NA	NA
1731	125	136	188	188	265	265	231	235	220	220	165	173	234	234	228	228	M1106	M	Adult	2014	NA	NA	M1106	NA	NA	NA	NA	NA
3714	136	138	175	183	268	268	228	233	209	228	169	169	247	261	216	220	M244	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M244
2086	134	136	184	186	284	288	233	235	212	216	169	177	255	255	216	216	CXSGT	M	Adult	2014	NA	NA	CXSGT	CXSGT	NA	NA	CXSGT	NA
3524	138	138	175	188	288	288	229	233	211	216	169	169	243	251	220	224	M831	F	Adult	2016	NA	NA	NA	NA	NA	NA	M831	NA
1619	136	138	186	190	284	293	229	231	216	216	169	169	247	251	216	224	M831	F	Adult	2013	M831	NA	NA	NA	NA	NA	NA	NA
3763	136	136	177	177	268	288	241	241	216	216	169	169	247	247	220	228	M1106	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1106	NA
3319	136	136	177	186	268	284	233	235	216	220	169	181	234	259	220	224	M1975	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1975	M1975
3876	129	136	186	186	268	288	229	241	211	220	173	173	251	255	220	220	M1102	M	Adult	2016	NA	NA	NA	NA	NA	NA	M1102	NA
89	136	136	190	190	288	288	235	241	218	220	169	173	251	255	220	232	M831	F	Adult	2013	M831	M831	M831	NA	M831	NA	NA	M831
2012	136	138	186	186	265	288	233	241	211	220	169	169	243	263	212	232	M244	F	Juv	2014	NA	NA	NA	M244	M244	M244	M244	NA
3840	136	136	175	186	288	290	229	235	211	216	169	169	251	255	208	216	M1551	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1551	NA
2228	136	142	175	186	288	288	237	239	211	211	169	173	243	255	216	220	M1102	M	Juv	2014	NA	NA	NA	M1102	NA	NA	NA	M1102
1793	125	138	177	188	265	265	229	241	211	218	169	173	243	255	220	224	M811	M	Adult	2014	NA	NA	M811	NA	NA	NA	NA	NA
4001	136	136	175	188	268	290	228	235	218	218	169	169	247	247	220	228	M811	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M811
1122	136	146	186	186	290	290	229	235	216	216	169	173	251	259	216	224	M1975	F	Adult	2013	M1975	M1975	NA	M1975	NA	NA	M1975	NA
980	136	136	175	190	288	288	235	239	216	218	169	169	251	267	216	220	PP3	F	Adult	2013	PP3	NA	PP3	NA	NA	NA	NA	NA
998	136	136	186	188	268	293	229	235	210	216	169	169	238	251	220	224	PP3	F	Adult	2013	PP3	NA	NA	NA	NA	NA	NA	NA
3404	125	136	175	183	265	288	231	241	220	220	169	169	243	263	212	220	M813	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M813
1085	136	136	186	188	268	284	239	239	216	216	169	169	234	234	212	220	M1975	F	Adult	2013	M1975	NA	NA	M1975	NA	M1975	NA	NA
1568	136	148	175	175	268	290	228	239	211	216	169	169	251	259	220	224	M831	F	Adult	2013	M831	M831	NA	NA	NA	M831	M831	NA
736	136	136	184	186	268	284	228	233	211	218	169	169	251	251	216	220	M1106	F	Adult	2013	M1106	M1106	NA	NA	M1106	PP3	M1106	M1106
3897	136	136	188	190	288	290	228	235	210	220	173	173	259	259	216	224	M811	F	Adult	2016	NA	NA	NA	NA	NA	NA	M811	NA
3361	138	138	186	190	286	288	228	233	222	226	169	173	251	255	216	228	M1102	M	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M1102
52	125	136	186	188	265	290	228	229	216	218	169	169	234	259	216	216	M1979	F	Adult	2013	M1979	NA	NA	NA	NA	NA	NA	NA
3555	136	136	186	186	288	290	233	239	216	216	169	169	247	255	224	224	M831	F	Adult	2016	NA	NA	NA	NA	NA	NA	M831	NA
791	136	136	190	190	268	290	235	237	216	220	169	169	238	251	224	228	M815	F	Adult	2013	M815	M815	M815	M815	NA	M815	NA	M815
2356	136	136	175	186	268	268	228	237	211	220	169	169	247	255	208	224	CXSGT	M	Adult	2014	NA	NA	CXSGT	NA	CXSGT	NA	NA	NA
3206	136	142	175	177	265	268	233	239	216	216	169	169	251	255	216	216	M1102	F	Adult	2015	NA	NA	NA	NA	M1102	NA	NA	NA
2934	136	136	186	186	268	288	228	229	216	218	169	169	247	259	220	224	M813	F	Adult	2015	NA	NA	NA	NA	M813	M813	M813	NA
1794	136	136	173	188	288	288	228	235	211	220	169	169	259	259	216	224	M811	F	Adult	2014	NA	NA	M811	NA	NA	NA	NA	NA
3220	136	136	188	190	288	288	233	241	216	220	169	173	251	255	220	232	M831	F	Adult	2015	NA	NA	NA	NA	M831	NA	M831	M831
1925	136	136	186	190	265	288	235	237	216	218	169	177	234	251	216	220	M831	M	Adult	2014	NA	NA	M831	NA	NA	NA	NA	NA
630	136	136	175	188	268	268	235	241	216	216	173	173	247	251	216	220	M1551	F	Adult	2013	M1551	M1551	M1551	NA	NA	NA	NA	NA
110	136	136	175	177	284	288	235	239	211	216	169	169	251	255	216	216	M831	F	Adult	2013	M831	M831	NA	NA	NA	NA	NA	M831
1521	136	138	186	188	265	288	229	229	207	211	169	169	243	251	216	216	M1079	F	Adult	2013	M1079	NA	NA	M1079	NA	NA	M1079	NA
1225	136	136	175	186	268	268	228	237	216	220	169	173	243	251	220	224	M809	F	Juv	2013	NA	M809	NA	M809	NA	M809	M809	NA
676	138	150	175	188	265	288	231	235	216	216	169	169	251	255	220	224	M831	F	Juv	2013	NA	M831	NA	NA	NA	NA	NA	M831
804	125	136	175	175	288	288	231	231	218	218	169	169	259	259	216	220	M815	F	Juv	2013	NA	M815	NA	NA	NA	NA	NA	NA
2982	136	146	184	186	268	268	229	231	218	218	169	169	234	255	224	224	M1975	F	Juv	2015	NA	NA	NA	NA	NA	M1975	M1975	NA
752	136	138	173	175	268	290	237	243	211	218	169	173	238	251	208	224	M1106	F	Adult	2013	M1106	M1106	M1106	NA	NA	NA	NA	NA
681	136	138	186	186	268	288	228	231	216	216	173	173	243	247	220	224	M1551	M	Adult	2013	M1551	NA	NA	M1551	NA	NA	NA	NA
3417	134	134	188	188	268	268	233	237	216	218	169	169	255	255	232	232	M813	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M813
15	136	136	175	188	268	286	228	235	216	220	169	173	238	247	228	232	M1112	F	Adult	2013	M1112	NA	NA	NA	M1112	NA	NA	NA
2607	136	146	175	186	268	268	229	241	211	216	173	177	243	247	220	220	M1106	M	Adult	2015	NA	NA	NA	NA	M1106	NA	NA	NA
219	136	138	175	190	265	288	237	241	211	218	165	169	255	259	216	232	M831	F	Adult	2013	M831	NA	M831	M831	M831	M831	NA	NA
748	136	136	183	186	265	288	235	235	216	218	169	169	251	259	220	220	M1106	M	Adult	2013	M1106	NA	NA	NA	NA	NA	NA	NA
646	136	136	175	190	284	286	229	235	211	216	173	177	251	255	216	228	M1106	F	Adult	2013	M1106	M1106	NA	NA	NA	NA	NA	M1106
2633	125	138	175	188	284	288	235	237	211	216	169	173	251	255	216	216	PP1	F	Juv	2015	NA	NA	NA	NA	NA	PP1	NA	NA
3298	136	136	175	177	268	268	228	237	211	216	169	169	255	255	216	224	PP3	F	Adult	2015	NA	NA	NA	NA	PP3	NA	NA	NA
603	136	136	175	188	268	286	229	235	216	216	169	173	255	255	220	220	M811	F	Juv	2013	NA	M811	M811	M811	NA	NA	M811	NA
3564	134	136	175	190	288	290	229	241	211	220	169	173	251	251	216	220	M1106	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1106	NA
607	136	136	175	177	265	288	235	235	228	228	169	169	243	255	216	216	M1551	F	Adult	2013	M1551	NA	NA	NA	NA	NA	NA	NA
2972	136	138	177	183	288	288	233	241	211	220	169	169	247	251	216	228	M1106	M	Juv	2015	NA	NA	NA	NA	NA	M1106	NA	NA
860	134	136	173	186	265	268	233	235	216	216	173	173	247	247	216	216	M813	F	Adult	2013	M813	M813	NA	M813	M813	NA	NA	M813
1350	136	138	186	186	268	268	233	235	216	220	173	181	234	259	224	224	M1975	F	Juv	2013	NA	M1975	NA	M1975	M1975	NA	NA	NA
3697	134	134	177	177	268	288	235	239	222	222	169	169	255	255	224	224	M831	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M831
1702	134	136	188	188	288	288	235	235	216	216	169	169	255	255	220	224	M1979	F	Adult	2014	NA	NA	M1979	NA	NA	NA	NA	NA
2593	125	136	186	188	268	288	228	228	211	216	169	177	234	255	216	220	M1979	F	Adult	2015	NA	NA	NA	NA	M1979	NA	NA	NA
302	136	136	175	186	265	268	231	235	216	220	169	169	251	259	220	228	M831	M	Adult	2013	M831	NA	NA	NA	NA	NA	NA	NA
2375	136	142	177	186	286	290	229	233	216	220	169	169	255	259	216	216	M1551	F	Adult	2014	NA	NA	M1551	NA	NA	NA	NA	NA
948	136	136	175	188	268	290	233	235	216	218	169	173	255	259	216	224	M1106	F	Juv	2013	NA	M1106	NA	M1106	NA	NA	M1106	NA
592	136	136	183	186	288	288	241	241	211	218	169	173	243	255	220	224	M244	M	Adult	2013	M244	NA	M244	NA	NA	NA	NA	NA
2321	136	148	175	183	268	288	231	231	211	211	169	173	251	251	220	220	M244	F	Adult	2014	NA	NA	M244	NA	NA	M244	NA	NA
623	125	136	175	188	265	288	241	241	216	220	169	169	247	259	220	224	M1551	F	Adult	2013	M1551	M1551	NA	NA	NA	M1551	M1551	M1551
3961	136	136	186	188	268	290	233	237	220	222	169	173	247	259	224	232	M811	M	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M811
2596	136	146	175	177	288	290	229	229	220	220	169	181	234	259	212	224	M1979	F	Adult	2015	NA	NA	NA	NA	M1979	NA	NA	NA
348	136	136	186	188	268	288	239	241	220	220	169	169	247	259	216	220	M811	F	Adult	2013	M811	M811	M811	M811	M811	M811	NA	M811
3912	136	142	175	186	268	268	237	237	216	228	173	177	263	263	212	216	PP3	F	Adult	2016	NA	NA	NA	NA	NA	NA	PP3	NA
1855	136	136	175	188	268	288	228	235	216	216	169	169	243	251	212	216	M1079	F	Adult	2014	NA	NA	M1079	NA	NA	NA	NA	NA
775	136	136	175	188	265	268	229	237	216	216	169	169	247	255	220	228	M815	M	Adult	2013	M815	NA	NA	NA	NA	NA	NA	NA
1566	136	136	177	186	268	284	235	239	211	216	169	173	251	259	212	224	M1079	F	Adult	2013	M1079	M1079	NA	NA	NA	NA	NA	NA
62	136	136	184	186	268	290	229	241	211	211	169	169	238	255	216	224	M1979	F	Juv	2013	NA	M1979	NA	NA	NA	NA	NA	NA
72	136	136	177	186	268	268	229	229	218	218	169	169	255	255	212	212	M1979	F	Juv	2013	NA	M1979	NA	NA	NA	NA	NA	NA
1149	136	136	175	175	284	288	229	229	216	216	169	169	247	259	216	216	M831	F	Juv	2013	NA	M831	NA	M831	M831	M831	NA	NA
3570	138	138	175	183	288	288	229	233	220	220	169	169	255	255	220	224	M1975	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1975	NA
2966	136	146	186	188	288	290	229	235	211	220	169	169	234	247	216	220	M1975	M	Juv	2015	NA	NA	NA	NA	NA	M1975	M1975	NA
3038	136	136	175	186	288	290	231	237	211	220	169	173	251	259	224	228	M1106	M	Juv	2015	NA	NA	NA	NA	NA	M1106	M1106	M1106
704	125	136	186	188	288	288	233	233	216	218	169	169	238	255	216	224	M1106	F	Adult	2013	M1106	NA	NA	M1106	NA	PP3	NA	NA
1883	136	136	177	186	265	265	229	241	216	218	165	169	243	251	216	220	M809	F	Adult	2014	NA	NA	M809	M809	M809	M809	M809	NA
2338	136	136	183	190	268	268	233	235	216	216	169	169	251	255	236	236	M244	M	Adult	2014	NA	NA	M244	NA	NA	NA	NA	NA
1924	125	136	175	186	268	268	229	233	211	216	169	173	251	255	216	220	M831	M	Adult	2014	NA	NA	M831	NA	M831	NA	NA	NA
2047	136	136	190	190	288	290	235	235	210	218	169	169	247	259	224	232	M1106	F	Juv	2014	NA	NA	NA	M1106	PP3	NA	NA	NA
2608	136	138	186	188	286	288	229	239	216	218	169	173	234	251	220	228	M1106	F	Adult	2015	NA	NA	NA	NA	M1106	NA	PP3	NA
3507	134	136	175	188	268	284	229	239	216	216	169	169	243	255	220	228	M831	M	Adult	2016	NA	NA	NA	NA	NA	NA	M831	NA
871	136	136	186	188	268	288	228	237	211	220	169	169	247	247	220	224	M1113	F	Adult	2013	M1113	M1113	NA	M1113	M1113	NA	NA	M1113
185	134	136	175	183	268	286	228	233	220	222	169	173	259	259	212	216	M831	F	Adult	2013	M831	M831	NA	NA	M831	NA	NA	NA
500	134	136	175	183	268	268	228	229	211	220	169	169	243	247	216	220	M244	F	Adult	2013	M244	NA	NA	NA	M244	M244	NA	NA
501	136	138	175	177	268	284	233	235	216	216	169	173	251	255	216	220	M244	M	Adult	2013	M244	NA	NA	NA	NA	NA	NA	NA
168	136	148	175	177	288	290	237	241	211	216	169	173	247	255	220	228	M831	F	Adult	2013	M831	M831	M831	NA	NA	M831	M831	M831
2013	125	125	175	175	286	288	231	231	211	211	173	173	251	255	216	216	M244	F	Juv	2014	NA	NA	NA	M244	NA	NA	NA	NA
754	136	136	186	188	290	293	224	243	216	218	169	173	247	255	224	224	M1106	F	Adult	2013	M1106	M1106	M1106	M1106	PP3	M1106	M1106	NA
1022	136	138	188	188	288	290	233	243	207	216	169	169	247	255	220	220	PP1	F	Adult	2013	PP1	NA	NA	NA	PP1	NA	NA	NA
3833	136	136	175	190	288	290	231	237	207	216	169	177	251	251	216	224	M1113	M	Adult	2016	NA	NA	NA	NA	NA	NA	M1113	NA
2146	134	136	175	177	268	288	233	235	216	220	169	173	247	251	216	232	M831	F	Adult	2014	NA	NA	M831	NA	M831	M831	NA	NA
1345	138	138	183	188	284	284	229	239	216	216	169	173	234	234	212	220	M1975	M	Juv	2013	NA	M1975	NA	NA	NA	NA	NA	NA
3268	136	136	183	184	268	268	228	233	220	222	169	169	243	251	220	224	M831	M	Adult	2015	NA	NA	NA	NA	M831	NA	NA	NA
453	136	136	175	183	268	286	229	235	216	216	173	181	238	247	220	220	M811	F	Adult	2013	M811	M811	M811	NA	M811	M811	M811	M811
1021	136	136	175	188	268	288	229	239	216	216	169	169	243	251	216	220	PP3	F	Adult	2013	PP3	PP3	NA	NA	NA	PP3	PP3	M1106
2136	136	136	175	177	284	288	233	235	216	216	165	169	247	255	224	224	M831	M	Adult	2014	NA	NA	M831	NA	NA	M831	NA	NA
3803	136	136	188	190	268	268	229	235	216	216	169	169	251	251	212	220	M815	M	Adult	2016	NA	NA	NA	NA	NA	NA	M815	NA
1177	136	136	186	190	268	288	231	235	218	220	169	173	251	251	216	224	PP3	M	Juv	2013	NA	PP3	PP3	NA	NA	NA	NA	NA
3389	136	136	186	186	265	284	235	239	211	211	169	173	243	255	212	216	M1079	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1079	M1079
1590	136	138	184	186	284	284	229	235	211	216	169	169	243	243	212	216	M1079	F	Juv	2013	NA	M1079	NA	NA	NA	NA	NA	NA
3335	136	146	186	186	286	286	228	229	228	230	177	177	243	255	216	220	PP3	F	Adult	2016	NA	NA	NA	NA	NA	NA	PP3	NA
127	125	134	188	188	265	288	229	235	216	216	169	177	243	247	220	224	M831	M	Adult	2013	M831	NA	NA	NA	NA	NA	NA	NA
3127	136	136	175	188	288	288	228	241	211	216	169	169	259	263	220	224	M811	F	Juv	2015	NA	NA	NA	NA	NA	M811	NA	NA
3315	136	136	186	188	288	290	229	231	216	220	169	177	234	263	216	216	M1975	M	Adult	2016	NA	NA	NA	NA	NA	NA	M1975	M1975
140	136	136	186	186	284	290	229	237	216	216	169	177	251	251	216	220	PP1	F	Adult	2013	PP1	NA	NA	NA	NA	NA	NA	NA
3255	136	136	175	175	284	284	228	237	211	216	169	169	255	255	224	224	M831	F	Adult	2015	NA	NA	NA	NA	M831	NA	NA	M831
55	136	136	188	190	268	288	231	237	211	216	169	169	251	263	216	224	M815	F	Adult	2013	M815	M815	M815	M815	NA	M815	M815	NA
2033	136	136	175	175	265	268	229	231	211	211	169	169	247	255	216	220	M244	M	Juv	2014	NA	NA	NA	M244	M244	NA	NA	M244
3638	125	136	175	186	288	288	237	241	216	220	169	169	247	255	216	224	M809	F	Adult	2016	NA	NA	NA	NA	NA	NA	M809	NA
3700	138	138	175	186	284	288	237	241	216	220	169	177	247	251	224	228	M831	M	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M831
2539	136	136	175	188	288	290	229	237	216	220	169	177	251	255	224	228	M1551	F	Adult	2015	NA	NA	NA	NA	M1551	M1551	M1551	M1551
2014	138	138	175	183	268	288	229	237	211	216	169	173	255	255	220	228	M244	F	Juv	2014	NA	NA	NA	M244	NA	NA	NA	NA
3333	134	134	188	190	268	288	231	241	216	220	169	169	238	255	220	232	M813	M	Adult	2016	NA	NA	NA	NA	NA	NA	M813	NA
553	136	136	188	188	286	288	235	235	211	211	169	190	255	255	216	216	M811	F	Juv	2013	NA	M811	NA	NA	NA	NA	NA	NA
2442	125	136	175	190	286	288	235	241	216	218	165	173	234	255	220	224	M1106	F	Adult	2015	NA	NA	NA	NA	PP3	PP3	M1106	NA
3413	136	136	177	186	286	286	235	239	228	228	169	173	243	243	220	224	PP3	F	Adult	2016	NA	NA	NA	NA	NA	NA	PP3	NA
701	136	138	186	188	288	288	241	241	216	220	169	177	247	251	212	224	PP1	F	Adult	2013	PP1	NA	PP1	NA	PP1	PP1	PP1	NA
2316	134	136	186	188	268	288	237	237	216	216	169	169	251	251	220	220	M809	F	Juv	2014	NA	NA	NA	M809	NA	M809	M809	NA
1188	136	136	173	186	268	268	224	233	216	216	173	173	243	243	216	224	M813	F	Juv	2013	NA	M813	NA	NA	NA	NA	NA	NA
3362	136	136	175	190	265	290	233	233	214	214	169	177	243	255	216	220	M1102	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M1102
1931	136	136	175	186	268	268	231	235	211	211	169	169	238	247	220	224	M831	F	Adult	2014	NA	NA	M831	NA	NA	NA	NA	NA
405	125	142	186	188	265	268	228	233	216	218	173	181	247	255	232	232	M813	F	Juv	2013	NA	M813	NA	NA	NA	NA	NA	NA
2118	136	136	175	175	268	288	231	235	216	216	169	173	251	259	224	224	M815	F	Adult	2014	NA	NA	M815	M815	M815	M815	M815	M815
3984	136	136	186	188	268	268	233	235	211	216	169	173	234	234	224	232	M811	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M811
909	136	136	175	186	268	286	228	228	216	220	169	169	247	255	216	220	M1113	F	Adult	2013	M1113	M1113	M1113	NA	NA	NA	NA	NA
2157	125	136	186	186	268	284	229	229	211	216	169	177	251	251	216	216	M1079	F	Juv	2014	NA	NA	NA	M1079	NA	NA	NA	M1079
2749	125	136	175	175	288	288	231	241	211	216	169	173	251	259	224	224	M244	F	Adult	2015	NA	NA	NA	NA	M244	NA	NA	NA
